Frequency Max [GHz],0.35,0.35,1.05,1.05,13.5,13.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.95,0.95,0.95,0.95,1.5,1.5,1.5,1.4,1.56,1.56,1.56,1.425,12.0,12.0,12.0,1.5,1.5,1.5,1.05,1.05,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,11.0,11.0,11.0,11.0,11.0,11.0
Pipeline,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Image size (all pol) [GB],6.355979305884209,12.711958611768418,226.0012678819141,452.0025357638282,207.23594746577274,414.4718949315455,92.5352946529071,6.346728028320102,12.693456056640205,12.693456056640205,41.12679762351425,6.346728028320102,12.693456056640205,12.693456056640205,41.12679762351425,6.346728028320102,12.693456056640205,12.693456056640205,195.63126569677127,13.41778228372917,13.41778228372917,13.41778228372917,36.69803236373059,5.66327659934114,5.66327659934114,4.203558678232858,12.175526385509077,1.878939257023006,1.878939257023006,1.3233267673020506,2739.493436739543,187.8939257023006,375.7878514046012,43.49396428293995,21.746982141469974,43.49396428293995,8.035600635801389,4.0178003179006945,1437.3885316225994,221.81921784299374,443.6384356859875,3234.124196150849,221.81921784299374,443.6384356859875,576.5525110175093,88.97415293480083,177.94830586960165,1328.6784746091255,205.04297447671698,410.08594895343396,2989.526567870533,205.04297447671698,410.08594895343396
Image cube size [GB],3177.9896529421044,833090.919580855,113000.63394095705,29622438.183818243,103617.97373288637,27162830.106233764,3701.411786116284,253.8691211328041,6346.728028320103,19040.184084960307,1645.07190494057,253.8691211328041,6346.728028320103,19040.184084960307,1645.07190494057,253.8691211328041,6346.728028320103,19040.184084960307,7825.250627870851,536.7112913491668,6708.891141864585,42936.903307933346,18349.016181865296,226.5310639736456,226.5310639736456,275484.42153666855,6087.763192754538,75.15757028092024,563.6817771069017,86725.54302190719,109579.73746958171,7515.757028092024,187893.9257023006,1739.758571317598,869.879285658799,21746.982141469973,4017.800317900694,2812.4602225304857,718694.2658112997,8872.76871371975,310546.90498019126,129364.96784603396,8872.76871371975,310546.90498019126,23062.100440700375,3558.966117392033,124563.81410872116,53147.13898436502,8201.718979068679,410085.94895343395,119581.06271482132,8201.718979068679,410085.94895343395
Gain calibration [MB],0.0,0.0,0.0,0.0,0.0,0.0,19.6608,0.0,0.0,0.0,19.6608,0.0,0.0,0.0,19.6608,0.0,0.0,0.0,7.5648,0.0,0.0,0.0,7.5648,0.0,0.0,0.0,7.5648,0.0,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0,7.5648,0.0,0.0
Ionospheric calibration [MB],0.0,0.0,0.0,0.0,0.0,0.0,58.9824,0.0,0.0,0.0,58.9824,0.0,0.0,0.0,58.9824,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0,0.7564800000000002,0.0,0.0
Calibration process interval [s],600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Bandpass calibration [MB],0.0,0.0,0.0,0.0,0.0,0.0,16.384,0.0,0.0,0.0,16.384,0.0,0.0,0.0,16.384,0.0,0.0,0.0,6.304,0.0,0.0,0.0,6.304,0.0,0.0,0.0,6.304,0.0,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0,6.304,0.0,0.0
Bandpass process interval [s],3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.37386856785626965,3.292092432384001,1.5616652083199996,3.123330416639999,0.7397335402460925,3.123330416639999,17.2524436612356,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,1.0622177883119122,0.1967105405821072,0.1967105405821072,0.6532836333712048,0.32710142210494925,0.09086331887845268,0.003655723623047832,0.30918653389646455,0.06181066911735407,0.01717021296950057,0.01717021296950057,0.06002396806848926,9.217020112932722,1.706863782796064,3.413727565592128,0.029148582938054706,0.014574291469027353,0.029148582938054706,0.21138866526935218,0.10569433263467609,18.6411959061079,5.178126833076211,10.356253666152423,18.739982499839996,5.178126833076211,10.356253666152423,11.653350405642486,3.2370584202910027,6.474116840582005,15.569297212707173,4.324819141782734,8.649638283565467,18.739982499839996,4.324819141782734,8.649638283565467
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Cleaning memory [PetaBytes],0.0020822188206076676,13.537727443188897,0.04230743734749433,693.1650535013471,0.019397284682796327,441.3959892262987,0.01082662947439013,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004811835321951169,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004811835321951169,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004577771617304449,0.00043607792422119794,0.218038962110599,1.3954493575078335,0.0008587339573112956,0.00018405648947858704,0.007362259579143483,8.953243699941728,0.00028490731742091257,6.106552585324769e-05,0.018319657755974307,2.8185801482119834,0.06410414641970531,0.006106552585324772,4.396717861433836,0.0014135538391955478,0.0014135538391955478,0.353388459798887,0.0007521322195110101,0.0914049572322408,0.06726978327993767,0.020762278790104217,7.266797576536476,0.15135701237985974,0.020762278790104217,7.266797576536476,0.02698265751561944,0.005783319940762054,2.914793250144075,0.06218215261170708,0.013327793340986605,9.596011205510354,0.13990984337634096,0.013327793340986605,9.596011205510354
Working (cache) memory [TeraBytes],0.00010002871889727127,0.0003157452627800679,0.0039025203645294665,0.019275281956827126,0.00029121289190862666,0.0012649285619182609,0.0007071065577127979,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00019852335881719184,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00019852335881719184,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.0002208147148083264,1.7473289191801342e-05,6.011565047314395e-05,9.823983945029875e-05,0.000159821346913769,3.6044046546460815e-06,1.3168163864245539e-05,0.00021816720453790906,8.56835572726599e-05,1.6646951179996362e-06,4.831379269725393e-06,0.00010697141691991156,0.0004931489961425765,1.5184864985125644e-05,0.00016349254481136556,2.6295144032711283e-05,1.7511677041550125e-05,6.408491786124822e-05,0.0001170494587219956,3.457799816338347e-05,0.008016801506486431,0.00023583104915674387,0.0010427448700803268,0.0028067427252903977,0.00023583104915674387,0.0010427448700803268,0.0002800949382590785,3.9796691953367885e-05,0.00022782813947181877,0.00024655391323469094,3.123581573624222e-05,0.0002827942119281955,0.0006103250928171009,3.123581573624222e-05,0.0002827942119281955
Visibility I/O Rate [TeraBytes/s],1.2462285595208986,10.973641441280003,5.205550694399998,10.411101388799995,2.465778467486975,10.411101388799995,7.987242435757222,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,0.4917674945888483,0.10928363365672622,0.10928363365672622,0.36293535187289155,0.1514358435671061,0.05047962159914038,0.0020309575683599068,0.17177029660914697,0.039021887069036656,0.013007737098106494,0.013007737098106494,0.04547270308218883,4.267138941172556,0.9482576571089243,1.8965153142178486,0.658278747471877,0.3949672484831261,0.7899344969662522,0.2669048803905961,0.1601429282343577,8.63018328986477,2.876737129486784,5.753474258973568,8.675917823999997,2.876737129486784,5.753474258973568,5.39506963224189,1.7983657890505569,3.5967315781011138,7.208007968845914,2.402677300990408,4.805354601980816,8.675917823999997,2.402677300990408,4.805354601980816
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],3.6131167626623415,20.71574643722084,15.624964449625988,44.74129238967041,6.736647966632178,21.42321567036143,12.81583886108062,4.677248059768235,5.074368658459597,10.046018584907754,7.96154356254834,4.677248059768235,5.074368658459597,10.046018584907754,7.96154356254834,4.677248059768235,5.074368658459597,10.046018584907754,0.856408395192607,0.32460505620166846,0.3356891107620109,1.1299304922748212,0.3078627612332182,0.15928234150122783,0.0072346757535294666,0.7953174508351071,0.09117105054868833,0.045176026362123506,0.04678757761233951,0.40702832588912063,5.960422097027674,2.508390981141619,2.532735297158256,0.95209861316886,1.1277594540952234,1.294371885841129,0.4764486541854349,0.5399505693583841,13.873211216450702,7.424556455823092,7.943946738331802,13.496631760239316,7.424556455823092,7.943946738331802,7.495552803580278,4.684582657171982,4.987274442891941,9.548472940442151,6.122392807679799,6.411912220083612,12.120180203945175,6.122392807679799,6.411912220083612
-> Visibility Weighting [PetaFLOP/s],7.944264740494452e-05,0.0016516118510884372,0.00017649329216306341,0.005252545415547313,7.173596816514932e-05,0.0011955647265367239,0.0012497762639891957,0.00011315096919854346,0.00023000458472419285,0.0005151307960054483,0.0006353566873428667,0.00011315096919854346,0.00023000458472419285,0.0005151307960054483,0.0006353566873428667,0.00011315096919854346,0.00023000458472419285,0.0005151307960054483,4.9311338456450985e-05,2.850806184194578e-06,2.9185483027500263e-06,1.3466001803128538e-05,1.9911320443392137e-05,2.13065405073555e-06,1.613027538065216e-07,1.3642344033604376e-05,8.07285589290979e-06,6.495482092518479e-07,6.495482092518479e-07,4.459558516300394e-06,0.00031928235566020403,2.458707824605534e-05,5.575430383828516e-05,1.860641907196803e-05,1.1370589432869351e-05,2.2741178865738702e-05,1.5735554886846823e-05,6.456994477364095e-06,0.0004310508783193861,8.332261718134469e-05,0.00016827622834254276,0.000940107330835527,8.332261718134469e-05,0.00016827622834254276,0.00034450711241011266,5.467981882080047e-05,0.00013418159805014406,0.0004085471865286174,6.230283477235812e-05,0.0001439937252067112,0.0008092213868547807,6.230283477235812e-05,0.0001439937252067112
-> IFFT [PetaFLOP/s],0.04314659972197299,0.004583217525179929,0.24042309220863195,0.024997822633901382,0.04550270053235833,0.006839055914117696,0.11923629884907777,0.01148384170109265,0.01948672911529362,0.016763537436004346,0.05107783127363835,0.01148384170109265,0.01948672911529362,0.016763537436004346,0.05107783127363835,0.01148384170109265,0.01948672911529362,0.016763537436004346,0.027210564376092216,0.0029142413987330884,0.001690163669146317,0.0013615480670932237,0.012580385564355048,0.000994860660347612,0.00011223664748034014,0.0001014991842219065,0.003679958516860032,0.00023747495089231858,0.00014822620549709747,2.1894973049847844e-05,0.08968351082266945,0.014498002453352962,0.009284232083006046,0.008208295719575641,0.006002711266192007,0.006771668302361414,0.006624034701217384,0.0010077540872099164,0.6311190029867191,0.036769765679391796,0.03817735486414875,0.421544186925507,0.036769765679391796,0.03817735486414875,0.10628654557556938,0.035152641184688985,0.018163515552152502,0.08514543935982401,0.020892423995841757,0.008845998895252737,0.16175671086748553,0.020892423995841757,0.008845998895252737
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> Reprojection Predict [PetaFLOP/s],0.03185245722030786,0.0032089217935889597,0.16244939341926995,0.016530978735987148,0.029405311156468803,0.004071777515731161,0.08731582709551977,0.00021196163437601237,0.01438695885725162,0.011737788543031128,0.038138520930304017,0.00021196163437601237,0.01438695885725162,0.011737788543031128,0.038138520930304017,0.00021196163437601237,0.01438695885725162,0.011737788543031128,0.019168066632261622,4.915493374256867e-05,0.0011403294621660565,0.0009186171750135047,0.009685714676284672,1.7515775484833606e-05,7.904270404054972e-05,7.257986672809644e-05,0.00294051654001609,4.429301072794784e-06,0.00011058656730870066,1.664920598998443e-05,0.05570532606324832,0.008668169684727283,0.005806783059300423,0.005410856759695957,9.892373502613421e-05,0.00446384102863991,0.0052447032949556995,0.000722307053587155,0.4166084388015131,0.0005921679534834982,0.02459347312293255,0.2679203714831013,0.0005921679534834982,0.02459347312293255,0.06948029679581588,0.0005429370543091488,0.01221946987413739,0.05218960251616884,0.0003111108761091579,0.005719405852605391,0.10008066563212706,0.0003111108761091579,0.005719405852605391
-> Correct [PetaFLOP/s],0.045695047182432946,0.40236685284693335,0.006362339737599997,0.012724679475199995,0.0030137292380396363,0.012724679475199995,0.28754072768725986,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.0005901209935066179,0.00013356888558044318,0.00013356888558044318,0.0004435876522890896,0.0001817230122805274,6.169731528783825e-05,2.4822814724398867e-06,0.0002099414736334019,4.6826264482843994e-05,1.5898345342130163e-05,1.5898345342130163e-05,5.5577748211564123e-05,0.005120566729407066,0.0011589815809109072,0.0023179631618218143,0.0007899344969662522,0.00048273774814604296,0.0009654754962920859,0.0003202858564687154,0.00019573024561977053,0.010356219947837723,0.003516012047150513,0.007032024094301026,0.010411101388799995,0.003516012047150513,0.007032024094301026,0.0064740835586902705,0.0021980026310617915,0.004396005262123583,0.008649609562615094,0.0029366055900993866,0.005873211180198773,0.010411101388799995,0.0029366055900993866,0.005873211180198773
-> Reprojection [PetaFLOP/s],0.03185245722030786,1.0514994933232302,0.16244939341926995,5.416871112208268,0.029405311156468803,1.3342400563547872,0.01746316541910396,0.00021196163437601237,0.03596739714312905,0.08803341407273346,0.007627704186060803,0.00021196163437601237,0.03596739714312905,0.08803341407273346,0.007627704186060803,0.00021196163437601237,0.03596739714312905,0.08803341407273346,0.003833613326452324,4.915493374256867e-05,0.0028508236554151416,0.014697874800216075,0.0019371429352569344,1.7515775484833606e-05,7.904270404054972e-05,0.02378297072946264,0.0005881033080032181,4.429301072794784e-06,0.00016587985096305096,0.005455611818798098,0.011141065212649662,0.008668169684727283,0.01451695764825106,0.0010821713519391912,9.892373502613421e-05,0.011159602571599779,0.0010489406589911402,0.0025280746875550424,0.08332168776030263,0.0005921679534834982,0.08607715593026392,0.05358407429662027,0.0005921679534834982,0.08607715593026392,0.013896059359163179,0.0005429370543091488,0.04276814455948087,0.010437920503233767,0.0003111108761091579,0.028597029263026954,0.02001613312642541,0.0003111108761091579,0.028597029263026954
-> Degrid [PetaFLOP/s],0.09310994998934956,0.6907240368139569,0.3294360814511607,3.691860191393566,0.10125304857872898,1.2825403290847148,0.2795128252614299,0.023646179566261614,0.048387206287593784,0.20377751902618924,0.1261551057645934,0.023646179566261614,0.048387206287593784,0.20377751902618924,0.1261551057645934,0.023646179566261614,0.048387206287593784,0.20377751902618924,0.014228801063069082,0.0010363773742215316,0.0017836093041538597,0.00848175837557216,0.004908457521721379,0.0005236875304042852,4.610980091794184e-05,0.013174545686213535,0.001766842224510256,0.0001308274231948671,0.0001573000046858971,0.0026849351218625416,0.09533468165067054,0.034995329700092795,0.021181612097093423,0.0065817273224352026,0.0035047890788997486,0.011578535000233835,0.0034045600206820694,0.0018157541226863937,0.21727722147564535,0.022246387308128397,0.07432118143593809,0.3153146791635988,0.022246387308128397,0.07432118143593809,0.09974793228889677,0.021068080140637605,0.04334649625948989,0.11129166833221847,0.017879245368059578,0.03982731835763066,0.21137569628492248,0.017879245368059578,0.03982731835763066
-> DFT [PetaFLOP/s],3.080944590069022,13.564598954812304,13.060666196904226,13.060666196904226,6.186609519336058,13.060666196904226,9.69357845124568,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.3158607303146316,0.3158607303146316,1.0489862156272984,0.22853090698744002,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970805,0.04381999844970805,0.15318681209013738,5.255771897602803,2.379167441685174,2.379167441685174,0.9041410960500461,1.105061339616723,1.105061339616723,0.4212071581462665,0.5148087488454368,10.629669066638986,7.217700026413433,7.217700026413433,10.685999615648914,7.217700026413433,7.217700026413433,6.732139604517608,4.571229403903007,4.571229403903007,8.877996766130018,6.028289425914713,6.028289425914713,10.685999615648914,6.028289425914713,6.028289425914713
-> Flag [PetaFLOP/s],0.013280123087394576,0.11693786660864,0.05547164958719997,0.11094329917439993,0.026275951794158082,0.11094329917439993,0.08356652398410992,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.005145117412135825,0.0011645537211544888,0.0011645537211544888,0.0038675298433954995,0.001584397513320848,0.0005379234676658397,2.1642391587835258e-05,0.001830427223241223,0.00040826649345979604,0.00013861369845169735,0.00013861369845169735,0.0004845684922195747,0.04464494117201787,0.010104870658566975,0.02020974131713395,0.0068872413954245105,0.004208869741648313,0.008417739483296625,0.0027924923110866124,0.0017065230789973741,0.09029329267021012,0.03065523003609353,0.06131046007218706,0.09077179023359995,0.03065523003609353,0.06131046007218706,0.0564459160273308,0.019163835439569996,0.03832767087913999,0.07541378337405036,0.025603529988679027,0.051207059977358055,0.09077179023359995,0.025603529988679027,0.051207059977358055
-> Phase Rotation [PetaFLOP/s],0.0053310888379505105,0.0,0.13917618175999996,0.17814551265279996,0.023733117749562136,0.0,0.20966511393862705,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.012908896732957267,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.008112871066376353,0.0,0.0,0.0,0.002522251119691134,0.0,0.4440229302635423,0.02768859487131028,0.05537718974262056,0.44637597204479984,0.02768859487131028,0.05537718974262056,0.09063716982166378,0.0,0.03461854143922322,0.06811567530559388,0.0,0.04625153804406534,0.2277428428799999,0.0,0.04625153804406534
-> Source Find [PetaFLOP/s],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Gridding Kernel Update [PetaFLOP/s],0.05230058924765509,0.49909992489759075,0.10081856025830271,1.5156925026337644,0.01282180597969803,0.0728200977311639,0.7524990627560879,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.3501091112163968,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.3501091112163968,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.02085880708641794,0.0008810965204266127,0.001870737197601447,0.0062613902509591115,0.016270857073377738,0.000609321921816999,0.00019441572644519453,0.006354729048419375,0.006556832031298681,0.00032024636160860205,0.00039912869233364533,0.002850833109879225,0.028171002194688335,0.0007682488170362546,0.0077910822198896616,0.0029857182555826562,0.0015676365780151926,0.005714614643560797,0.012234770173158827,0.0034419678328329595,0.2719666190407836,0.013574683305136429,0.05347025901010585,0.16950681080172014,0.013574683305136429,0.05347025901010585,0.04849042520503711,0.0031874339344170424,0.03609733432823461,0.023621658569878665,0.0019140120417144217,0.02721448477866622,0.060663209526066436,0.0019140120417144217,0.02721448477866622
-> Subtract Image Component [PetaFLOP/s],7.180424961111111e-05,1.3445038007182222,4.1030999777777776e-05,1.3445038007182222,2.0515499888888888e-05,1.3445038007182222,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,2.7975681666666665e-05,1.7096249907407408e-06,0.0008548124953703703,0.00547079997037037,2.7975681666666665e-05,1.7096249907407408e-06,6.838499962962963e-05,0.11204198339318519,3.814865681818181e-05,2.331306805555555e-06,0.0006993920416666665,0.15278452280888885,2.7975681666666665e-05,1.7096249907407408e-06,0.0017096249907407406,0.0027293347967479674,0.00016679268202348687,0.08339634101174344,0.00030518925454545447,0.003263829527777777,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812
-> Solve [PetaFLOP/s],,,,,,,0.016057811710981112,,,,0.010733112377489855,,,,0.010733112377489855,,,,0.0009839042438763632,,,,0.0003032409418328789,,,,7.841302883673999e-05,,,,0.008534647137043778,,,0.0013172960043410869,,,0.000535286779575859,,0.01726110508912687,,,0.01735257415739733,,,0.010790877773881118,,,0.014416754447089163,,,0.01735257415739733,,
-> Degridding Kernel Update [PetaFLOP/s],0.05230058924765509,0.49909992489759075,0.10081856025830271,1.5156925026337644,0.01282180597969803,0.0728200977311639,0.7524990627560879,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.3501091112163968,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.3501091112163968,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.02085880708641794,0.0008810965204266127,0.001870737197601447,0.0062613902509591115,0.016270857073377738,0.000609321921816999,0.00019441572644519453,0.006354729048419375,0.006556832031298681,0.00032024636160860205,0.00039912869233364533,0.002850833109879225,0.028171002194688335,0.0007682488170362546,0.0077910822198896616,0.0029857182555826562,0.0015676365780151926,0.005714614643560797,0.012234770173158827,0.0034419678328329595,0.2719666190407836,0.013574683305136429,0.05347025901010585,0.16950681080172014,0.013574683305136429,0.05347025901010585,0.04849042520503711,0.0031874339344170424,0.03609733432823461,0.023621658569878665,0.0019140120417144217,0.02721448477866622,0.060663209526066436,0.0019140120417144217,0.02721448477866622
-> Subtract Visibility [PetaFLOP/s],9.519801496340196e-05,0.0008382642767644445,0.00039764623359999984,0.0007952924671999997,0.00018835807737747727,0.0007952924671999997,0.0005990431826817915,0.0001355914876586625,0.000271182975317325,0.0005270682290453677,0.00039936695767586955,0.0001355914876586625,0.000271182975317325,0.0005270682290453677,0.00039936695767586955,0.0001355914876586625,0.000271182975317325,0.0005270682290453677,3.688256209416362e-05,8.348055348777697e-06,8.348055348777697e-06,2.7724228268068097e-05,1.1357688267532963e-05,3.856082205489891e-06,1.5514259202749292e-07,1.3121342102087618e-05,2.926641530177749e-06,9.936465838831352e-07,9.936465838831352e-07,3.4736092632227573e-06,0.0003200354205879416,7.24363488069317e-05,0.0001448726976138634,4.937090606039076e-05,3.0171109259127685e-05,6.034221851825537e-05,2.0017866029294713e-05,1.2233140351235658e-05,0.0006472637467398576,0.00021975075294690705,0.0004395015058938141,0.0006506938367999997,0.00021975075294690705,0.0004395015058938141,0.0004046302224181419,0.00013737516444136197,0.00027475032888272394,0.0005406005976634434,0.00018353784938121166,0.0003670756987624233,0.0006506938367999997,0.00018353784938121166,0.0003670756987624233
-> Phase Rotation Predict [PetaFLOP/s],0.026655444189752554,0.0,0.6958809087999998,0.17814551265279996,0.11866558874781068,0.0,0.20966511393862705,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.08945819851939481,0.007593123308885102,0.015186246617770204,0.0,0.012908896732957267,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.008112871066376353,0.0,0.0,0.0,0.002522251119691134,0.0,0.4440229302635423,0.02768859487131028,0.05537718974262056,0.44637597204479984,0.02768859487131028,0.05537718974262056,0.09063716982166378,0.0,0.03461854143922322,0.06811567530559388,0.0,0.04625153804406534,0.2277428428799999,0.0,0.04625153804406534
