,01c [otf],01s [otf],02A [otf],02B [otf],13c [otf],13s [Bmax=40000] [otf],14c [otf],14s [otf],15c [otf],15s [Bmax=13000] [otf],22 [otf],27 [otf],33 [otf],37a [otf],37b [otf],37c [otf],38a [otf],38b [otf],max_Band5_MID_continuum [otf],max_Band5_MID_spectral [otf],max_LOW_continuum [otf],max_LOW_spectral [otf],max_MID_continuum [otf],max_MID_spectral [otf]
W kernel support bw6 [uv-pixels],20.11178465076857,18.20432670853363,20.11178465076857,20.11178465076857,22.954004063404113,40.43116887255857,18.644702070347435,19.43190417530178,18.836548915746928,18.76391989145472,9.729959890161489,16.87738715550487,16.87738715550487,16.793035713361384,16.793035713361384,16.87738723222629,8.321716533817604,8.321716533817604,7.833677223632863,12.191477925070103,18.803327559523158,12.22257534584246,4.5484889100771575,29.854638661189142
W kernel support bw7 [uv-pixels],45.09913102949984,27.23641591411918,45.09913102949984,45.09913102949984,29.03956668240905,65.30416227601883,23.58028763811765,24.577351229177072,23.823270323871796,23.731281708096777,12.296228948333507,21.342179060306457,21.342179060306457,21.23536992132377,21.23536992132377,21.342179157454684,10.515069963516785,10.515069963516785,9.897891497511667,15.410532394846346,42.14781065759961,18.270327107264144,6.719946521323627,37.787221660774556
W kernel support bw8 [uv-pixels],,,,,35.087790832677754,75.0832183756501,27.07552901472273,28.221501545700576,27.35479381799785,27.249068970671434,14.111723411086494,27.691739616342822,27.691739616342822,27.995470720779,27.995470720779,27.691739616342822,12.066449915643618,12.066449915643618,11.357829064818208,17.688545068205503,,,8.845739262964855,43.41066328322828
W kernel support bw9 [uv-pixels],,,,,47.62113658003813,87.57285721013108,35.211213934633214,32.86536581379037,32.57278318492003,31.73163807561669,16.423018726246166,37.56017302213766,37.56017302213766,37.97314637800734,37.97314637800734,37.56017302213766,14.041168994447201,14.041168994447201,13.216039595868939,20.58946446456891,,,11.974354786031817,50.58280241060205
W kernel support bw10 [uv-pixels],,,,,61.450783393054884,99.56573354746334,45.40266940537495,37.314278405544904,41.99328498875871,36.02576263415401,18.63505178007761,48.438779503689936,48.438779503689936,48.97263614827645,48.97263614827645,48.438779503689936,15.930749007214935,15.930749007214935,14.994021460381076,23.366589059539194,,,15.412318066456516,57.45979167099156
W kernel support bw11 [uv-pixels],,,,,76.49524519299813,111.15839498742564,56.47630874376378,41.60577176817927,52.22643874989679,40.16771314873601,20.766853565182902,60.26183770051394,60.26183770051394,60.927559713573345,60.927559713573345,60.26183770051394,17.75150140991935,17.75150140991935,16.707141340272372,26.043681115510445,,,19.13712974647218,64.09865628457955
AW kernel support bw0 [uv-pixels],10.371245372312332,10.53362371823164,10.371245311015613,10.371245311015613,10.683373183433408,13.046231594906818,10.457096401977214,10.495329801181466,10.466283566311436,10.46279557267738,10.127350726265098,10.376473362962349,10.376473362962349,10.372808059101049,10.372808059101049,10.376473366303744,10.093424045737418,10.093424045737418,10.082866708722321,10.198839333613188,10.296328309911463,10.24498597205864,10.028103715557888,11.12723904004676
AW kernel support bw1 [uv-pixels],10.640083079352909,10.915360820829259,10.64008297492538,10.64008297492538,11.225928922836397,15.147070386793928,10.826369886655064,10.89429311518265,10.842707024906597,10.836505655898163,10.233015997196452,10.682565970392082,10.682565970392082,10.676009475771934,10.676009475771934,10.68256597636841,10.1711548119985,10.1711548119985,10.151872540710139,10.362853937541084,10.51215258386646,10.424127600198839,10.051606788309623,11.994224177890834
AW kernel support bw2 [uv-pixels],11.11154821806595,11.57647290181679,11.111548040335574,11.111548040335574,11.837813797229895,17.316868653579274,11.248913069473772,11.349635240368544,11.273163132907648,11.263959922209239,10.356928574444712,11.034783395463455,11.034783395463455,11.024991037162906,11.024991037162906,11.03478340438812,10.262560744024645,10.262560744024645,10.23308872061427,10.554101569201414,10.892996160958722,10.741632872876389,10.079392484096005,12.948798066884848
AW kernel support bw3 [uv-pixels],11.880578998017821,12.635736342116708,11.88057870632606,11.88057870632606,13.189003799095893,21.657186768060846,12.20164320971826,12.37240144542558,12.242831876187873,11.828031300284827,10.647585033598489,11.835742553303774,11.835742553303774,11.818911631830952,11.818911631830952,11.835742568639297,10.478010007013186,10.478010007013186,10.424815187471989,10.998371448932849,11.519983400889656,11.267890459435772,10.145523749726133,14.99195819341808
AW kernel support bw4 [uv-pixels],13.155274566715098,14.35171376484923,13.155274098554107,13.155274098554107,16.12026040221802,30.005311005422215,14.33893891670438,14.652094841837803,14.414693226829714,14.385970739356678,11.351086539119924,13.659455226320315,13.659455226320315,13.627901850596935,13.627901850596935,13.659455255057692,11.00513154176202,11.00513154176202,10.895544458683327,12.05189101758317,12.572471441410947,12.159830095887289,10.311070212981175,19.23368431380911
AW kernel support bw5 [uv-pixels],15.130172755896167,16.943289357684833,15.130172755896167,15.130172755896167,19.126432083098734,37.87072285246625,16.598699049375057,17.047665222483793,16.707512503923,16.666271352196127,12.160976850827382,15.616277648617427,15.616277648617427,15.57035586776713,15.57035586776713,15.616277690427966,11.62076925307958,11.62076925307958,11.447988771346871,13.234142562195807,14.585441171828306,13.58009494503716,10.510940654502322,23.43420911524124
AW kernel support bw6 [uv-pixels],22.460718640303792,20.77011099900602,22.460718640303792,22.460718640303792,25.03769762863136,41.64948278672077,21.157148089759595,21.85403623768641,21.326405582172697,21.262283266218848,13.952495098159016,19.61749722051212,19.61749722051212,19.544975018408977,19.544975018408977,19.617497286517334,13.009648960260737,13.009648960260737,12.703011408483592,15.768073249369168,21.29706851448629,15.792129308133084,10.985843225037161,31.48490828301981
AW kernel support bw7 [uv-pixels],46.19449772013973,29.014175015789863,46.19449772013973,46.19449772013973,30.71313128129533,66.06537376396656,25.613081913279476,26.53386879899597,25.836954327557084,25.752159744554405,15.849203334863079,23.56880580432923,23.56880580432923,23.472131042908362,23.472131042908362,23.568805892299533,14.510916454092515,14.510916454092515,14.070119263762967,18.370751446051646,43.31787094524461,20.827982442052107,12.048140157279441,39.08803040369916
AW kernel support bw8 [uv-pixels],,,,,36.48497040587734,75.74621892639632,28.86319925834786,29.94082746842478,29.12532823549245,29.02605312074669,17.295685520701593,29.44201832380604,29.44201832380604,29.7278721215965,29.7278721215965,29.44201832380604,15.67160532832345,15.67160532832345,15.132755237088496,20.31956265843183,,,13.350921432933308,44.54756656305509
AW kernel support bw9 [uv-pixels],,,,,48.65976417097235,88.14196117596887,36.60368269382889,34.353053286051015,34.073247635231496,33.27005943730679,19.22798856049775,38.86858110933454,38.86858110933454,39.267796549406384,39.267796549406384,38.86858110933454,17.238167731247582,17.238167731247582,16.57298110176849,22.889430900259313,,,15.600806791373424,51.56180659858621
AW kernel support bw10 [uv-pixels],,,,,62.259126074979164,100.06665427026361,46.49088501129842,38.63101568592929,43.1675339131981,37.387906779765125,21.148644279153544,49.46024019156288,49.46024019156288,49.983188086710456,49.983188086710456,49.46024019156288,18.809273349358282,18.809273349358282,18.02278223677932,25.41648056433811,,,18.372249404512825,58.32347433815779
AW kernel support bw11 [uv-pixels],,,,,77.14611161385194,111.60729714575356,57.354803193114776,42.79065604107774,53.17519068604006,41.39378189534195,23.049125948672106,61.08591558651702,61.08591558651702,61.742752875548454,61.742752875548454,61.08591558651702,20.37439084503801,20.37439084503801,19.47122419787308,27.897550538468344,,,21.59235362190306,64.87401434695303
"W kernel support bw, ff0 [pixels]",10.371245372312332,10.53362371823164,10.371245311015613,10.371245311015613,10.683373183433408,13.046231594906818,10.457096401977214,10.495329801181466,10.466283566311436,10.46279557267738,10.127350726265098,10.376473362962349,10.376473362962349,10.372808059101049,10.372808059101049,10.376473366303744,10.093424045737418,10.093424045737418,10.082866708722321,10.198839333613188,10.296328309911463,10.24498597205864,10.028103715557888,11.12723904004676
"W kernel support bw, ff1 [pixels]",10.640083079352909,10.915360820829259,10.64008297492538,10.64008297492538,11.225928922836397,15.147070386793928,10.826369886655064,10.89429311518265,10.842707024906597,10.836505655898163,10.233015997196452,10.682565970392082,10.682565970392082,10.676009475771934,10.676009475771934,10.68256597636841,10.1711548119985,10.1711548119985,10.151872540710139,10.362853937541084,10.51215258386646,10.424127600198839,10.051606788309623,11.994224177890834
"W kernel support bw, ff2 [pixels]",11.11154821806595,11.57647290181679,11.111548040335574,11.111548040335574,11.837813797229895,17.316868653579274,11.248913069473772,11.349635240368544,11.273163132907648,11.263959922209239,10.356928574444712,11.034783395463455,11.034783395463455,11.024991037162906,11.024991037162906,11.03478340438812,10.262560744024645,10.262560744024645,10.23308872061427,10.554101569201414,10.892996160958722,10.741632872876389,10.079392484096005,12.948798066884848
"W kernel support bw, ff3 [pixels]",11.880578998017821,12.635736342116708,11.88057870632606,11.88057870632606,13.189003799095893,21.657186768060846,12.20164320971826,12.37240144542558,12.242831876187873,11.828031300284827,10.647585033598489,11.835742553303774,11.835742553303774,11.818911631830952,11.818911631830952,11.835742568639297,10.478010007013186,10.478010007013186,10.424815187471989,10.998371448932849,11.519983400889656,11.267890459435772,10.145523749726133,14.99195819341808
"W kernel support bw, ff4 [pixels]",13.155274566715098,14.35171376484923,13.155274098554107,13.155274098554107,16.12026040221802,30.005311005422215,14.33893891670438,14.652094841837803,14.414693226829714,14.385970739356678,11.351086539119924,13.659455226320315,13.659455226320315,13.627901850596935,13.627901850596935,13.659455255057692,11.00513154176202,11.00513154176202,10.895544458683327,12.05189101758317,12.572471441410947,12.159830095887289,10.311070212981175,19.23368431380911
"W kernel support bw, ff5 [pixels]",15.130172755896167,16.943289357684833,15.130172755896167,15.130172755896167,19.126432083098734,37.87072285246625,16.598699049375057,17.047665222483793,16.707512503923,16.666271352196127,12.160976850827382,15.616277648617427,15.616277648617427,15.57035586776713,15.57035586776713,15.616277690427966,11.62076925307958,11.62076925307958,11.447988771346871,13.234142562195807,14.585441171828306,13.58009494503716,10.510940654502322,23.43420911524124
"W kernel support bw, ff6 [pixels]",22.460718640303792,20.77011099900602,22.460718640303792,22.460718640303792,25.03769762863136,41.64948278672077,21.157148089759595,21.85403623768641,21.326405582172697,21.262283266218848,13.952495098159016,19.61749722051212,19.61749722051212,19.544975018408977,19.544975018408977,19.617497286517334,13.009648960260737,13.009648960260737,12.703011408483592,15.768073249369168,21.29706851448629,15.792129308133084,10.985843225037161,31.48490828301981
"W kernel support bw, ff7 [pixels]",46.19449772013973,29.014175015789863,46.19449772013973,46.19449772013973,30.71313128129533,66.06537376396656,25.613081913279476,26.53386879899597,25.836954327557084,25.752159744554405,15.849203334863079,23.56880580432923,23.56880580432923,23.472131042908362,23.472131042908362,23.568805892299533,14.510916454092515,14.510916454092515,14.070119263762967,18.370751446051646,43.31787094524461,20.827982442052107,12.048140157279441,39.08803040369916
"W kernel support bw, ff8 [pixels]",,,,,36.48497040587734,75.74621892639632,28.86319925834786,29.94082746842478,29.12532823549245,29.02605312074669,17.295685520701593,29.44201832380604,29.44201832380604,29.7278721215965,29.7278721215965,29.44201832380604,15.67160532832345,15.67160532832345,15.132755237088496,20.31956265843183,,,13.350921432933308,44.54756656305509
"W kernel support bw, ff9 [pixels]",,,,,48.65976417097235,88.14196117596887,36.60368269382889,34.353053286051015,34.073247635231496,33.27005943730679,19.22798856049775,38.86858110933454,38.86858110933454,39.267796549406384,39.267796549406384,38.86858110933454,17.238167731247582,17.238167731247582,16.57298110176849,22.889430900259313,,,15.600806791373424,51.56180659858621
"W kernel support bw, ff10 [pixels]",,,,,62.259126074979164,100.06665427026361,46.49088501129842,38.63101568592929,43.1675339131981,37.387906779765125,21.148644279153544,49.46024019156288,49.46024019156288,49.983188086710456,49.983188086710456,49.46024019156288,18.809273349358282,18.809273349358282,18.02278223677932,25.41648056433811,,,18.372249404512825,58.32347433815779
"W kernel support bw, ff11 [pixels]",,,,,77.14611161385194,111.60729714575356,57.354803193114776,42.79065604107774,53.17519068604006,41.39378189534195,23.049125948672106,61.08591558651702,61.08591558651702,61.742752875548454,61.742752875548454,61.08591558651702,20.37439084503801,20.37439084503801,19.47122419787308,27.897550538468344,,,21.59235362190306,64.87401434695303
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.03847488536628339,0.012442037916640444,0.03847488526457922,0.03847488526457922,0.15229773075113068,0.007023665052083676,0.07748106386991739,0.008345994106782422,0.050859725743510685,9.866077804185429e-06,0.004472491007883095,0.16384188884047501,0.16384188884047501,0.228193383089975,0.228193383089975,0.16384188893262872,0.0070813427420778,0.0070813427420778,0.006059670475225721,0.026883298259872623,0.022021544599384966,0.0048592715463007035,1.7370488811950413,0.3990743296748651
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,1.3203117786077285,0.018753907706308397,1.6286893212372748,0.06894999999999998,1.303849853521388,0.002164472474483216,1.303849853521388,2.9293766969777684,2.9293766969777684,3.9555006745213523,3.9555006745213523,2.9293766969777684,3.3036703190543775,3.3036703190543775,3.3904341647800442,0.9037414399999999,2.1089265529246033,0.9525730417777777,63.62339737599999,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],7.4954029436525795,1.8334971017667958,7.499380851497949,7.499380851497949,9.357236264046035,0.17381351700315828,8.388346955010679,0.39728675937430635,6.71814155902002,0.0034504263315491986,3.0069682981626764,12.485315928191445,12.485315928191445,16.080459669184396,16.080459669184396,12.485315928191444,6.058948278648915,6.058948278648915,5.883121126171895,2.593421593387949,4.754600474786068,2.1613324491426624,35.65684051669612,11.54389878891432
-> Gridding total [PetaFLOPS],1.882307237928355,0.29887348175907985,1.8835866611016607,1.8835866611016607,1.4256781400380198,0.020110362759911436,1.2917721270428995,0.056492507807541406,1.0218185922561804,0.0009308205561364857,0.6398120747354951,2.2238493315509342,2.2238493315509342,3.0103399395863497,3.0103399395863497,2.223849337916481,1.3669648930776768,1.3669648930776768,1.3691303205873866,0.5018347952105243,1.236485215151536,0.47565550713802324,7.112297775659222,1.2761395320837534
-> FFT total [PetaFLOPS],0.6941992896587699,0.4837915150303336,0.6941993672669328,0.6941993672669328,2.9683420152898496,0.05794890699916895,2.847699946083536,0.12593481767544928,2.3290902640075672,0.00032774029144302914,0.7259102207774617,3.3892774075442635,3.3892774075442635,3.9428375763627845,3.9428375763627845,3.3892773871715116,1.3028874554479657,1.3028874554479657,1.1768759656454477,0.5881614059188014,0.37040559807807694,0.37549581414693056,5.68984681247613,4.0913973342715755
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010957480457208069,0.0
-> Projection [PetaFLOPS],0.22496224181799024,0.32927811340771174,0.22496226696769375,0.22496226696769375,0.844401599315161,0.0388012756348936,0.8075166090269017,0.06909477119377283,0.6626688556248002,0.00021099379172458092,0.20653475853754366,0.9626983940371033,0.9626983940371033,1.1142180939757433,1.1142180939757433,0.9626983882503785,0.36937110092842745,0.36937110092842745,0.33350148865492946,0.34752302246641875,0.12002547527432761,0.2555514939253923,2.012953076938281,2.4084905412070308
-> Conv Kernel Calc Total [PetaFLOPS],4.693934174247464,0.7215539915696704,4.696632556161662,4.696632556161662,4.118814509403005,0.056952971609184305,3.4413582728573404,0.14576466269754282,2.7045638471314706,0.001980871692245103,1.4347112441121765,5.909490795059142,5.909490795059142,8.013064059259522,8.013064059259522,5.909490814853074,3.0197248291948444,3.0197248291948444,3.0036133512841308,1.1559023697922046,3.0276841862821273,1.054629633932316,20.83078537116527,3.76787138135196
-> Gridding Backward [PetaFLOPS],0.44167081899090266,0.06314784568960934,0.4429502650688325,0.4429502650688325,0.36794678422273513,0.008011914028414776,0.2982769952363305,0.028246253903770707,0.2319835547391998,0.0004654102780682428,0.1527604932849983,0.5198955818857071,0.5198955818857071,0.7065942322134277,0.7065942322134277,0.5198955835292868,0.20621114488462108,0.20621114488462108,0.20123018517288516,0.2509173976052622,0.28269705160253555,0.2378277535690116,1.939993641685414,0.6380697660418769
-> Gridding Predict [PetaFLOPS],1.4406364189374523,0.23572563606947045,1.4406363960328283,1.4406363960328283,1.0577313558152848,0.012098448731496656,0.993495131806569,0.02824625390377071,0.7898350375169803,0.00046541027806824283,0.48705158145049693,1.7039537496652268,1.7039537496652268,2.3037457073729213,2.3037457073729213,1.7039537543871943,1.1607537481930559,1.1607537481930559,1.167900135414501,0.2509173976052621,0.9537881635490004,0.23782775356901162,5.172304133973809,0.6380697660418768
-> FFT Backward [PetaFLOPS],0.34709964482938493,0.4801284258439024,0.3470996836334664,0.3470996836334664,1.4841710076449248,0.05751013945571409,1.4238499730417682,0.11448619788677208,1.1645451320037838,0.0002731169095358576,0.3629551103887309,1.6946387037721318,1.6946387037721318,1.9714187881813925,1.9714187881813925,1.6946386935857558,0.6514437277239828,0.6514437277239828,0.5884379828227239,0.5837080667862162,0.1852027990390384,0.372652699677952,3.21464605993211,4.060418797304832
-> iFFT Predict [PetaFLOPS],0.347099644829385,0.0036630891864311405,0.34709968363346644,0.34709968363346644,1.4841710076449248,0.00043876754345485003,1.423849973041768,0.011448619788677204,1.1645451320037834,5.4623381907171525e-05,0.36295511038873074,1.6946387037721318,1.6946387037721318,1.9714187881813918,1.9714187881813918,1.6946386935857558,0.6514437277239827,0.6514437277239827,0.5884379828227237,0.004453339132585268,0.18520279903903847,0.002843114468978515,2.47520075254402,0.030978536966742194
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010957480457208069,0.0
-> ReProjection [PetaFLOPS],0.22496224181799024,0.32927811340771174,0.22496226696769375,0.22496226696769375,0.844401599315161,0.0388012756348936,0.8075166090269017,0.06909477119377283,0.6626688556248002,0.00021099379172458092,0.20653475853754366,0.9626983940371033,0.9626983940371033,1.1142180939757433,1.1142180939757433,0.9626983882503785,0.36937110092842745,0.36937110092842745,0.33350148865492946,0.34752302246641875,0.12002547527432761,0.2555514939253923,2.012953076938281,2.4084905412070308
-> Conv Kernel Calc B-ward [PetaFLOPS],1.2165907813629087,0.1632222071393135,1.219289224459104,1.219289224459104,1.1696620149078616,0.023096418950408495,0.8787542546069974,0.07288233134877142,0.677077231728686,0.0009904358461225518,0.3523983691469698,1.5390059993048466,1.5390059993048466,2.0964874823840427,2.0964874823840427,1.539006004553792,0.48667502091455517,0.48667502091455517,0.46956169707819106,0.5779511848961023,0.7633538449365375,0.527314816966158,4.357834090747592,1.8839356906759803
-> Conv Kernel Calc Predict [PetaFLOPS],3.477343392884556,0.558331784430357,3.4773433317025564,3.4773433317025564,2.9491524944951433,0.03385655265877581,2.562604018250344,0.07288233134877141,2.0274866154027853,0.0009904358461225514,1.0823128749652067,4.370484795754295,4.370484795754295,5.916576576875479,5.916576576875479,4.370484810299281,2.5330498082802886,2.5330498082802886,2.534051654205939,0.5779511848961023,2.2643303413455897,0.527314816966158,16.472951280417682,1.88393569067598
