,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
"W kernel support pred, ff7 [pixels]",,,,,,,,,,4359.951786593118,107.53026216895934,107.53026216895351,92.4244186790633,96.88208462859542,92.10588619483467,124.81580611713977,4359.951786593118,141.0770264986698,2102.3686894430207,104.58438549713127,104.58438421365513,95.49524703794475,101.04794900788646,94.93289905433981,113.22833963627838,2102.3686894430207,98.75693110068504,663.161956050419,96.61850542232177,96.61850540354175,92.18919676023664,97.08421072676335,91.74960186625323,253.08046719812276,663.161956050419,82.16711128005313,361.5482158561513,96.00542225866562,96.00542292135417,91.73001690163643,96.45022521033853,91.304711279685,204.73732755059766,361.5482158561513,80.64066491643244,624.398615759728,89.7067461468839,89.70674869928139,88.8659824611157,92.54654369243457,88.55639929756954,248.46312343595025,624.398615759728,81.92499225870544
"W kernel support pred, ff8 [pixels]",,,,,,,,,,5045.183580149369,114.87988378587261,114.87988378586542,96.01792728331894,101.63950368289801,95.6140886833884,135.97489779674598,5045.183580149369,172.7388289752245,2425.280578900006,111.2397864445982,111.23978485516724,99.89628491136918,106.84791497034544,99.18800081208336,121.87923804686226,2425.280578900006,110.50156164310226,761.4349286245164,101.30856899695304,101.3085689733677,95.71973983727335,101.8931637357071,95.1620275545613,287.13090938367685,761.4349286245164,83.71447593183055,412.96246817547967,100.53813652515002,100.5381373584396,95.13716660054192,101.09719459806433,94.59699875420388,230.70963871372336,412.96246817547967,81.10489026425978,716.6804826949049,92.56239278534267,92.56239604175978,91.4885451588065,96.17267874383573,91.09253336950373,281.75557508178366,716.6804826949049,83.30268390473458
"W kernel support pred, ff9 [pixels]",,,,,,,,,,5929.329636167663,124.90945640224804,124.90945640223907,101.07009899794643,108.25712192558638,100.55047196822903,150.9068704104399,5929.329636167663,222.37837353332785,2840.1439505840312,120.36368727910263,120.36368528939396,106.03724650943946,114.84829998967808,105.13312456330134,133.59440205672718,2840.1439505840312,130.57429111375507,887.2414781186047,107.8362672674081,107.83626723740493,100.68646173427801,108.57952891380818,99.96822264878607,331.0293431892918,887.2414781186047,86.6736408019505,478.91839383041406,106.85547130187345,106.85547236347529,99.9361842681474,107.56732164015092,99.23960505337028,264.38509097689575,478.91839383041406,82.00849295099556,834.8182840410261,96.60762955574687,96.6076337790235,95.21299574260217,101.26909425454518,94.69768044950744,324.69361733551233,834.8182840410261,85.94445310138406
"W kernel support pred, ff10 [pixels]",,,,,,,,,,6787.065727122124,135.068906348309,135.06890634829836,111.98724492466839,115.08462725862995,111.98724492466839,165.77006260155122,6787.065727122124,279.08677036275094,3240.884782410499,129.64527649362904,129.64527411505102,112.39274593223662,123.03487926775534,111.29410359647358,145.37869735837702,3240.884782410499,155.06753526838204,1008.2749855079599,114.5748810045583,114.57488096820826,105.86987925859829,115.47494918418842,104.99025878026687,373.45059648941333,1008.2749855079599,90.77111069308546,542.435142222936,113.38585609551748,113.38585738332509,104.95099775688301,114.24898644987772,104.09686988995186,297.064658139287,542.435142222936,83.29322185420341,948.4678958838066,100.86037859098525,100.86038379645241,99.13916276485118,106.58268072878872,98.5020166852585,366.19856328086763,948.4678958838066,89.61658293963318
"W kernel support pred, ff11 [pixels]",,,,,,,,,,7623.740769659585,145.26879459008563,145.26879459007333,125.93436521389373,125.93436521389373,125.93436521389373,180.49275985597495,7623.740769659585,341.8702872274318,3630.30518769191,138.99579804114236,138.99579528574745,119.94139052204542,131.3219772346634,119.94139052204542,157.14515571467152,3630.30518769191,183.33224130484004,1125.436664206465,121.44689570801962,121.4468956654399,111.20652608446434,122.50079504757915,110.1664239031079,414.60955988753466,1125.436664206465,96.07709041688126,603.9328901758527,120.05334407610854,120.05334558625863,110.11997474395366,121.06509341987656,109.10892521211866,328.8589391349895,603.9328901758527,85.01238848980566,1058.472510569026,105.2679631143569,105.26796930515623,103.21850331371503,112.04859522697238,102.45857988373125,406.4757668687927,1058.472510569026,94.39341470865617
W kernel support bw0 [uv-pixels],51.84058969878098,0.8159443979311055,0.8159443979302899,0.5547137081076688,0.4784342222009252,0.43201212425674856,2.221279623740516,51.84058969878098,0.16675796919282154,66.08516352964814,1.1710846238589017,1.17108462385876,0.755546710119711,0.8915502163617027,0.7451409890727544,1.5595024342996828,66.08516352964814,0.24736096700338506,32.70585475230759,1.0982121623227532,1.0982121299642857,0.8509244802752793,1.00671080554216,0.8340566702553937,1.3053817104156995,32.70585475230759,0.12374838575339467,10.52146767644403,0.8839295447030073,0.8839295441584152,0.7478731673858428,0.8973638152017456,0.7333692069482891,3.884490770403476,10.52146767644403,0.040206558978108056,5.682673970560674,0.866024515776476,0.8660245352698532,0.7327179183718449,0.8790402820615026,0.7184627953339656,3.054994149789454,5.682673970560674,0.02178140887010416,9.906668245235307,0.6627925384007302,0.6627926302670865,0.631950610196037,0.759507551590369,0.6202813578281353,3.8063493431687125,9.906668245235307,0.037870482843733844
W kernel support bw1 [uv-pixels],88.10132098157902,1.3732208960196175,1.3732208960182437,0.9334247339325693,0.8050268813083262,0.7268920923625614,3.740864427955654,88.10132098157902,0.4719433070599293,90.16665144334496,1.5880665101253058,1.5880665101251137,1.0244441279429184,1.2089021907479476,1.0103316556856403,2.1150017274644064,90.16665144334496,0.4546068283389465,44.51948100598907,1.4892164468722673,1.4892164029793846,1.1538011952173848,1.3651014379377762,1.1309235908939246,1.770246461185501,44.51948100598907,0.2273957447535556,14.290327198949884,1.1985661293778158,1.1985661286391764,1.0140370896027036,1.2167873116525787,0.9943665954411968,5.270725390920167,14.290327198949884,0.07387268535099338,7.712971060798133,1.174281355896435,1.1742813823353815,0.993483311450295,1.1919347507252243,0.9741504506488673,4.144558403927471,7.712971060798133,0.04001807118720107,13.454236466708023,0.8986516412495766,0.8986517658348481,0.8568254820330091,1.0298159305324879,0.841000461121561,5.164624261457387,13.454236466708023,0.06958023069500174
W kernel support bw2 [uv-pixels],150.32028673808182,2.3117816148489903,2.3117816148466765,1.571042059595058,1.3548383694085233,1.2232834598160522,6.303545491562414,150.32028673808182,1.3364428326178834,112.4976096054238,1.971293423949082,1.9712934239488433,1.2715278409387134,1.5005284970724988,1.254008078789436,2.625612020782042,112.4976096054238,0.7001834252893276,55.437892928021455,1.848557550466306,1.8485574959680642,1.4321204016465965,1.6944567866813458,1.4037181187237375,2.1975037173843948,55.437892928021455,0.35018399199615297,17.76232861213499,1.487696147457198,1.4876961465401697,1.2586081380757443,1.5103180012283433,1.2341885420362937,6.5458805751321965,17.76232861213499,0.11374755527108033,9.581438733678628,1.4575464605450401,1.45754649336902,1.2330920080958863,1.479463229661439,1.209091724372707,5.146577148114273,9.581438733678628,0.061616574227208426,16.721991187088065,1.1153671685288493,1.1153673231875592,1.0634450370402226,1.2781966233424873,1.043800380524553,6.414033215240733,16.721991187088065,0.10713764403280973
W kernel support bw3 [uv-pixels],257.83948650180565,3.89342184160022,3.8934218415963193,2.6450544320677993,2.280814877797434,2.0592142646158496,10.630174742896056,257.83948650180565,3.788984637929831,153.87506062187435,2.6737382026824768,2.6737382026821535,1.7243211538850622,2.034990865466771,1.7005545567445142,3.5617257735840084,153.87506062187435,1.2873121222810928,75.58836487425492,2.5071951573052647,2.507195083357145,1.9421830192428966,2.2981037260618074,1.9036510241998381,2.980708340467118,75.58836487425492,0.6436425174912901,24.144977429954615,2.0175812779667757,2.017581276722651,1.7067947921894633,2.0482723021828777,1.6736684033437803,8.885773820591035,24.144977429954615,0.20901578489978515,13.011987690963144,1.9766777125307098,1.9766777570621588,1.6721809093763287,2.006411767232082,1.639623708872467,6.98473121499841,13.011987690963144,0.11321422670188461,22.728303927718347,1.5124865753195473,1.5124867851091792,1.4420567074814759,1.7333678017366507,1.415410127854679,8.706621725243611,22.728303927718347,0.19686802934455488
W kernel support bw4 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,5.842695255920037,5.842695255920037,17.946303602262724,445.32610945220534,10.767336770701792,228.92053145856664,3.926259549401936,3.9262595494014603,2.53139082654001,2.98775182104744,2.4964816443617126,5.2314133832076735,228.92053145856664,2.7741230716750493,111.91045312272352,3.6815321742050258,3.681532065545729,2.8514134840582828,3.3743081663698695,2.794810325478477,4.377385251560128,111.91045312272352,1.3862460638117227,35.57903467429398,2.9621759852613487,2.962175983433655,2.5056474716358923,3.007263276640169,2.4569908731319496,13.065388739958523,35.57903467429398,0.4499376360249123,19.145320867297563,2.902086801894939,2.9020868673129883,2.4548060366610542,2.9457673499944264,2.4069863310215545,10.266577748076037,19.145320867297563,0.24367288335199153,33.48571560994978,2.22025643664346,2.22025674475689,2.116819620691777,2.5446789621085433,2.0776861686656973,12.801564834209897,33.48571560994978,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,297.9469804207112,5.057771459014322,5.05777145901371,3.2601902178836695,3.8482341384987353,3.2152110890223358,6.740294910665265,297.9469804207112,4.602401107953138,145.10671498850104,4.742342036231212,4.742341896184356,3.672547632671717,4.346387987647537,3.5996103377001125,5.639277045899879,145.10671498850104,2.2985504263744887,45.96074309999651,3.815276448600683,3.815276446245478,3.2270208588784017,3.8733772622959273,3.1643293031027424,16.848470282644328,45.96074309999651,0.7456659361908637,24.70220618658938,3.737844854283218,3.7378449385809605,3.1615142728758605,3.794131972471311,3.0999019071301253,13.235550862953255,24.70220618658938,0.4037683263417485,43.25065012266939,2.859321674967656,2.859322071925799,2.7260608554297785,3.2773115836509015,2.6756451184328425,16.50783661615993,43.25065012266939,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,425.684666306095,7.1089885338045855,7.108988533803723,4.580725225002799,5.407630446757723,4.5174828244576535,9.476703551351825,425.684666306095,9.09397381662716,206.10175968718326,6.66523600440558,6.6652358073945335,5.160562968720332,6.108262396934225,5.0579958334964115,7.927174739842298,206.10175968718326,4.536666640298325,64.89299885963469,5.361281000900151,5.3612809975879685,4.534087719504938,5.442990369472275,4.445942302534888,23.722116919062724,64.89299885963469,1.4702310034630404,34.81039978507779,5.252388543577168,5.252388662123953,4.4419843682750875,5.331545126905225,4.355358363587482,18.6267626814446,34.81039978507779,0.7958660060011038,61.05304255870578,4.017125293953873,4.017125852014376,3.829786356983611,4.604798799590618,3.7589140757215684,23.241557801375926,61.05304255870578,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,544.9022214669649,8.981541211462826,8.981541211461735,5.785587113901536,6.830696251552534,5.705663677073199,11.975877744887473,544.9022214669649,14.525154584862845,262.60575567135703,8.420486262878246,8.420486013799021,6.518414069529892,7.7163462843300445,6.38877839807506,10.016125199512977,262.60575567135703,7.2380628455856675,82.28986305590534,6.772111457619798,6.772111453433284,5.726648233393197,6.875390866660088,5.615254672842067,30.01294587268241,82.28986305590534,2.343322214655387,44.07328988258617,6.634475656401619,6.634475806238476,5.61025289199174,6.734526179422608,5.5007816232482964,23.55756688829008,44.07328988258617,1.2680992060236433,77.40655973521646,5.0733684327166175,5.073369137891789,4.836648566510382,5.816010699751188,4.747097561521434,29.403954800850205,77.40655973521646,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,630.5686589971884,10.305783948419146,10.305783948417892,6.637302680429476,7.836800914700701,6.545578129015398,13.743846822553174,630.5686589971884,19.137129746472176,302.9950981036437,9.661691499356987,9.661691213421095,7.478372712250643,8.853386475586412,7.329584215162131,11.493577463960385,302.9950981036437,9.52840746593798,94.65258436525767,7.769558135974491,7.769558131169286,6.56966108633478,7.8881010231309165,6.441820744526404,34.47013179993144,94.65258436525767,3.0824946282927543,50.64243528800478,7.6115833766184355,7.611583548596002,6.436080509493031,7.726418514178004,6.3104479007323295,27.049415831093043,50.64243528800478,1.667723114653727,89.02518203047612,5.819950276511251,5.819951085747505,5.548301957686832,6.672218681739506,5.445539510223811,33.7699487547885,89.02518203047612,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,741.0987401986339,11.991124516377402,11.991124516375946,7.720877653575374,9.11695231389998,7.61412894418332,15.994571118563023,741.0987401986339,25.936262324485085,354.87712794446253,11.24125855902989,11.241258226148075,8.699764407104324,10.300282164307966,8.526588818625898,13.374102926046143,354.87712794446253,12.899639953708286,110.45342913517943,9.038684689094593,9.038684683501566,7.6421564943331655,9.176663761908946,7.493377846844654,40.15213764007737,110.45342913517943,4.168932735622993,59.02367479837852,8.85481132205246,8.85481152222253,7.486697500898167,8.988472378583444,7.340490458695648,31.498878038268444,59.02367479837852,2.2548313271641356,103.87203420624726,6.7696866715486905,6.769687613248305,6.453577687851692,7.7615130724620505,6.333998888090248,39.33548516019364,103.87203420624726,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,848.3242782122347,13.603543576794769,13.603543576793117,9.795680669478822,10.341415092404088,9.795680669478822,18.148568148979674,848.3242782122347,33.42188312681315,404.9871559086001,12.752388083407604,12.75238770557224,9.867979575839831,11.684378939175007,9.671460508357981,15.173458347153106,404.9871559086001,16.604752940710846,125.63702967285093,10.252593694104235,10.252593687757054,8.667856689940516,10.409178558706985,8.499038951871453,45.59765413687327,125.63702967285093,5.361020390945257,67.06292328832127,10.043928796256562,10.043929023413641,8.491458879888203,10.19561096197184,8.3255614683838,35.76123318173332,67.06292328832127,2.8987087827318407,118.13600144022669,7.677906584720941,7.6779076531790205,7.319252858168457,8.803291138239603,7.183582944663373,44.6691636767209,118.13600144022669,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,952.9151270818414,15.157002652268776,15.157002652266936,12.15747220194383,12.15747220194383,12.15747220194383,20.224380537649758,952.9151270818414,41.54727978628811,453.6779515075712,14.20817979253832,14.208179371358934,11.170508857283684,13.017693310945498,11.170508857283684,16.907191500858236,453.6779515075712,20.619586676665016,140.32371531681747,11.421846171040631,11.421846163966503,9.655707058987389,11.596365801465153,9.467577035928384,50.852281037539136,140.32371531681747,6.6506664409638026,74.82635479855996,11.189284371565407,11.189284624735317,9.459129880049248,11.358337277059029,9.274256675860626,39.87249244642828,74.82635479855996,3.5949317551364106,131.93061952868786,8.552543534533314,8.552544725138203,8.152893874956497,9.806636538221433,8.001719143205003,49.81568356382184,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.796275818634754,10.03323304127414,10.033233041274075,10.015373547599838,10.011438423372189,10.00932737378016,10.243733848887564,52.796275818634754,10.001390314365764,66.83748079289296,10.068338452606703,10.068338452606687,10.02850192357626,10.039664426079918,10.027723325540864,10.12087189142253,66.83748079289296,10.003058904554988,34.20048150361397,10.060122760358027,10.060122756825619,10.03613832463123,10.05054558946903,10.034722244745867,10.084841169294032,34.20048150361397,10.000765653837538,14.515553109215524,10.038990558816103,10.038990558768154,10.027926718644075,10.040182359739958,10.026855458901357,10.727966654746359,14.515553109215524,10.000080828042584,11.50185999982993,10.037429873325436,10.037429875007316,10.026807844369172,10.038561242403553,10.025776218741324,10.456241641012692,11.50185999982993,10.000023721460483,14.076294815083747,10.021940627890373,10.021940633965878,10.019948182187727,10.028801110846839,10.01921897968445,10.699920341864274,14.076294815083747,10.000071708416435
AW kernel support bw1 [uv-pixels],88.66703309967698,10.093846423899311,10.093846423899125,10.043469606361992,10.032351084348525,10.02638380045065,10.676800394703648,88.66703309967698,10.011130330041592,90.71948540697122,10.125312599647557,10.125312599647527,10.052337328764725,10.072807181059071,10.050908916833366,10.221214815626244,90.71948540697122,10.010328035003269,45.62876493005944,10.110280195208977,10.110280188743676,10.066342791604361,10.092745014903517,10.063746229334303,10.155479926292987,45.62876493005944,10.002585107097666,17.441715840279215,10.071571911399516,10.071571911311615,10.051282068427387,10.073756566534588,10.049316639758612,11.304005756655052,17.441715840279215,10.000272854959556,12.628931965321115,10.068710776599254,10.068710779682744,10.049229278413854,10.070784897414223,10.047336418200565,10.824849392188597,12.628931965321115,10.0000800719805,16.763546131475167,10.040297544013352,10.040297555164294,10.036640369499203,10.05288619505754,10.035301778003822,11.254925311259699,16.763546131475167,10.000242067495345
AW kernel support bw2 [uv-pixels],150.6525426437242,10.263738803903468,10.263738803902948,10.122656427688174,10.091361999612419,10.074543286078011,11.820942676631033,150.6525426437242,10.088908734092886,112.94118897432566,10.192448075085048,10.192448075085002,10.080515019099087,10.111952619080384,10.078320111093374,10.338947648753967,112.94118897432566,10.024482870904109,56.332583575571704,10.169423042502755,10.16942303259628,10.102027957039734,10.142543261033225,10.098040629589153,10.238604523465014,56.332583575571704,10.00612956283549,20.383824904209447,10.11005637111678,10.11005637098184,10.078893512942306,10.11340993260109,10.075873230509288,11.95192672768257,20.383824904209447,10.000646904392243,13.84933096605165,10.105663841858554,10.105663846592778,10.075738975401752,10.10884817612374,10.072829929962412,11.246655340210797,13.84933096605165,10.000189828309235,19.483967492814465,10.062009934433183,10.062009951577,10.05638679381444,10.08135837116825,10.05432838305887,11.880228200089903,19.483967492814465,10.000573907269967
AW kernel support bw3 [uv-pixels],258.03333272954256,10.731203736610802,10.731203736609388,10.343902210897081,10.256808300186863,10.209817010485418,14.594540591073955,258.03333272954256,10.693755401469975,154.19965720255513,10.351274123337847,10.351274123337763,10.147575249375365,10.204958981913313,10.143563762330501,10.615361062451555,154.19965720255513,10.082518162650233,76.24697308328703,10.309511509126656,10.309511491143033,10.186857949350008,10.260666680861393,10.179581878541825,10.434779451954423,76.24697308328703,10.020692375795324,26.133884806760314,10.201501566593128,10.201501566347075,10.144611794575733,10.207615756085724,10.139090981165486,13.377480195862786,26.133884806760314,10.002184141393183,16.41072282593842,10.193490804391576,10.193490813026923,10.13884554541012,10.19929841605232,10.133526824689255,12.197805956227258,16.41072282593842,10.000640852521787,24.830944392647194,10.113734010765848,10.113734042139427,10.103441371512595,10.149116411594527,10.099672560535495,13.25915766051841,24.830944392647194,10.001937663321943
AW kernel support bw4 [uv-pixels],445.4383725722758,11.960186819487234,11.960186819487234,11.581756682539593,11.581756682539593,11.581756682539593,20.544337735361246,445.4383725722758,14.694745357906237,229.13884376786183,10.74316126888496,10.743161268884785,10.315422410967518,10.436793614140901,10.30691130264712,11.285729306784049,229.13884376786183,10.377656711261931,112.35635059102489,10.656156865854912,10.65615682831486,10.398584464102283,10.55395450064242,10.383205899692113,10.916112020338382,112.35635059102489,10.09562668433384,36.957647494863814,10.429500782283831,10.429500781764732,10.309135232991919,10.442395913535771,10.297417353426717,16.453096454048854,36.957647494863814,10.01011707605419,21.599613679688336,10.412593711738339,10.412593729970958,10.296896264293798,10.424852290574346,10.285600769897917,14.331874219978697,21.599613679688336,10.00296838313913,34.9470048775347,10.243512026861525,10.24351209364437,10.22159113379838,10.318691342423119,10.213558626427163,16.244385559462675,34.9470048775347,10.008975453137037
AW kernel support bw5 [uv-pixels],,,,,,,,,,298.1147482796174,11.20629520098502,11.206295200984743,10.518024541556478,10.714891785954121,10.50416976000351,12.059501460787676,298.1147482796174,11.008273977263114,145.45088083182608,11.067511372869946,11.067511312860963,10.653056186571186,10.903719023304241,10.628132224585725,11.480481070077737,145.45088083182608,10.260766738533059,47.036049008222165,10.703099288488687,10.70309928764914,10.507790615711578,10.723947566827762,10.488707257735564,19.592624910030533,47.036049008222165,10.027762347024156,26.649558917264923,10.675742791707355,10.675742821222105,10.487858337029433,10.69558027525992,10.469450407439208,16.588544440240156,26.649558917264923,10.008148123472035,44.39165164795698,10.400755762969336,10.40075587209901,10.364912338631067,10.52334410804533,10.351766844350461,19.300483666111337,44.39165164795698,10.024631171861023
AW kernel support bw6 [uv-pixels],,,,,,,,,,425.80210794232977,12.269381319926651,12.269381319926152,10.999229226949357,11.368485697255423,10.973042015287735,13.777079160700366,425.80210794232977,13.516669699948297,206.3442156837779,12.017710721864812,12.017710612598984,11.253062256742723,11.71797207326424,11.206396470394354,12.760881605750983,206.3442156837779,10.980953701987623,65.65897730696503,11.346511973757085,11.346511972192065,10.979888498894944,11.385347783979546,10.943783758712945,25.743714400250834,65.65897730696503,10.107501135470821,36.21828175379036,11.295467472074836,11.295467527199051,10.942176434695257,11.33249193426701,10.907297853972423,21.141340733048533,36.21828175379036,10.031620143302284,61.86658230155549,10.776701518893617,10.776701726916368,10.708280139225804,11.009276633126774,10.683137883068706,25.301581156811093,61.86658230155549,10.095412244670142
AW kernel support bw7 [uv-pixels],,,,,,,,,,544.9939733241398,13.441282771119917,13.44128277111919,11.553052334882912,12.110260578574428,11.513235774354333,15.601975764642471,544.9939733241398,17.634628312333724,262.7960861803776,13.073048187141408,13.073048026706891,11.936905879743094,12.630993625985807,11.866612381792477,14.153542454534797,262.7960861803776,12.34461638758563,82.89524450630238,12.077313177790222,12.077313175442718,11.52364959502958,12.135526340845418,11.468700233281654,31.635058399765345,82.89524450630238,10.270888910006642,45.19352698201891,12.000677782333202,12.000677865169271,11.466252112704554,12.056278151292316,11.413088909960624,25.592165943824707,45.19352698201891,10.080083114554055,78.049826969966,11.213343268360488,11.213343587410174,11.108247807639463,11.568317961554321,11.069549912196193,31.05789042949378,78.049826969966,10.24062403233818
AW kernel support bw8 [uv-pixels],,,,,,,,,,630.6479475186711,14.359985473234076,14.359985473233177,12.002240910414868,12.704937960362251,11.95176108542355,16.996862224593247,630.6479475186711,21.59235362190306,303.1600723625007,13.904973305574774,13.904973106895905,12.487035613921147,13.35598937129318,12.39850010151042,15.234904755857782,303.1600723625007,13.812695205387783,95.17936607806455,12.66357112461913,12.663571121670962,11.964967479659169,12.736645466963388,11.895253444320163,35.891363672959606,95.17936607806455,10.464309491478819,51.62030852193496,12.567267065643753,12.56726716980495,11.89214582506774,12.637149324758042,11.824624844275485,28.83870483921542,51.62030852193496,10.138111283032472,89.58506033686311,11.570299098167833,11.570299505219973,11.436068144850813,12.021584842979467,11.386566671187966,35.21944688522296,89.58506033686311,10.412835488091822
AW kernel support bw9 [uv-pixels],,,,,,,,,,741.1662045209579,15.613682050281005,15.613682050279884,12.633762374743304,13.532140240698297,12.568808996028629,18.863358801304987,741.1662045209579,27.79729669166598,355.0179938230039,15.04546090988783,15.045460661174245,13.254655813679932,14.35603749870976,13.141640570412667,16.699300257090897,355.0179938230039,16.321786389219383,110.90518476482559,13.479533408426013,13.479533404675616,12.585807716784752,13.572441114226022,12.496027831098258,41.378667898661476,110.90518476482559,10.834205100243812,59.86479922880176,13.356933912734181,13.35693404543441,12.492023033518425,13.445915205018865,12.404950631671285,33.04813637211197,59.86479922880176,10.251061618874445,104.35228550512826,12.075953694468359,12.075954222377938,11.901624467825272,12.658636781818148,11.83721005618843,40.58670216693904,104.35228550512826,10.743056637673007
AW kernel support bw10 [uv-pixels],,,,,,,,,,848.3832158902655,16.883613293538627,16.883613293537294,13.998405615583549,14.385578407328744,13.998405615583549,20.721257825193902,848.3832158902655,34.88584629534387,405.1105978013124,16.20565956170363,16.205659264381378,14.049093241529578,15.379359908469418,13.911762949559197,18.172337169797128,405.1105978013124,19.383441908547756,126.03437318849498,14.321860125569788,14.321860121026033,13.233734907324786,14.434368648023552,13.123782347533359,46.681324561176666,126.03437318849498,11.346388836635683,67.804392777867,14.173232011939685,14.173232172915636,13.118874719610377,14.281123306234715,13.012108736243983,37.13308226741088,67.804392777867,10.411652731775426,118.55848698547582,12.607547323873156,12.607547974556551,12.392395345606397,13.32283509109859,12.312752085657312,45.774820410108454,118.55848698547582,11.202072867454147
AW kernel support bw11 [uv-pixels],,,,,,,,,,952.9675962074481,18.158599323760704,18.158599323759166,15.741795651736716,15.741795651736716,15.741795651736716,22.56159498199687,952.9675962074481,42.73378590342897,453.78814846148873,17.374474755142796,17.37447441071843,14.992673815255678,16.415247154332924,14.992673815255678,19.64314446433394,453.78814846148873,22.916530163105005,140.6795830258081,15.180861963502453,15.180861958179987,13.900815760558043,15.312599380947393,13.770802987888487,51.82619498594183,140.6795830258081,12.009636302110158,75.49161127198158,15.006668009513568,15.006668198282329,13.764996842994208,15.13313667748457,13.638615651514833,41.10736739187369,75.49161127198158,10.626548561225707,132.30906382112826,13.158495389294613,13.158496163144529,12.902312914214379,14.006074403371548,12.807322485466406,50.809470858599084,132.30906382112826,11.79917683858202
"W kernel support bw, ff0 [pixels]",422.37020654907803,80.26586433019312,80.2658643301926,80.1229883807987,80.09150738697751,80.07461899024128,81.94987079110051,422.37020654907803,80.01112251492611,534.6998463431437,80.54670762085362,80.5467076208535,80.22801538861007,80.31731540863935,80.22178660432691,80.96697513138024,534.6998463431437,80.02447123643991,273.6038520289118,80.48098208286422,80.48098205460495,80.28910659704984,80.40436471575224,80.27777795796693,80.67872935435226,273.6038520289118,80.0061252307003,116.1244248737242,80.31192447052882,80.31192447014523,80.2234137491526,80.32145887791967,80.21484367121086,85.82373323797087,116.1244248737242,80.00064662434067,92.01487999863944,80.29943898660349,80.29943900005853,80.21446275495337,80.30848993922842,80.2062097499306,83.64993312810154,92.01487999863944,80.00018977168386,112.61035852066998,80.17552502312299,80.17552507172702,80.15958545750182,80.23040888677471,80.1537518374756,85.5993627349142,112.61035852066998,80.00057366733148
