,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Channels out,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712
Averaged rate0 [M/s],4702.156614425932,2883.499700558089,2883.499700558089,1068.006804412988,1068.006804412988,1068.006804412988,4702.156614425932,4702.156614425932,1868.1965850597633,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,3484.141185264127,3484.141185264127,3484.141185264127,5557.019537169209,5557.019537169209,4060.7108579111855,5557.019537169209,5557.019537169209,5557.019537169209,2452.0327412276342,2452.0327412276342,2452.0327412276342,5557.019537169209,5557.019537169209,2857.804980276487,5557.019537169209,3022.5505696250966,3022.5505696250966,1119.4685092054617,1119.4685092054617,1119.4685092054617,5557.019537169209,5557.019537169209,1304.7226481518687,5557.019537169209,5557.019537169209,5557.019537169209,4215.3132755811985,4215.3132755811985,4215.3132755811985,5557.019537169209,5557.019537169209,4912.880341996635
Averaged rate1 [M/s],1269.6980491437923,778.6159085541844,778.6159085541844,288.3881306452446,288.3881306452446,288.3881306452446,1269.6980491437923,1269.6980491437923,504.45907143760036,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,457.4661348960061,286.82220582343024,286.82220582343024,286.82220582343024,457.4661348960061,457.4661348960061,334.2866960739841,457.4661348960061,457.4661348960061,457.4661348960061,201.8567567137399,201.8567567137399,201.8567567137399,457.4661348960061,457.4661348960061,235.26082459656348,457.4661348960061,248.82304576501105,248.82304576501105,92.15712282791328,92.15712282791328,92.15712282791328,457.4661348960061,457.4661348960061,107.40765314375082,457.4661348960061,457.4661348960061,457.4661348960061,347.0139089232495,347.0139089232495,347.0139089232495,457.4661348960061,457.4661348960061,404.4391721546209
Averaged rate2 [M/s],1300.321564473484,797.3951421110365,797.3951421110365,295.34368857940945,295.34368857940945,295.34368857940945,1300.321564473484,1300.321564473484,516.6259879086375,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,160.87878088126672,160.87878088126672,160.87878088126672,256.5930830398855,256.5930830398855,187.50164749209208,256.5930830398855,256.5930830398855,256.5930830398855,113.22159956033683,113.22159956033683,113.22159956033683,256.5930830398855,256.5930830398855,131.957965184594,256.5930830398855,139.5650247613031,139.5650247613031,51.690996265494555,51.690996265494555,51.690996265494555,256.5930830398855,256.5930830398855,60.245029653394546,256.5930830398855,256.5930830398855,256.5930830398855,194.6403503039193,194.6403503039193,194.6403503039193,256.5930830398855,256.5930830398855,226.85022162098235
Averaged rate3 [M/s],1629.002742178163,998.952035087097,998.952035087097,369.9974619552518,369.9974619552518,369.9974619552518,1629.002742178163,1629.002742178163,647.2131001875995,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,288.2900777122024,288.2900777122024,288.2900777122024,459.80731234268006,459.80731234268006,335.99747729661925,459.80731234268006,459.80731234268006,459.80731234268006,202.88980036490415,202.88980036490415,202.88980036490415,459.80731234268006,459.80731234268006,236.4648204655836,459.80731234268006,250.09644910248477,250.09644910248477,92.62875594139855,92.62875594139855,92.62875594139855,459.80731234268006,459.80731234268006,107.95733399651492,459.80731234268006,459.80731234268006,459.80731234268006,348.78982428677244,348.78982428677244,348.78982428677244,459.80731234268006,459.80731234268006,406.50897316538897
Averaged rate4 [M/s],624.5514475564054,382.99317944599767,382.99317944599767,141.85516357533254,141.85516357533254,141.85516357533254,624.5514475564054,624.5514475564054,248.13824319236474,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,404.5455472818651,404.5455472818651,404.5455472818651,645.2285916047664,645.2285916047664,471.49136875248604,645.2285916047664,645.2285916047664,645.2285916047664,284.70686878258243,284.70686878258243,284.70686878258243,645.2285916047664,645.2285916047664,331.8213063983939,645.2285916047664,350.95000729237165,350.95000729237165,129.9821036635188,129.9821036635188,129.9821036635188,645.2285916047664,645.2285916047664,151.49206351912773,645.2285916047664,645.2285916047664,645.2285916047664,489.44234040998896,489.44234040998896,489.44234040998896,645.2285916047664,645.2285916047664,570.4372357495832
Averaged rate5 [M/s],,,,,,,,,,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,339.47077585853754,212.84145276998748,212.84145276998748,212.84145276998748,339.47077585853754,339.47077585853754,248.06331096228487,339.47077585853754,339.47077585853754,339.47077585853754,149.7913497563677,149.7913497563677,149.7913497563677,339.47077585853754,339.47077585853754,174.57942471101148,339.47077585853754,184.6435090032063,184.6435090032063,68.38681074041486,68.38681074041486,68.38681074041486,339.47077585853754,339.47077585853754,79.70373447237243,339.47077585853754,339.47077585853754,339.47077585853754,257.50776267331486,257.50776267331486,257.50776267331486,339.47077585853754,339.47077585853754,300.1211873095799
Averaged rate6 [M/s],,,,,,,,,,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,518.3367566432021,324.98688003115774,324.98688003115774,324.98688003115774,518.3367566432021,518.3367566432021,378.7670138060607,518.3367566432021,518.3367566432021,518.3367566432021,228.7158952329901,228.7158952329901,228.7158952329901,518.3367566432021,518.3367566432021,266.5647213739856,518.3367566432021,281.9315369633602,281.9315369633602,104.41958541706867,104.41958541706867,104.41958541706867,518.3367566432021,518.3367566432021,121.69935722530766,518.3367566432021,518.3367566432021,518.3367566432021,393.1877145446969,393.1877145446969,393.1877145446969,518.3367566432021,518.3367566432021,458.2540056254513
Averaged rate7 [M/s],,,,,,,,,,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,495.39321513532127,310.6017339346324,310.6017339346324,310.6017339346324,495.39321513532127,495.39321513532127,362.00135597512786,495.39321513532127,495.39321513532127,495.39321513532127,218.59206633500906,218.59206633500906,218.59206633500906,495.39321513532127,495.39321513532127,254.7655605562421,495.39321513532127,269.4521828797522,269.4521828797522,99.79758039514556,99.79758039514556,99.79758039514556,495.39321513532127,495.39321513532127,116.31248427409366,495.39321513532127,495.39321513532127,495.39321513532127,375.7837420626629,375.7837420626629,375.7837420626629,495.39321513532127,495.39321513532127,437.9699534827678
Averaged rate8 [M/s],,,,,,,,,,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,98.347429580177,98.347429580177,98.347429580177,156.8589097132084,156.8589097132084,114.62235710565949,156.8589097132084,156.8589097132084,156.8589097132084,69.21393379984166,69.21393379984166,69.21393379984166,156.8589097132084,156.8589097132084,80.6677339139787,156.8589097132084,85.31803491659977,85.31803491659977,31.599422790888887,31.599422790888887,31.599422790888887,156.8589097132084,156.8589097132084,36.82862201551414,156.8589097132084,156.8589097132084,156.8589097132084,118.98634512343381,118.98634512343381,118.98634512343381,156.8589097132084,156.8589097132084,138.6766860981042
Averaged rate9 [M/s],,,,,,,,,,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,86.01730435458387,86.01730435458387,86.01730435458387,137.19301699216768,137.19301699216768,100.25179325057421,137.19301699216768,137.19301699216768,137.19301699216768,60.536366173000744,60.536366173000744,60.536366173000744,137.19301699216768,137.19301699216768,70.55416749876997,137.19301699216768,74.62144570207859,74.62144570207859,27.63770420066907,27.63770420066907,27.63770420066907,137.19301699216768,137.19301699216768,32.211302343045,137.19301699216768,137.19301699216768,137.19301699216768,104.06865442454752,104.06865442454752,104.06865442454752,137.19301699216768,137.19301699216768,121.29035569008971
Averaged rate10 [M/s],,,,,,,,,,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,9.832946631642791,6.165062782784965,6.165062782784965,6.165062782784965,9.832946631642791,9.832946631642791,7.1852821256613995,9.832946631642791,9.832946631642791,9.832946631642791,4.33878393305313,4.33878393305313,4.33878393305313,9.832946631642791,9.832946631642791,5.05678334703433,9.832946631642791,5.348294754728359,5.348294754728359,1.9808593497278615,1.9808593497278615,1.9808593497278615,9.832946631642791,9.832946631642791,2.308659899890925,9.832946631642791,9.832946631642791,9.832946631642791,7.458845555104835,7.458845555104835,7.458845555104835,9.832946631642791,9.832946631642791,8.693165443702657
Averaged rate11 [M/s],,,,,,,,,,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,2.642169756765482,2.642169756765482,2.642169756765482,4.214119973370234,4.214119973370234,3.079406616792653,4.214119973370234,4.214119973370234,4.214119973370234,1.859478823324227,1.859478823324227,1.859478823324227,4.214119973370234,4.214119973370234,2.167192857039143,4.214119973370234,2.2921263171349637,2.2921263171349637,0.8489397189711713,0.8489397189711713,0.8489397189711713,4.214119973370234,4.214119973370234,0.9894256686536957,4.214119973370234,4.214119973370234,4.214119973370234,3.1966480862308573,3.1966480862308573,3.1966480862308573,4.214119973370234,4.214119973370234,3.7256423227427637
Predict rate0 [M/s],(undefined),3.8989097686805114,3.8989097686805114,3.610566509934546,3.610566509934546,3.610566509934546,423.19409529833393,(undefined),10.514494658907426,(undefined),1.3804261272001717,1.3804261272001717,1.1930493754058973,1.1930493754058973,1.1930493754058973,77.79827352036892,(undefined),6.894754097365011,(undefined),0.8783648719142413,0.8783648719142413,0.6507360136811625,0.9759200943043247,2.70147546150297,77.79827352036892,(undefined),3.6589847084382385,(undefined),0.802756203018727,0.802756203018727,1.9012142263311913,1.9012142263311913,1.9012142263311913,241.60954509431343,(undefined),2.5750798170330342,(undefined),0.361027006431184,0.361027006431184,0.8679955239481956,0.8679955239481956,0.8679955239481956,241.60954509431343,(undefined),1.1756471780002387,(undefined),1.4012504768138843,1.4012504768138843,3.3462045722176956,3.3462045722176956,3.3462045722176956,241.60954509431343,(undefined),4.549800775197803
Predict rate1 [M/s],,2.1039081099164423,2.1039081099164423,1.9481886617438557,1.9481886617438557,1.9481886617438557,158.71225614297404,,7.884234488190667,,0.20289614626911084,0.20289614626911084,0.1524791524060275,0.1524791524060275,0.1524791524060275,8.969924213647179,,1.2770007793841718,,0.1461566914307622,0.1461566914307622,0.08033989992703366,0.17930759984026098,0.5122559181162916,8.797425671077042,,0.6965162597907599,,0.1486732862575111,0.1486732862575111,0.36050988903182196,0.36050988903182196,0.36050988903182196,30.497742326400406,,0.4901866790763638,,0.06787649304247287,0.06787649304247287,0.1589144412948062,0.1589144412948062,0.1589144412948062,30.497742326400406,,0.22379355493236341,,0.26152872127537524,0.26152872127537524,0.6197548102962133,0.6197548102962133,0.6197548102962133,30.497742326400406,,0.8426832444894243
Predict rate2 [M/s],,4.307566714396377,4.307566714396377,3.9886163606995226,3.9886163606995226,3.9886163606995226,325.080391118371,,32.29274365489805,,0.20230334988610937,0.20230334988610937,0.15130085607865887,0.15130085607865887,0.15130085607865887,6.752449553681197,,1.2733302243926343,,0.14482014907678564,0.14482014907678564,0.0794681846728361,0.17878656223836978,0.5107802253009371,6.579309821535525,,0.6945134728711676,,0.14824200122568137,0.14824200122568137,0.3594714121263833,0.3594714121263833,0.3594714121263833,23.326643912716865,,0.48877726115698367,,0.06767955698447203,0.06767955698447203,0.1641157898017099,0.1641157898017099,0.1641157898017099,23.326643912716865,,0.22315002669417372,,0.2628075340101105,0.2628075340101105,0.6179698828480857,0.6179698828480857,0.6179698828480857,23.326643912716865,,0.840260683431814
Predict rate3 [M/s],,19.982587474713476,19.982587474713476,18.50269434056612,18.50269434056612,18.50269434056612,814.5013710890815,,161.80932091224793,,0.815609590795531,0.815609590795531,0.6219399163912926,0.6219399163912926,0.6219399163912926,18.392292493707203,,5.133823233071992,,0.5988354400217881,0.5988354400217881,0.3203802990006304,0.7208103695125537,2.059354644442218,17.68489662856462,,2.8001420823265595,,0.5976674076396401,0.5976674076396401,1.449310740372245,1.449310740372245,1.449310740372245,65.68675890609714,,1.9706543650647235,,0.27286359380309727,0.27286359380309727,0.6616790430236666,0.6616790430236666,0.6616790430236666,65.68675890609714,,0.8996970342032573,,1.0763806748161564,1.0763806748161564,2.49152179809195,2.49152179809195,2.49152179809195,65.68675890609714,,3.3877683391659583
Predict rate4 [M/s],,30.641803205820572,30.641803205820572,28.372268931704035,28.372268931704035,28.372268931704035,624.5514475564054,,248.13824319236474,,3.1789975458895534,3.1789975458895534,2.4725903662639124,2.4725903662639124,2.4725903662639124,43.01523944031776,,20.582576085731382,,2.2757422683732482,2.2757422683732482,1.2844072080433269,2.889807232682519,8.428350123614008,43.01523944031776,,11.226348272266819,,2.365403666539753,2.365403666539753,5.9316156627068555,5.9316156627068555,5.9316156627068555,161.3071479011916,,7.900761653677601,,1.0799188303227933,1.0799188303227933,2.70806297870814,2.70806297870814,2.70806297870814,161.3071479011916,,3.6070710201770013,,4.066384862238983,4.066384862238983,10.197092675637535,10.197092675637535,10.197092675637535,161.3071479011916,,13.582270090794326
Predict rate5 [M/s],,,,,,,,,,,3.512259126395142,3.512259126395142,2.60170102609267,2.60170102609267,2.60170102609267,33.947077585853755,,21.22462043976623,,2.438129666244116,2.438129666244116,1.3244438651345602,2.9799184192067703,8.277372767488988,30.860979623503415,,11.576534036921307,,2.516600692859284,2.516600692859284,5.825362795526034,5.825362795526034,5.825362795526034,113.15692528617919,,8.147212186223568,,1.148947239067045,1.148947239067045,2.659553226843692,2.659553226843692,2.659553226843692,113.15692528617919,,3.719586979887753,,4.3263101145267315,4.3263101145267315,10.014434241460204,10.014434241460204,10.014434241460204,113.15692528617919,,14.005947573302892
Predict rate6 [M/s],,,,,,,,,,,12.640708211379955,12.640708211379955,9.710348953550884,9.710348953550884,9.710348953550884,86.38945944053368,,84.87674320832208,,9.192766915872898,9.192766915872898,5.296314934202968,11.916504306591124,39.721136228879466,74.04810809188601,,46.29426369027542,,9.057367551571685,9.057367551571685,27.95452733054797,27.95452733054797,27.95452733054797,259.16837832160104,,32.58049497077837,,4.135116013225911,4.135116013225911,12.762560631366808,12.762560631366808,12.762560631366808,259.16837832160104,,14.874532741629935,,18.684723818287278,18.684723818287278,48.05689042812123,48.05689042812123,48.05689042812123,259.16837832160104,,56.00943711645918
Predict rate7 [M/s],,,,,,,,,,,21.965535170067643,21.965535170067643,18.982655237143156,18.982655237143156,18.982655237143156,99.07864302706426,,165.92606400443833,,16.77283572061424,16.77283572061424,8.874603033736832,23.29554008260801,77.65101925391872,99.07864302706426,,90.50092476332246,,17.706234609823387,17.706234609823387,54.64842669824035,54.64842669824035,54.64842669824035,495.39321513532127,,63.69180025453467,,8.083731673789977,8.083731673789977,24.949583947947147,24.949583947947147,24.949583947947147,495.39321513532127,,29.07830991831865,,30.438953030668348,30.438953030668348,93.9466306707288,93.9466306707288,93.9466306707288,495.39321513532127,,109.49318352648537
Predict rate8 [M/s],,,,,,,,,,,10.015234866660608,10.015234866660608,8.655176951414868,8.655176951414868,8.655176951414868,39.2147274283021,,63.045499424390464,,7.966267176999513,7.966267176999513,3.933991156864256,8.851387366209233,29.504377254661193,39.2147274283021,,34.38685551206873,,8.97023164484932,8.97023164484932,20.764284025372213,20.764284025372213,20.764284025372213,156.8589097132084,,24.20042405979517,,4.095333923637795,4.095333923637795,9.479874674324945,9.479874674324945,9.479874674324945,156.8589097132084,,11.048634441927163,,15.420809703170182,15.420809703170182,35.69607962581659,35.69607962581659,35.69607962581659,156.8589097132084,,41.603181918313425
Predict rate9 [M/s],,,,,,,,,,,13.382648421068982,13.382648421068982,11.565290761680274,11.565290761680274,11.565290761680274,45.7310056640559,,134.789558920267,,11.354414817234918,11.354414817234918,6.30805028893448,12.615992430823278,63.07952956384487,45.7310056640559,,73.5181547537825,,9.589039874784175,9.589039874784175,44.39345634190463,44.39345634190463,44.39345634190463,137.19301699216768,,51.73984398113254,,4.377848941059809,4.377848941059809,20.267705533327163,20.267705533327163,20.267705533327163,137.19301699216768,,23.621677504570485,,24.72691435465124,24.72691435465124,76.31721859411266,76.31721859411266,76.31721859411266,137.19301699216768,,88.94646618826613
Predict rate10 [M/s],,,,,,,,,,,1.511407985471466,1.511407985471466,0.9796190849624582,0.9796190849624582,0.9796190849624582,4.916473315821396,,9.832946631642791,,0.9617580414021596,0.9617580414021596,0.5343130373429814,1.6029274852691076,5.343060612787654,3.2776488772142636,,6.227250709839248,,1.218337665790999,1.218337665790999,3.7602837501467,3.7602837501467,3.7602837501467,9.832946631642791,,4.382549908974306,,0.5562285920233918,0.5562285920233918,1.7167467689179623,1.7167467689179623,1.7167467689179623,9.832946631642791,,2.0008405790862587,,2.0944559299481957,2.0944559299481957,6.46434017339774,6.46434017339774,6.46434017339774,9.832946631642791,,7.534084076798374
Predict rate11 [M/s],,,,,,,,,,,0.7473977398473687,0.7473977398473687,0.6459008802550613,0.6459008802550613,0.6459008802550613,2.107059986685117,,4.214119973370234,,0.7133904186147974,0.7133904186147974,0.3522932872334912,0.7926549133743499,2.6421697567654814,2.107059986685117,,3.0794066167926535,,0.6024735947939166,0.6024735947939166,1.8594788233242268,1.8594788233242268,1.8594788233242268,4.214119973370234,,2.1671928570391423,,0.2750575998999678,0.2750575998999678,0.8489397189711713,0.8489397189711713,0.8489397189711713,4.214119973370234,,0.9894256686536959,,1.0357181429903006,1.0357181429903006,3.196648086230857,3.196648086230857,3.196648086230857,4.214119973370234,,3.7256423227427637
Backward rate0 [M/s],(undefined),3.8989097686805114,3.8989097686805114,3.610566509934546,3.610566509934546,3.610566509934546,423.19409529833393,(undefined),10.514494658907426,(undefined),1.3804261272001717,1.3804261272001717,1.1930493754058973,1.1930493754058973,1.1930493754058973,77.79827352036892,(undefined),6.894754097365011,(undefined),0.8783648719142413,0.8783648719142413,0.6507360136811625,0.9759200943043247,2.70147546150297,77.79827352036892,(undefined),3.6589847084382385,(undefined),0.802756203018727,0.802756203018727,1.9012142263311913,1.9012142263311913,1.9012142263311913,241.60954509431343,(undefined),2.5750798170330342,(undefined),0.361027006431184,0.361027006431184,0.8679955239481956,0.8679955239481956,0.8679955239481956,241.60954509431343,(undefined),1.1756471780002387,(undefined),1.4012504768138843,1.4012504768138843,3.3462045722176956,3.3462045722176956,3.3462045722176956,241.60954509431343,(undefined),4.549800775197803
Backward rate1 [M/s],,2.1039081099164423,2.1039081099164423,1.9481886617438557,1.9481886617438557,1.9481886617438557,158.71225614297404,,7.884234488190667,,0.20289614626911084,0.20289614626911084,0.1524791524060275,0.1524791524060275,0.1524791524060275,8.969924213647179,,1.2770007793841718,,0.1461566914307622,0.1461566914307622,0.08033989992703366,0.17930759984026098,0.5122559181162916,8.797425671077042,,0.6965162597907599,,0.1486732862575111,0.1486732862575111,0.36050988903182196,0.36050988903182196,0.36050988903182196,30.497742326400406,,0.4901866790763638,,0.06787649304247287,0.06787649304247287,0.1589144412948062,0.1589144412948062,0.1589144412948062,30.497742326400406,,0.22379355493236341,,0.26152872127537524,0.26152872127537524,0.6197548102962133,0.6197548102962133,0.6197548102962133,30.497742326400406,,0.8426832444894243
Backward rate2 [M/s],,4.307566714396377,4.307566714396377,3.9886163606995226,3.9886163606995226,3.9886163606995226,325.080391118371,,32.29274365489805,,0.20230334988610937,0.20230334988610937,0.15130085607865887,0.15130085607865887,0.15130085607865887,6.752449553681197,,1.2733302243926343,,0.14482014907678564,0.14482014907678564,0.0794681846728361,0.17878656223836978,0.5107802253009371,6.579309821535525,,0.6945134728711676,,0.14824200122568137,0.14824200122568137,0.3594714121263833,0.3594714121263833,0.3594714121263833,23.326643912716865,,0.48877726115698367,,0.06767955698447203,0.06767955698447203,0.1641157898017099,0.1641157898017099,0.1641157898017099,23.326643912716865,,0.22315002669417372,,0.2628075340101105,0.2628075340101105,0.6179698828480857,0.6179698828480857,0.6179698828480857,23.326643912716865,,0.840260683431814
Backward rate3 [M/s],,19.982587474713476,19.982587474713476,18.50269434056612,18.50269434056612,18.50269434056612,814.5013710890815,,161.80932091224793,,0.815609590795531,0.815609590795531,0.6219399163912926,0.6219399163912926,0.6219399163912926,18.392292493707203,,5.133823233071992,,0.5988354400217881,0.5988354400217881,0.3203802990006304,0.7208103695125537,2.059354644442218,17.68489662856462,,2.8001420823265595,,0.5976674076396401,0.5976674076396401,1.449310740372245,1.449310740372245,1.449310740372245,65.68675890609714,,1.9706543650647235,,0.27286359380309727,0.27286359380309727,0.6616790430236666,0.6616790430236666,0.6616790430236666,65.68675890609714,,0.8996970342032573,,1.0763806748161564,1.0763806748161564,2.49152179809195,2.49152179809195,2.49152179809195,65.68675890609714,,3.3877683391659583
Backward rate4 [M/s],,30.641803205820572,30.641803205820572,28.372268931704035,28.372268931704035,28.372268931704035,624.5514475564054,,248.13824319236474,,3.1789975458895534,3.1789975458895534,2.4725903662639124,2.4725903662639124,2.4725903662639124,43.01523944031776,,20.582576085731382,,2.2757422683732482,2.2757422683732482,1.2844072080433269,2.889807232682519,8.428350123614008,43.01523944031776,,11.226348272266819,,2.365403666539753,2.365403666539753,5.9316156627068555,5.9316156627068555,5.9316156627068555,161.3071479011916,,7.900761653677601,,1.0799188303227933,1.0799188303227933,2.70806297870814,2.70806297870814,2.70806297870814,161.3071479011916,,3.6070710201770013,,4.066384862238983,4.066384862238983,10.197092675637535,10.197092675637535,10.197092675637535,161.3071479011916,,13.582270090794326
Backward rate5 [M/s],,,,,,,,,,,3.512259126395142,3.512259126395142,2.60170102609267,2.60170102609267,2.60170102609267,33.947077585853755,,21.22462043976623,,2.438129666244116,2.438129666244116,1.3244438651345602,2.9799184192067703,8.277372767488988,30.860979623503415,,11.576534036921307,,2.516600692859284,2.516600692859284,5.825362795526034,5.825362795526034,5.825362795526034,113.15692528617919,,8.147212186223568,,1.148947239067045,1.148947239067045,2.659553226843692,2.659553226843692,2.659553226843692,113.15692528617919,,3.719586979887753,,4.3263101145267315,4.3263101145267315,10.014434241460204,10.014434241460204,10.014434241460204,113.15692528617919,,14.005947573302892
Backward rate6 [M/s],,,,,,,,,,,12.640708211379955,12.640708211379955,9.710348953550884,9.710348953550884,9.710348953550884,86.38945944053368,,84.87674320832208,,9.192766915872898,9.192766915872898,5.296314934202968,11.916504306591124,39.721136228879466,74.04810809188601,,46.29426369027542,,9.057367551571685,9.057367551571685,27.95452733054797,27.95452733054797,27.95452733054797,259.16837832160104,,32.58049497077837,,4.135116013225911,4.135116013225911,12.762560631366808,12.762560631366808,12.762560631366808,259.16837832160104,,14.874532741629935,,18.684723818287278,18.684723818287278,48.05689042812123,48.05689042812123,48.05689042812123,259.16837832160104,,56.00943711645918
Backward rate7 [M/s],,,,,,,,,,,21.965535170067643,21.965535170067643,18.982655237143156,18.982655237143156,18.982655237143156,99.07864302706426,,165.92606400443833,,16.77283572061424,16.77283572061424,8.874603033736832,23.29554008260801,77.65101925391872,99.07864302706426,,90.50092476332246,,17.706234609823387,17.706234609823387,54.64842669824035,54.64842669824035,54.64842669824035,495.39321513532127,,63.69180025453467,,8.083731673789977,8.083731673789977,24.949583947947147,24.949583947947147,24.949583947947147,495.39321513532127,,29.07830991831865,,30.438953030668348,30.438953030668348,93.9466306707288,93.9466306707288,93.9466306707288,495.39321513532127,,109.49318352648537
Backward rate8 [M/s],,,,,,,,,,,10.015234866660608,10.015234866660608,8.655176951414868,8.655176951414868,8.655176951414868,39.2147274283021,,63.045499424390464,,7.966267176999513,7.966267176999513,3.933991156864256,8.851387366209233,29.504377254661193,39.2147274283021,,34.38685551206873,,8.97023164484932,8.97023164484932,20.764284025372213,20.764284025372213,20.764284025372213,156.8589097132084,,24.20042405979517,,4.095333923637795,4.095333923637795,9.479874674324945,9.479874674324945,9.479874674324945,156.8589097132084,,11.048634441927163,,15.420809703170182,15.420809703170182,35.69607962581659,35.69607962581659,35.69607962581659,156.8589097132084,,41.603181918313425
Backward rate9 [M/s],,,,,,,,,,,13.382648421068982,13.382648421068982,11.565290761680274,11.565290761680274,11.565290761680274,45.7310056640559,,134.789558920267,,11.354414817234918,11.354414817234918,6.30805028893448,12.615992430823278,63.07952956384487,45.7310056640559,,73.5181547537825,,9.589039874784175,9.589039874784175,44.39345634190463,44.39345634190463,44.39345634190463,137.19301699216768,,51.73984398113254,,4.377848941059809,4.377848941059809,20.267705533327163,20.267705533327163,20.267705533327163,137.19301699216768,,23.621677504570485,,24.72691435465124,24.72691435465124,76.31721859411266,76.31721859411266,76.31721859411266,137.19301699216768,,88.94646618826613
