,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Frequencies backward grid1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Frequencies backward grid2,8931.554112875032,65536.0,18080.76052947859,65536.0,12417.442324443025,65536.0,6869.447804173029,6360.65115931682,6360.65115931682,20603.253899857915,5724.655352792174,6360.65115931682,6360.65115931682,20603.253899857915,5724.655352792174,6360.65115931682,6360.65115931682,20603.253899857915,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,1073.8030119774014,2485.5084313703824,100.0,5000.0,644.7501595153672,1193.9041270392163,1193.9041270392163,2500.0,7735.999196790231,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,4018.373998645579,10045.11108995104,11175.739473704114,14486.991077609053,10865.309635809857,16763.476555282203,14486.991077609053,10865.309635809857,12386.41584142446,22937.581107860868,9175.19162948914,21779.22662946886,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
Frequencies backward fft,2500,65536,2500,65536,2500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,200,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
Channels out,500,65536,500,65536,500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,40,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],9563.01312,9563.01312,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,2441.3239701003395,2441.3239701003395,3902.307504987704,7111.502469689801,2339.6684698761555,2339.6684698761555,3.5700507658022387,301.94066508576725,1256.607169137975,1256.607169137975,1256.607169137975,80.02728372930248,9129.632914285712,9129.632914285712,9129.632914285712,5083.465492930651,5083.465492930651,5083.465492930651,1837.6030455608811,1837.6030455608811,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9012.691084936572,9012.691084936572,9012.691084936572,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712
Averaged rate0 [M/s],1068.006804412988,4702.156614425932,5557.019537169209,5557.019537169209,2632.2631211519947,5557.019537169209,2053.4987434000855,760.5864024349835,760.5864024349835,1478.2673126817897,1369.0157395189751,760.5864024349835,760.5864024349835,1478.2673126817897,1369.0157395189751,760.5864024349835,760.5864024349835,1478.2673126817897,362.85087221986504,134.3916323195664,134.3916323195664,446.3200273691854,118.84248181297401,66.02491821520934,2.6563948599766602,224.66729001023864,33.55882287867294,18.644423173564526,18.644423173564526,65.17754108311387,2733.1488085693786,1012.2822033974956,1012.2822033974956,470.17873065893633,470.17873065893633,470.17873065893633,219.0395368896133,219.0395368896133,5527.726071639861,3070.9689272751784,3070.9689272751784,5557.019537169209,3070.9689272751784,3070.9689272751784,3500.901427552892,1944.9552360807218,1944.9552360807218,4616.80734182898,2564.901484386682,2564.901484386682,5557.019537169209,2564.901484386682,2564.901484386682
Averaged rate1 [M/s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Averaged rate2 [M/s],141.85516357533257,624.5514475564056,4.214119973370234,4.214119973370234,1.996155046750689,4.214119973370234,272.7505095876864,101.02286622592253,101.02286622592253,196.3469245533511,181.83587488790292,101.02286622592253,101.02286622592253,196.3469245533511,181.83587488790292,101.02286622592253,101.02286622592253,196.3469245533511,8.461322791543159,3.133879697136858,3.133879697136858,10.407740780109677,13.798865857877114,7.666189529454271,0.3084354666714016,26.086242480049044,2.7767748610592644,1.5427050512014868,1.5427050512014868,5.393018647869954,2.0726608764547456,0.7676558672308879,0.7676558672308879,32.89230629777295,32.89230629777295,32.89230629777295,12.716400486603327,12.716400486603327,4.191905515178975,2.328843979667231,2.328843979667231,4.214119973370234,2.328843979667231,2.328843979667231,21.60777129833686,12.00437909961693,12.00437909961693,3.5011178028563807,1.9450719046035552,1.9450719046035552,4.214119973370234,1.9450719046035552,1.9450719046035552
Predict rate0 [M/s],3.6105665099345465,423.19409529833393,0.7160903327573392,241.60954509431352,0.5935537225369947,241.60954509431352,2.77662970880828,2.5712846156328792,3.2287147163264,9.686144148979201,2.3146032012381066,2.5712846156328792,3.2287147163264,9.686144148979201,2.3146032012381066,2.5712846156328792,3.2287147163264,9.686144148979201,0.3299774115688298,0.8001103533410245,0.9925595537826394,11.576477286249846,0.5935537225369947,1.0159503430569425,0.2043380661520508,17.282099231556828,0.5935537225369947,0.7769695866982546,0.7769695866982546,8.147192635389237,0.3264605604529314,0.784888644052856,0.9859696387657716,1.8087487508246345,1.8087487508246345,1.8087487508246345,1.1930493754058977,5.476886686075762,0.5935537225369947,0.5735582324082685,0.8309752115517925,0.663639335526848,0.5735582324082685,0.8309752115517925,0.7741934141382021,2.4377946726493898,0.8309752115517925,1.0436667188045934,1.9887264798986906,1.9887264798986906,0.8397063426737393,1.9887264798986906,1.9887264798986906
Predict rate1 [M/s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Predict rate2 [M/s],28.372268931704053,624.5514475564058,0.2325271425811765,4.214119973370235,0.2661569809855564,4.214119973370235,21.821714121548656,20.205453943647512,20.205453943647512,196.34692455335122,18.18512871982767,20.205453943647512,20.205453943647512,196.34692455335122,18.18512871982767,20.205453943647512,20.205453943647512,196.34692455335122,0.5076963993094773,1.5669398485684294,1.5669398485684294,5.20387039005484,0.5519982218540107,3.8330947647271363,0.1542177333357008,13.043121240024524,0.16662298174879328,0.7713525256007437,0.7713525256007437,2.6965093239349778,0.24872153266273353,0.767655867230888,0.767655867230888,16.446153148886477,16.446153148886477,16.446153148886477,0.847829566279422,6.358200243301665,0.1796566274006602,0.31051594265843047,0.17466628400084838,0.3593104114519165,0.31051594265843047,0.17466628400084838,1.6206071462675107,6.002189549808466,0.9603669899985493,1.400455840206934,1.9450719046035554,1.9450719046035554,0.6302058546826788,1.9450719046035554,1.9450719046035554
Backward rate0 [M/s],3.6105665099345465,423.19409529833393,0.7160903327573392,241.60954509431352,0.5935537225369947,241.60954509431352,2.77662970880828,2.5712846156328792,3.2287147163264,9.686144148979201,2.3146032012381066,2.5712846156328792,3.2287147163264,9.686144148979201,2.3146032012381066,2.5712846156328792,3.2287147163264,9.686144148979201,0.3299774115688298,0.8001103533410245,0.9925595537826394,11.576477286249846,0.5935537225369947,1.0159503430569425,0.2043380661520508,17.282099231556828,0.5935537225369947,0.7769695866982546,0.7769695866982546,8.147192635389237,0.3264605604529314,0.784888644052856,0.9859696387657716,1.8087487508246345,1.8087487508246345,1.8087487508246345,1.1930493754058977,5.476886686075762,0.5935537225369947,0.5735582324082685,0.8309752115517925,0.663639335526848,0.5735582324082685,0.8309752115517925,0.7741934141382021,2.4377946726493898,0.8309752115517925,1.0436667188045934,1.9887264798986906,1.9887264798986906,0.8397063426737393,1.9887264798986906,1.9887264798986906
Backward rate1 [M/s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Backward rate2 [M/s],28.372268931704053,624.5514475564058,0.2325271425811765,4.214119973370235,0.2661569809855564,4.214119973370235,21.821714121548656,20.205453943647512,20.205453943647512,196.34692455335122,18.18512871982767,20.205453943647512,20.205453943647512,196.34692455335122,18.18512871982767,20.205453943647512,20.205453943647512,196.34692455335122,0.5076963993094773,1.5669398485684294,1.5669398485684294,5.20387039005484,0.5519982218540107,3.8330947647271363,0.1542177333357008,13.043121240024524,0.16662298174879328,0.7713525256007437,0.7713525256007437,2.6965093239349778,0.24872153266273353,0.767655867230888,0.767655867230888,16.446153148886477,16.446153148886477,16.446153148886477,0.847829566279422,6.358200243301665,0.1796566274006602,0.31051594265843047,0.17466628400084838,0.3593104114519165,0.31051594265843047,0.17466628400084838,1.6206071462675107,6.002189549808466,0.9603669899985493,1.400455840206934,1.9450719046035554,1.9450719046035554,0.6302058546826788,1.9450719046035554,1.9450719046035554
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,17.04886816211769,17.04886816211769,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,1.4098307776762335,1.4098307776762335,1.4098307776762335,1.4098307776762335,2.179085545775391,2.179085545775391,2.179085545775391,2.203297607395118,2.3177546259610975,2.3177546259610975,2.3177546259610975,2.3206973331141834,17.82888173816229,17.82888173816229,17.82888173816229,1.961176991197852,1.961176991197852,1.961176991197852,0.8580149336490602,0.8580149336490602,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093
Delta W earth1 [lambda],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Delta W earth2 [lambda],24.167420631115196,24.167420631115196,772.2134402841542,772.2134402841542,15343.98134590592,15343.98134590592,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,90.22916977127895,90.22916977127895,90.22916977127895,90.22916977127895,54.47713864438477,54.47713864438477,54.47713864438477,55.08244018487794,20.859791633649877,20.859791633649877,20.859791633649877,20.88627599802765,16045.993564346061,16045.993564346061,16045.993564346061,196.1176991197852,196.1176991197852,196.1176991197852,13.728238938384964,13.728238938384964,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,742.9471108013097,742.9471108013097,742.9471108013097,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883
Delta W snapshot0 [lambda],2.1351037050869803,2.354833866145988,109.92592387809579,64.53897363828854,11064.896063726004,8878.64248780072,1.3572055338969407,1.1716934298779638,1.3809954242519462,1.1754724848916365,1.3809953914789808,1.1716934298779638,1.3809954242519462,1.1754724848916365,1.3809953914789808,1.1716934298779638,1.3809954242519462,1.1754724848916365,86.73197026600722,49.222153811794435,84.87061570502092,105.35450792915194,622.0820860343862,90.11408179848453,159.75344406160514,652.8509682770292,723.0925301925113,125.75493481867649,201.47343445815352,943.695792201457,5285.060343482118,1977.1947762805878,4470.853610127401,65.98869839057355,55.143624887865116,97.76356955418538,99.05001965163854,24.417507768477808,535.0065254543555,141.98663592159338,358.09472080127335,149.7455452197199,141.98663592159338,358.09472080127335,102.93905690258595,43.1365212341249,220.79775995612422,2145.714422342129,1178.6732411101677,2620.708791202457,2517.6088045354895,1178.6732411101677,2620.708791202457
Delta W snapshot1 [lambda],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Delta W snapshot2 [lambda],34.161659281391685,37.67734185833581,3297.7777163428736,1936.1692091486561,331946.8819117801,266359.27463402157,21.71528854235105,18.74709487804742,22.09592678803114,18.807559758266184,22.095926263663692,18.74709487804742,22.09592678803114,18.807559758266184,22.095926263663692,18.74709487804742,22.09592678803114,18.807559758266184,693.8557621280578,393.7772304943555,678.9649256401674,842.8360634332155,3110.410430171931,450.5704089924227,798.7672203080257,3264.254841385146,2169.277590577534,377.2648044560294,604.4203033744606,2831.087376604371,158551.81030446352,59315.843288417636,134125.60830382205,659.8869839057354,551.4362488786511,977.6356955418538,396.20007860655414,97.67003107391123,16050.195763630663,4259.599077647801,10742.841624038201,4492.366356591597,4259.599077647801,10742.841624038201,1955.8420811491328,819.593903448373,4195.15743916636,64371.43267026387,35360.19723330503,78621.26373607373,75528.26413606468,35360.19723330503,78621.26373607373
Delta W max0 [lambda],2.1351037050869803,2.354833866145988,109.92592387809579,64.53897363828854,11064.896063726004,8878.64248780072,1.3572055338969407,1.1716934298779638,1.3809954242519462,1.1754724848916365,1.3809953914789808,1.1716934298779638,1.3809954242519462,1.1754724848916365,1.3809953914789808,1.1716934298779638,1.3809954242519462,1.1754724848916365,86.73197026600722,49.222153811794435,84.87061570502092,105.35450792915194,622.0820860343862,90.11408179848453,159.75344406160514,652.8509682770292,723.0925301925113,125.75493481867649,201.47343445815352,943.695792201457,5285.060343482118,1977.1947762805878,4470.853610127401,65.98869839057355,55.143624887865116,97.76356955418538,99.05001965163854,24.417507768477808,535.0065254543555,141.98663592159338,358.09472080127335,149.7455452197199,141.98663592159338,358.09472080127335,102.93905690258595,43.1365212341249,220.79775995612422,2145.714422342129,1178.6732411101677,2620.708791202457,2517.6088045354895,1178.6732411101677,2620.708791202457
Delta W max1 [lambda],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Delta W max2 [lambda],34.161659281391685,37.67734185833581,3297.7777163428736,1936.1692091486561,331946.8819117801,266359.27463402157,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,693.8557621280578,393.7772304943555,678.9649256401674,842.8360634332155,3110.410430171931,450.5704089924227,798.7672203080257,3264.254841385146,2169.277590577534,377.2648044560294,604.4203033744606,2831.087376604371,158551.81030446352,59315.843288417636,134125.60830382205,659.8869839057354,551.4362488786511,977.6356955418538,396.20007860655414,97.67003107391123,16050.195763630663,4259.599077647801,10742.841624038201,4492.366356591597,4259.599077647801,10742.841624038201,1955.8420811491328,819.593903448373,4195.15743916636,64371.43267026387,35360.19723330503,78621.26373607373,75528.26413606468,35360.19723330503,78621.26373607373
W kernel support pred0 [uv-pixels],0.9426083881769681,2.185861505220423,1.2991676044574032,7.4489456465830965,0.9704585887979119,3.2599918742407072,0.8609520217942036,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,2.1430050076807396,2.6876668659649585,4.048873771661645,4.764314368176701,2.7405445807817927,2.2652851351348895,3.4841715028648315,8.841660836666716,3.794238463737794,2.5722582572097186,3.66653429476859,10.262548991953615,1.0363674867638892,0.9502810638945576,1.7539663475210807,2.067914423111366,1.806898665714058,2.7788273257734355,2.5887593915630753,3.5832012520285885,1.6596989166256346,0.9049128745923748,1.1766936253775886,1.172645657406489,0.9049128745923748,1.1766936253775886,1.1155159945206437,1.4647563973544,1.260705150741618,0.9183521773041361,0.9591802813545297,1.748134479957366,0.8839243432703484,0.9591802813545297,1.748134479957366
W kernel support pred1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
W kernel support pred2 [uv-pixels],7.583311756387336,17.658329642647402,16.826163098145706,98.57952213702886,12.546311022409032,42.580950658850675,7.015387062886702,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,10.254142329511586,12.872461163567266,19.432672695022767,22.889302379278835,9.206649667333242,7.605851925104323,11.714176397232228,29.862980688159066,8.6788567625522,5.879155783647451,8.386106945480154,23.54828316339553,13.403433978411302,12.284015733167436,22.767409937426375,11.708067614513944,10.224356217140107,15.755976001582836,7.348956134399136,10.180833222018686,21.534180482231495,11.694442888847842,15.230059254688847,15.177334570739434,11.694442888847842,15.230059254688847,10.22323740322978,13.442366325475582,11.560633883794834,11.869063612731049,12.399693814962607,22.691090047309686,11.421778605605178,12.399693814962607,22.691090047309686
AW kernel support pred0 [uv-pixels],9.049227070499535,9.261640811433171,9.093285240465715,11.682756149374567,9.052170450923448,9.572227902641863,9.041086128548468,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.251619883185038,9.392739386483896,9.86880837886974,10.183255442088004,9.408006409396863,9.280706694183536,9.65087825337028,12.61645617242203,9.76710015919297,9.360369252427148,9.718203215343575,13.649905194258608,9.059473360390287,9.050029508261096,9.169318292448814,9.234515150310385,9.179590556672952,9.419229337183863,9.364917254701508,9.687070311117767,9.15175395723947,9.045378229272838,9.07659671286569,9.076072820214385,9.045378229272838,9.07659671286569,9.068868503514173,9.118416052341033,9.08786979864404,9.046732599207255,9.05096828036312,9.168204522152404,9.043302618215643,9.05096828036312,9.168204522152404
AW kernel support pred1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AW kernel support pred2 [uv-pixels],11.768883430239354,19.819601554229084,19.08192245570137,98.98950542741873,15.440528497140969,43.52168837500995,11.4112074576759,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,13.643585852475928,15.706694636604723,21.41561972187318,24.59512478947931,12.874874682769043,11.78341985616286,14.772336601413894,31.189703678960488,12.502901851366268,10.750091754417507,12.301495425395666,25.209554536791348,16.14472181282882,15.228166092235305,24.481726966429907,14.767492924190966,13.62121360433686,18.145268798297103,11.619257991168054,13.588574799976609,23.339257251277726,14.756693209541352,17.69052585146449,17.645154708082398,14.756693209541352,17.69052585146449,13.620373820229618,16.177058213046028,14.650879011006309,14.89545806758074,15.321631985686837,24.410767450760673,14.541562038359574,15.321631985686837,24.410767450760673
W kernel support bw0 [uv-pixels],0.9426083881769681,2.185861505220423,1.2991676044574032,7.4489456465830965,0.9704585887979119,3.2599918742407072,0.8609520217942036,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,2.1430050076807396,2.6876668659649585,4.048873771661645,4.764314368176701,2.7405445807817927,2.2652851351348895,3.4841715028648315,8.841660836666716,3.794238463737794,2.5722582572097186,3.66653429476859,10.262548991953615,1.0363674867638892,0.9502810638945576,1.7539663475210807,2.067914423111366,1.806898665714058,2.7788273257734355,2.5887593915630753,3.5832012520285885,1.6596989166256346,0.9049128745923748,1.1766936253775886,1.172645657406489,0.9049128745923748,1.1766936253775886,1.1155159945206437,1.4647563973544,1.260705150741618,0.9183521773041361,0.9591802813545297,1.748134479957366,0.8839243432703484,0.9591802813545297,1.748134479957366
W kernel support bw1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
W kernel support bw2 [uv-pixels],7.583311756387336,17.658329642647402,16.826163098145706,98.57952213702886,12.546311022409032,42.580950658850675,7.015387062886702,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,10.254142329511586,12.872461163567266,19.432672695022767,22.889302379278835,9.206649667333242,7.605851925104323,11.714176397232228,29.862980688159066,8.6788567625522,5.879155783647451,8.386106945480154,23.54828316339553,13.403433978411302,12.284015733167436,22.767409937426375,11.708067614513944,10.224356217140107,15.755976001582836,7.348956134399136,10.180833222018686,21.534180482231495,11.694442888847842,15.230059254688847,15.177334570739434,11.694442888847842,15.230059254688847,10.22323740322978,13.442366325475582,11.560633883794834,11.869063612731049,12.399693814962607,22.691090047309686,11.421778605605178,12.399693814962607,22.691090047309686
AW kernel support bw0 [uv-pixels],9.049227070499535,9.261640811433171,9.093285240465715,11.682756149374567,9.052170450923448,9.572227902641863,9.041086128548468,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.251619883185038,9.392739386483896,9.86880837886974,10.183255442088004,9.408006409396863,9.280706694183536,9.65087825337028,12.61645617242203,9.76710015919297,9.360369252427148,9.718203215343575,13.649905194258608,9.059473360390287,9.050029508261096,9.169318292448814,9.234515150310385,9.179590556672952,9.419229337183863,9.364917254701508,9.687070311117767,9.15175395723947,9.045378229272838,9.07659671286569,9.076072820214385,9.045378229272838,9.07659671286569,9.068868503514173,9.118416052341033,9.08786979864404,9.046732599207255,9.05096828036312,9.168204522152404,9.043302618215643,9.05096828036312,9.168204522152404
AW kernel support bw1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AW kernel support bw2 [uv-pixels],11.768883430239354,19.819601554229084,19.08192245570137,98.98950542741873,15.440528497140969,43.52168837500995,11.4112074576759,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,13.643585852475928,15.706694636604723,21.41561972187318,24.59512478947931,12.874874682769043,11.78341985616286,14.772336601413894,31.189703678960488,12.502901851366268,10.750091754417507,12.301495425395666,25.209554536791348,16.14472181282882,15.228166092235305,24.481726966429907,14.767492924190966,13.62121360433686,18.145268798297103,11.619257991168054,13.588574799976609,23.339257251277726,14.756693209541352,17.69052585146449,17.645154708082398,14.756693209541352,17.69052585146449,13.620373820229618,16.177058213046028,14.650879011006309,14.89545806758074,15.321631985686837,24.410767450760673,14.541562038359574,15.321631985686837,24.410767450760673
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size [GB],1.0257964363538885,0.3800280287290242,29.873316214518358,1.3381211647511266,71.68318943135276,9.264441610466934,171.41007083693898,27.404938205883816,5.168054141011913,2.8499054058230913,116.27783627174948,27.404938205883816,5.168054141011913,2.8499054058230913,116.27783627174948,27.404938205883816,5.168054141011913,2.8499054058230913,101.6353495951377,10.68169684426337,1.4734214051881396,0.9491108039971679,11.618894944805858,5.844212087482476,0.41683895195694665,0.08696820601727352,3.271880360270294,1.9758356909414465,0.4220678927661469,0.03159627192695702,4249.475910887596,58.88073188234895,106.51338385522237,74.41069285677028,31.090743071286553,8.819273753357944,8.280927126938934,0.7290674346852054,602.9636495234001,555.6335325940754,160.1514383423875,2120.7593314033666,555.6335325940754,160.1514383423875,906.5657026162932,105.52708696955345,61.73130265349257,3716.0038979922756,567.0176868233067,100.85836751332373,5247.985918048412,567.0176868233067,100.85836751332373
Facet vis size predict [GB],0.02675081533798243,30.669211365146225,0.0662956100299974,82.39514307596308,0.3791731173397069,570.4602932241199,0.35761067671561797,0.14293372008297306,0.34244525800126835,2.6112737153965204,0.28904299137154327,0.14293372008297306,0.34244525800126835,2.6112737153965204,0.28904299137154327,0.14293372008297306,0.34244525800126835,2.6112737153965204,0.13588467932976456,0.0911932364756552,0.16097504754419525,0.921989797112952,0.020369245483296765,0.0810316485286589,0.054532828491398296,3.703660742920755,0.014101818145765761,0.03229016623323508,0.05173244850879913,1.6615242853960122,4.239476607485876,2.4982367033624246,11.330602737802572,0.7025330827685385,0.2935367853310909,1.0408167394792787,0.018081761885612356,0.16835972739611224,0.20487186033075147,0.5852190810194847,1.6896096295286724,1.5632774426454112,0.5852190810194847,1.6896096295286724,1.2060329836149317,1.0500809989284898,1.465533426144401,7.800803938228078,4.811924267155205,21.398046192439857,6.526544747499746,4.811924267155205,21.398046192439857
Facet size [GB],1.1440762750591582,3.1779896529421054,6.5088365149991265,113.00063394095704,16.57887579726182,103.6179737328864,1.3325082430018622,1.1424110450976184,1.1424110450976184,3.1733640141600516,0.9253529465290709,1.1424110450976184,1.1424110450976184,3.1733640141600516,0.9253529465290709,1.1424110450976184,1.1424110450976184,3.1733640141600516,2.8170902260335073,6.7088911418645845,6.7088911418645845,6.7088911418645845,0.5284516660377205,2.83163829967057,2.83163829967057,2.101779339116429,0.27394934367395435,0.9394696285115031,0.9394696285115031,0.6616633836510255,39.44870548904942,93.94696285115033,93.94696285115033,10.873491070734987,10.873491070734987,10.873491070734987,0.32142402543205556,2.0089001589503472,10.560405538451752,17.7455374274395,9.98186480293472,23.760912461516448,17.7455374274395,9.98186480293472,12.97243149789396,44.48707646740041,7.117932234784066,53.14713898436503,102.52148723835849,102.52148723835849,43.049182577335685,102.52148723835849,102.52148723835849
