Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
AW kernel support pred11 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,37.05386238525481,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,29.033432827452103,,13.127818016498138,,13.002406170083606,13.002406077069082,11.976300936411766,18.705389849641314,11.792729917446895,36.69133190621243,,11.400830548647523,,16.57402357541746,16.57402357541746,12.620466814041835,21.151036066701707,11.881536794718532,21.151036024512145,,11.49577634584084,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,34.66626108654867,,10.779945916029916
W kernel support bw0 [uv-pixels],(undefined),9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,(undefined),2.1734378740037035,(undefined),3.627217935228502,3.627217935228502,4.250412779826403,4.250412779826403,4.250412779826403,2.7572079624093724,(undefined),10.73946588281598,(undefined),2.6438994452843962,2.6438994452843962,2.122974325712728,2.122974325712728,8.432242773378185,2.122974325712728,(undefined),7.193830485750182,(undefined),1.4215378806907413,1.4215378806907413,2.7288392139230275,1.26631956429386,2.7288392139230275,2.7288392139230275,(undefined),2.329037728246841,(undefined),1.075881505651413,1.075881505651413,0.6855393718868465,1.4765428392063638,1.4765428392063638,1.4765428392063638,(undefined),1.2603749657364878,(undefined),1.0180767837479354,1.0180767837479354,2.569929478994147,2.569929478994147,2.569929478994147,2.569929478994147,(undefined),2.193442220692654
W kernel support bw1 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,2.1734378740037035,,4.921407531597079,4.921407531597079,5.767610431797001,5.767610431797001,5.767610431797001,3.7403418662365673,,10.73946588281598,,3.586546940327844,3.586546940327844,2.879568175624458,2.879568175624458,10.417278988263977,2.879568175624458,,9.557175622237622,,1.9278261732647402,1.9278261732647402,3.701836085943349,1.7172557981159582,3.701836085943349,3.701836085943349,,3.159213408927111,,1.4589260209570665,1.4589260209570665,0.9295001304042617,2.002449714339954,2.002449714339954,2.002449714339954,,1.7091915952706318,,1.3805182753044796,1.3805182753044796,3.4861499062642807,3.4861499062642807,3.4861499062642807,3.4861499062642807,,2.9751966117230997
W kernel support bw2 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,2.1734378740037035,,6.111808024213436,6.111808024213436,7.1633726934686175,7.1633726934686175,6.229980331349973,4.6443996627123365,,10.73946588281598,,4.4533439909706996,4.4533439909706996,3.5751636824670157,3.5751636824670157,10.417278988263977,3.5751636824670157,,9.557175622237622,,2.3931773382756996,2.3931773382756996,4.5965642922041265,2.1317047734855246,4.5965642922041265,4.5965642922041265,,3.9225111755671036,,1.8109485447115272,1.8109485447115272,1.153662328019494,2.485843521282549,2.485843521282549,2.485843521282549,,2.121691470374447,,1.7135979708756595,1.7135979708756595,4.32862658394738,4.32862658394738,4.32862658394738,4.32862658394738,,3.69394133421214
W kernel support bw3 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,2.1734378740037035,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,6.3026638291180355,,10.73946588281598,,6.043193378711712,6.043193378711712,4.850733066921979,4.850733066921979,10.417278988263977,4.850733066921979,,9.557175622237622,,3.2462604809804363,3.2462604809804363,6.237697858907117,2.8914156916473313,6.237697858907117,6.237697858907117,,5.322350739410922,,2.4561642484486224,2.4561642484486224,1.5644332052145031,3.372025906056538,3.372025906056538,3.372025906056538,,2.8778273003272976,,2.324074720482528,2.324074720482528,5.873823776778776,5.873823776778776,5.873823776778776,5.873823776778776,,5.012000066291067
W kernel support bw4 [uv-pixels],,9.26904525333889,9.269045253288853,3.496594036216479,3.9078848670139963,2.828849557223279,10.486645535181315,,2.1734378740037035,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,9.262802364061878,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.126800318220084,10.417278988263977,7.126800318220084,,9.557175622237622,,4.767690571681026,4.767690571681026,7.901378621449384,4.246153878393419,7.620267640040409,9.167205652224586,,6.998495352500748,,3.6065482775644027,3.6065482775644027,2.29655038268806,4.952554140201743,4.952554140201743,4.952554140201743,,4.226183771329396,,3.412466472187406,3.412466472187406,6.679335874950946,8.631806705829835,6.4615115539010715,8.631806705829835,,5.933568399583011
W kernel support bw5 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,11.940214119480446,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,9.184562459116762,,9.557175622237622,,6.142434341516951,6.142434341516951,7.901378621449384,5.4701120228921845,7.620267640040409,11.816861863427214,,6.998495352500748,,4.6456990362514965,4.6456990362514965,2.9576161472709166,6.3807646188893425,6.3807646188893425,6.3807646188893425,,5.444369831001095,,4.395565192554371,4.395565192554371,6.679335874950946,9.118455734093828,6.4615115539010715,11.126054417476606,,5.933568399583011
W kernel support bw6 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,16.80087114053382,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,12.918323204681995,,9.557175622237622,,8.63523771822864,8.63523771822864,7.901378621449384,7.689142501652058,7.620267640040409,16.62702242971169,,6.998495352500748,,6.5292854488242735,6.5292854488242735,4.1553143666378745,8.970661432903652,7.756991466042124,8.970661432903652,,7.152123726110572,,6.177434258074533,6.177434258074533,6.679335874950946,9.118455734093828,6.4615115539010715,15.653509953431858,,5.933568399583011
W kernel support bw7 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,21.245291400610682,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,16.330353900407065,,9.557175622237622,,9.384165717410804,9.384165588532793,7.901378621449384,9.71512170428332,7.620267640040409,21.025160732651173,,6.998495352500748,,8.248607406332427,8.248607406332427,5.247989266076202,11.335809990304194,7.756991466042124,11.335809990304194,,7.152123726110572,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,19.792572572384433,,5.933568399583011
W kernel support bw8 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,24.39209734411145,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,18.745139296246982,,9.557175622237622,,9.384165717410804,9.384165588532793,7.901378621449384,11.147987305921351,7.620267640040409,24.13913953624257,,6.998495352500748,,9.464381081301587,9.464381081301587,6.020341528543862,13.008852315284907,7.756991466042124,13.008852315284907,,7.152123726110572,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,22.722810729183564,,5.933568399583011
W kernel support bw9 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,28.401219027879353,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,21.820466647612015,,9.557175622237622,,9.384165717410804,9.384165588532793,7.901378621449384,12.971707126307509,7.620267640040409,28.106373669421952,,6.998495352500748,,11.011555346173635,11.011555346173635,7.00288267967309,15.13860134947326,7.756991466042124,15.13860134947326,,7.152123726110572,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,26.455611305456316,,5.933568399583011
W kernel support bw10 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,32.24108425855546,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,24.76479050130775,,9.557175622237622,,9.384165717410804,9.384165588532793,7.901378621449384,14.716654132975268,7.620267640040409,31.90605545061906,,6.998495352500748,,12.491667295938761,12.491667295938761,7.942495116720681,17.17669477348811,7.756991466042124,17.17669477348811,,7.152123726110572,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,30.030416887229354,,5.933568399583011
W kernel support bw11 [uv-pixels],,,,,,,,,,,7.867071968201926,7.8670720917835375,7.252084242940822,8.504059582096543,6.229980331349973,35.94424456940779,,10.73946588281598,,8.602195780323868,8.602195773714977,6.4954475724451965,7.866983064381767,10.417278988263977,27.603264693622265,,9.557175622237622,,9.384165717410804,9.384165588532793,7.901378621449384,16.39791478899266,7.620267640040409,35.57040675971871,,6.998495352500748,,13.917552136726266,13.917552136726266,8.847382810997344,19.140698176788547,7.756991466042124,19.140698130167838,,7.152123726110572,,6.974392420920646,6.974392262269373,6.679335874950946,9.118455734093828,6.4615115539010715,33.47759934225809,,5.933568399583011
AW kernel support bw0 [uv-pixels],(undefined),12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,(undefined),9.258716552101255,(undefined),9.703438047910819,9.703438047910819,9.953190885284558,9.953190885284558,9.953190885284558,9.41287393668765,(undefined),14.0119994093694,(undefined),9.38030939131408,9.38030939131408,9.247000594118907,9.247000594118907,12.332993075048272,9.247000594118907,(undefined),11.52177056956563,(undefined),9.111573406730516,9.111573406730516,9.404603311966117,9.088650352990447,9.404603311966117,9.404603311966117,(undefined),9.296473349587854,(undefined),9.064078608121331,9.064078608121331,9.02607136191638,9.120316812261052,9.120316812261052,9.120316812261052,(undefined),9.087823999960346,(undefined),9.057399203833656,9.057399203833656,9.359729564843374,9.359729564843374,9.359729564843374,9.359729564843374,(undefined),9.263432882874314
AW kernel support bw1 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.258716552101255,,10.257692337561135,10.257692337561135,10.689496250664648,10.689496250664648,10.689496250664648,9.746289410658912,,14.0119994093694,,9.688308363959882,9.688308363959882,9.449439818215108,9.449439818215108,13.76661547074393,9.449439818215108,,13.127818016498138,,9.20415741685922,9.20415741685922,9.731576974323966,9.162366914513022,9.731576974323966,9.731576974323966,,9.538376662888966,,9.117481293352109,9.117481293352109,9.047871047512865,9.220076185068113,9.220076185068113,9.220076185068113,,9.160858906747979,,9.105263901087637,9.105263901087637,9.651592675250363,9.651592675250363,9.651592675250363,9.651592675250363,,9.479018666423682
AW kernel support bw2 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.258716552101255,,10.879071528620432,10.879071528620432,11.502778288115085,11.502778288115085,10.945896716532982,10.127706957994118,,14.0119994093694,,10.04152740881161,10.04152740881161,9.684100131474844,9.684100131474844,13.76661547074393,9.684100131474844,,13.127818016498138,,9.312749205923907,9.312749205923907,10.105859849234305,9.249008878863776,10.105859849234305,10.105859849234305,,9.817641973633425,,9.180388588267535,9.180388588267535,9.07363966482532,9.33699191454627,9.33699191454627,9.33699191454627,,9.246706153839845,,9.161682051118625,9.161682051118625,9.986841748183254,9.986841748183254,9.986841748183254,9.986841748183254,,9.728576595813026
AW kernel support bw3 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.258716552101255,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,10.98742787657206,,14.0119994093694,,10.840672774902169,10.840672774902169,10.223972382911171,10.223972382911171,13.76661547074393,10.223972382911171,,13.127818016498138,,9.56756014406888,9.56756014406888,10.950291072798677,9.453056897210786,10.950291072798677,10.950291072798677,,10.455975200492205,,9.329134087114259,9.329134087114259,9.13495764924927,9.610960342812596,9.610960342812596,9.610960342812596,,9.448909459324346,,9.29523121317517,9.29523121317517,10.747176641362683,10.747176641362683,10.747176641362683,10.747176641362683,,10.301463229294257
AW kernel support bw4 [uv-pixels],,12.919566552653546,12.919566552617647,9.655370000890937,9.811807383649406,9.434107791275354,13.819179953258379,,9.258716552101255,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,12.915088371190896,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.480038448358172,13.76661547074393,11.480038448358172,,13.127818016498138,,10.18483546196482,10.18483546196482,11.976300936411766,9.951372908247157,11.792729917446895,12.846698387919691,,11.400830548647523,,9.695730528351268,9.695730528351268,9.288387570521843,10.272672121294898,10.272672121294898,10.272672121294898,,9.942868261676203,,9.625223499940308,9.625223499940308,11.20774409640079,12.470288168555244,11.07931096960443,12.470288168555244,,10.779945916029916
AW kernel support bw5 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,14.952214324943322,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,12.859089686498688,,13.127818016498138,,10.89630669721841,10.89630669721841,11.976300936411766,10.531957346238618,11.792729917446895,14.85389593000168,,11.400830548647523,,10.128302895126511,10.128302895126511,9.473515359917757,11.03241392994616,11.03241392994616,11.03241392994616,,10.518610310146245,,10.016036809137413,10.016036809137413,11.20774409640079,12.811956719199008,11.07931096960443,14.310453762919284,,10.779945916029916
AW kernel support bw6 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,19.059624106493338,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,15.744302919488856,,13.127818016498138,,12.472663326263502,12.472663326263502,11.976300936411766,11.837352424030978,11.792729917446895,18.906556399253027,,11.400830548647523,,11.118973355136184,11.118973355136184,9.912953015402984,12.707193495960663,11.881536794718532,12.707193495960663,,11.49577634584084,,10.916075027812555,10.916075027812555,11.20774409640079,12.811956719199008,11.07931096960443,18.056366574208397,,10.779945916029916
AW kernel support bw7 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,23.07298001335896,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,18.646191528366863,,13.127818016498138,,13.002406170083606,13.002406077069082,11.976300936411766,13.243246948125556,11.792729917446895,22.870447827574708,,11.400830548647523,,12.20817448039641,12.20817448039641,10.418319986295824,14.474135142946551,11.881536794718532,14.474135142946551,,11.49577634584084,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,21.742721288585397,,10.779945916029916
AW kernel support bw8 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,25.999507934663086,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,20.793755005667034,,13.127818016498138,,13.002406170083606,13.002406077069082,11.976300936411766,14.327512728069152,11.792729917446895,25.76233796747083,,11.400830548647523,,13.060417652284302,13.060417652284302,10.827950504149428,15.818667407872683,11.881536794718532,15.818667407872683,,11.49577634584084,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,24.440256288228642,,10.779945916029916
AW kernel support bw9 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,29.79310729463404,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,23.603659985679087,,13.127818016498138,,13.002406170083606,13.002406077069082,11.976300936411766,15.788134334705195,11.792729917446895,29.5121710628882,,11.400830548647523,,14.22161563050574,14.22161563050574,11.403524272139089,17.61184972733624,11.881536794718532,17.61184972733624,,11.49577634584084,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,27.944576746578,,10.779945916029916
AW kernel support bw10 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,33.473683904931534,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,26.349475299778977,,13.127818016498138,,13.002406170083606,13.002406077069082,11.976300936411766,17.250504597536217,11.792729917446895,33.15111422588958,,11.400830548647523,,15.3961602951004,15.3961602951004,12.003467360689239,19.391720999993108,11.881536794718532,19.391720999993108,,11.49577634584084,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,31.350054839199082,,10.779945916029916
AW kernel support bw11 [uv-pixels],,,,,,,,,,,11.953694882874856,11.953694964207486,11.558231952453218,12.382206159479336,10.945896716532982,37.05386238525481,,14.0119994093694,,12.449810128794004,12.44981012422759,11.09913686582809,11.953636372889612,13.76661547074393,29.033432827452103,,13.127818016498138,,13.002406170083606,13.002406077069082,11.976300936411766,18.705389849641314,11.792729917446895,36.69133190621243,,11.400830548647523,,16.57402357541746,16.57402357541746,12.620466814041835,21.151036066701707,11.881536794718532,21.151036024512145,,11.49577634584084,,11.38605066039122,11.386050563211237,11.20774409640079,12.811956719199008,11.07931096960443,34.66626108654867,,10.779945916029916
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],2.0663774184488966,2076.1197844018243,2076.1197844018243,76.89648991773515,384.4824495886758,768.9648991773516,2.0663774184488966,2.0663774184488966,672.550770621515,2.442049601295063,4001.054066761831,4001.054066761831,400.1054066761831,2000.5270333809156,4001.054066761831,2.442049601295063,2.442049601295063,2000.5270333809156,2.442049601295063,4001.054066761831,4001.054066761831,250.85816533901715,1254.2908266950858,2508.5816533901716,2.442049601295063,2.442049601295063,1461.855908848027,2.442049601295063,4001.054066761831,4001.054066761831,176.5463573683897,882.7317868419485,1765.463573683897,2.442049601295063,2.442049601295063,1028.8097928995358,2.442049601295063,2176.23641013007,2176.23641013007,80.60173266279324,403.0086633139662,806.0173266279324,2.442049601295063,2.442049601295063,469.70015333467285,2.442049601295063,4001.054066761831,4001.054066761831,303.50255584184634,1517.512779209232,3035.025558418464,2.442049601295063,2.442049601295063,1768.636923118789
Snapshot vis size1 [GB],0.5579727755026432,560.6034541590128,560.6034541590128,20.763945406457612,103.81972703228809,207.63945406457617,0.5579727755026432,0.5579727755026432,181.60526571753618,0.20103492256172145,329.37561712512445,329.37561712512445,32.93756171251245,164.68780856256222,329.37561712512445,0.20103492256172145,0.20103492256172145,164.68780856256222,0.20103492256172145,329.37561712512445,329.37561712512445,20.651198819286975,103.25599409643489,206.51198819286978,0.20103492256172145,0.20103492256172145,120.34321058663429,0.20103492256172145,329.37561712512445,329.37561712512445,14.533686483389276,72.66843241694639,145.33686483389278,0.20103492256172145,0.20103492256172145,84.69389685476288,0.20103492256172145,179.152592950808,179.152592950808,6.635312843609756,33.17656421804878,66.35312843609756,0.20103492256172145,0.20103492256172145,38.66675513175031,0.20103492256172145,329.37561712512445,329.37561712512445,24.98500144247397,124.92500721236985,249.8500144247397,0.20103492256172145,0.20103492256172145,145.59810197566355
Snapshot vis size2 [GB],0.5714303750127616,574.1245023199464,574.1245023199464,21.264745577717484,106.32372788858744,212.64745577717488,0.5714303750127616,0.5714303750127616,185.98535564710954,0.11276063219526221,184.7470197887176,184.7470197887176,18.47470197887176,92.3735098943588,184.7470197887176,0.11276063219526221,0.11276063219526221,92.3735098943588,0.11276063219526221,184.7470197887176,184.7470197887176,11.583272223451203,57.91636111725602,115.83272223451203,0.11276063219526221,0.11276063219526221,67.50059309715314,0.11276063219526221,184.7470197887176,184.7470197887176,8.151955168344253,40.75977584172127,81.51955168344254,0.11276063219526221,0.11276063219526221,47.50486746645385,0.11276063219526221,100.48681782813826,100.48681782813826,3.721751731115608,18.608758655578043,37.21751731115609,0.11276063219526221,0.11276063219526221,21.68821067522204,0.11276063219526221,184.7470197887176,184.7470197887176,14.014105221882192,70.07052610941096,140.14105221882193,0.11276063219526221,0.11276063219526221,81.66607978355366
Snapshot vis size3 [GB],0.7158703456837633,719.2454652627099,719.2454652627099,26.639817260778134,133.1990863038907,266.3981726077814,0.7158703456837633,0.7158703456837633,232.99671606753586,0.20206376030684187,331.0612648867297,331.0612648867297,33.10612648867297,165.53063244336485,331.0612648867297,0.20206376030684187,0.20206376030684187,165.53063244336485,0.20206376030684187,331.0612648867297,331.0612648867297,20.756885595278572,103.78442797639286,207.56885595278573,0.20206376030684187,0.20206376030684187,120.95909182678294,0.20206376030684187,331.0612648867297,331.0612648867297,14.6080656262731,73.04032813136551,146.08065626273103,0.20206376030684187,0.20206376030684187,85.12733536761013,0.20206376030684187,180.06944335378907,180.06944335378907,6.669270427780695,33.34635213890348,66.69270427780695,0.20206376030684187,0.20206376030684187,38.86464023874538,0.20206376030684187,331.0612648867297,331.0612648867297,25.112867348647622,125.56433674323812,251.12867348647623,0.20206376030684187,0.20206376030684187,146.34323033954004
Snapshot vis size4 [GB],0.27446108535193603,275.7550892011184,275.7550892011184,10.213571777423944,51.067858887119726,102.13571777423945,0.27446108535193603,0.27446108535193603,89.32976754925133,0.28354772092006336,464.5645859554319,464.5645859554319,46.45645859554319,232.28229297771594,464.5645859554319,0.28354772092006336,0.28354772092006336,232.28229297771594,0.28354772092006336,464.5645859554319,464.5645859554319,29.127279404294285,145.63639702147142,291.27279404294285,0.28354772092006336,0.28354772092006336,169.73689275089498,0.28354772092006336,464.5645859554319,464.5645859554319,20.498894552345938,102.49447276172971,204.98894552345942,0.28354772092006336,0.28354772092006336,119.45567030342184,0.28354772092006336,252.68400525050765,252.68400525050765,9.358711463773355,46.793557318866775,93.58711463773355,0.28354772092006336,0.28354772092006336,54.537142866885986,0.28354772092006336,464.5645859554319,464.5645859554319,35.23984850951921,176.19924254759607,352.39848509519214,0.28354772092006336,0.28354772092006336,205.35740486985
Snapshot vis size5 [GB],,,,,,,,,,0.1491814932972089,244.4189586181471,244.4189586181471,24.441895861814707,122.20947930907354,244.4189586181471,0.1491814932972089,0.1491814932972089,122.20947930907354,0.1491814932972089,244.4189586181471,244.4189586181471,15.324584599439099,76.6229229971955,153.245845994391,0.1491814932972089,0.1491814932972089,89.30279194642256,0.1491814932972089,244.4189586181471,244.4189586181471,10.784977182458476,53.92488591229239,107.84977182458478,0.1491814932972089,0.1491814932972089,62.848592895964146,0.1491814932972089,132.94332648230858,132.94332648230858,4.92385037330987,24.61925186654935,49.2385037330987,0.1491814932972089,0.1491814932972089,28.693344410054085,0.1491814932972089,244.4189586181471,244.4189586181471,18.540558912478673,92.70279456239338,185.40558912478676,0.1491814932972089,0.1491814932972089,108.04362743144877
Snapshot vis size6 [GB],,,,,,,,,,0.2277847075092197,373.2024647831056,373.2024647831056,37.32024647831056,186.6012323915528,373.2024647831056,0.2277847075092197,0.2277847075092197,186.6012323915528,0.2277847075092197,373.2024647831056,373.2024647831056,23.39905536224336,116.9952768112168,233.9905536224336,0.2277847075092197,0.2277847075092197,136.35612497018184,0.2277847075092197,373.2024647831056,373.2024647831056,16.46754445677529,82.33772228387646,164.67544456775292,0.2277847075092197,0.2277847075092197,95.96329969463484,0.2277847075092197,202.99070661361938,202.99070661361938,7.518210150028945,37.591050750144724,75.18210150028945,0.2277847075092197,0.2277847075092197,43.81176860111077,0.2277847075092197,373.2024647831056,373.2024647831056,28.309515447218182,141.54757723609092,283.09515447218183,0.2277847075092197,0.2277847075092197,164.9714420251625
Snapshot vis size7 [GB],,,,,,,,,,0.21770209649501426,356.6831148974314,356.6831148974314,35.66831148974314,178.3415574487157,356.6831148974314,0.21770209649501426,0.21770209649501426,178.3415574487157,0.21770209649501426,356.6831148974314,356.6831148974314,22.363324843293537,111.81662421646769,223.63324843293537,0.21770209649501426,0.21770209649501426,130.32048815104605,0.21770209649501426,356.6831148974314,356.6831148974314,15.738628776120654,78.69314388060327,157.38628776120655,0.21770209649501426,0.21770209649501426,91.71560180024717,0.21770209649501426,194.0055716734216,194.0055716734216,7.1854257884504795,35.9271289422524,71.8542578845048,0.21770209649501426,0.21770209649501426,41.872494338673725,0.21770209649501426,356.6831148974314,356.6831148974314,27.056429428511734,135.28214714255867,270.56429428511734,0.21770209649501426,0.21770209649501426,157.6691832537964
Snapshot vis size8 [GB],,,,,,,,,,0.06893213805756229,112.93841499351007,112.93841499351007,11.293841499351005,56.46920749675503,112.93841499351007,0.06893213805756229,0.06893213805756229,56.46920749675503,0.06893213805756229,112.93841499351007,112.93841499351007,7.081014929772745,35.405074648863724,70.81014929772745,0.06893213805756229,0.06893213805756229,41.264048558037416,0.06893213805756229,112.93841499351007,112.93841499351007,4.9834032335886,24.917016167943004,49.83403233588601,0.06893213805756229,0.06893213805756229,29.04038420903234,0.06893213805756229,61.42898513995185,61.42898513995185,2.2751584409439998,11.37579220472,22.75158440944,0.06893213805756229,0.06893213805756229,13.258303925585095,0.06893213805756229,112.93841499351007,112.93841499351007,8.567016848887237,42.83508424443618,85.67016848887236,0.06893213805756229,0.06893213805756229,49.92360699531751
Snapshot vis size9 [GB],,,,,,,,,,0.060289900045386195,98.77897223436075,98.77897223436075,9.877897223436076,49.389486117180375,98.77897223436075,0.060289900045386195,0.060289900045386195,49.389486117180375,0.060289900045386195,98.77897223436075,98.77897223436075,6.193245913530039,30.966229567650196,61.93245913530039,0.060289900045386195,0.060289900045386195,36.09064557020672,0.060289900045386195,98.77897223436075,98.77897223436075,4.358618364456054,21.793091822280275,43.58618364456055,0.060289900045386195,0.060289900045386195,25.399500299557197,0.060289900045386195,53.7274409054966,53.7274409054966,1.989914702448173,9.949573512240866,19.89914702448173,0.060289900045386195,0.060289900045386195,11.596068843496202,0.060289900045386195,98.77897223436075,98.77897223436075,7.492943118567422,37.464715592837116,74.92943118567423,0.060289900045386195,0.060289900045386195,43.664528048432295
