,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
W kernel support pred10 [uv-pixels],,,15.100778825749524,29.82770339746042,11.26147176857569,38.18800948279708,,,,,,,,,,,,,,,,,,,,,,,,,12.030442552076963,11.0261443005936,15.335332001298836,,,,,,19.323160257858127,10.497174973832685,17.224750780770336,13.621782780087022,10.497174973832685,17.224750780770336,,,,10.653849249245855,11.129929418643634,11.151940173711791,10.252533408886762,11.129929418643634,11.151940173711791
W kernel support pred11 [uv-pixels],,,16.826162473257167,33.25142593416739,12.546311019529455,42.580950100506506,,,,,,,,,,,,,,,,,,,,,,,,,13.403433788424845,12.284015264943296,17.087662649745795,,,,,,21.534181253250626,11.694441895216162,19.19428164713736,15.177335301849169,11.694441895216162,19.19428164713736,,,,11.869064127364714,12.399693538263548,12.424226698678165,11.421778981298615,12.399693538263548,12.424226698678165
AW kernel support pred0 [uv-pixels],9.049227070499349,9.261640782004875,9.093285233618722,9.355025993349583,9.052170450899702,9.572227888258467,9.041086128530196,9.026171023169752,9.033483077976003,9.121356555739002,9.024413361069232,9.026171023169752,9.033483077976003,9.121356555739002,9.024413361069232,9.026171023169752,9.033483077976003,9.121356555739002,9.251619883265954,9.392739386484406,9.86880833376839,10.183255382389248,9.408006409404798,9.280706694184074,9.650878223284852,12.616456261034356,9.767100174083158,9.360369254597016,9.718203246600117,13.64990552656711,9.05947335871958,9.05002950447863,9.096171936646533,9.234515150344953,9.179590524998707,9.419229337116217,9.364917240853156,9.68707025299439,9.151753967931658,9.045378221621899,9.120982016717285,9.076072827466794,9.045378221621899,9.120982016717285,9.068868507577907,9.118416039351931,9.087869796651486,9.046732603227646,9.05096827810735,9.051168475917411,9.043302621042606,9.05096827810735,9.051168475917411
AW kernel support pred1 [uv-pixels],9.138763838194231,9.723731893603079,9.17082314655671,9.643193152612712,9.09569514855535,10.02803917192476,9.115899073335184,9.073920540406174,9.094514435623212,9.339872263806903,9.06896618458416,9.073920540406174,9.094514435623212,9.339872263806903,9.06896618458416,9.073920540406174,9.094514435623212,9.339872263806903,9.457758655131686,9.71045662069389,10.544349742393468,11.081652430853856,9.737631768879027,9.510070755687702,10.165941748330205,15.004920517268852,10.368402006364056,9.652734785109331,10.283409981592298,16.591366302842637,9.109058498801538,9.091775955609092,9.176088205995264,9.42693951111256,9.327688777799734,9.757588747371962,9.660853213444943,10.229154240881009,9.277216756533985,9.08325895908949,9.221286819838008,9.139402911564058,9.08325895908949,9.221286819838008,9.12623835386766,9.216616514132557,9.160942483654962,9.085739316843288,9.093494550440791,9.0938610313168,9.079457249710183,9.093494550440791,9.0938610313168
AW kernel support pred2 [uv-pixels],9.388015344480873,10.930460661902567,9.2619180846962,9.974318626163598,9.14702230017438,10.543514828512139,9.32474767851319,9.207910605627736,9.265339872014707,9.933909437076728,9.194062412448277,9.207910605627736,9.265339872014707,9.933909437076728,9.194062412448277,9.207910605627736,9.265339872014707,9.933909437076728,9.696615212236203,10.074472975777985,11.29410863606681,12.062067492548897,10.114852547830974,9.775200725352745,10.745352850738996,17.424668863724897,11.039841975452905,9.988544193587447,10.916473831353763,19.52246916023457,9.167493436745294,9.141015727366753,9.269952727494957,9.650224794816994,9.500349056376796,10.144476407480393,10.000643139075041,10.837527179406285,9.423844983590822,9.127958136908612,9.338834759005517,9.213922679692878,9.127958136908612,9.338834759005517,9.19378926405511,9.331724909513252,9.246833780491873,9.131761449209705,9.143649810757996,9.144211482761799,9.122127707497262,9.143649810757996,9.144211482761799
AW kernel support pred3 [uv-pixels],10.061959352157118,13.798981753677328,9.476293579661553,10.725724228739821,9.268625959624243,11.68623193899534,9.89348149649952,9.577803287261156,9.733730307098721,11.455273227141824,9.539976282296927,9.577803287261156,9.733730307098721,11.455273227141824,9.539976282296927,9.577803287261156,9.733730307098721,11.455273227141824,10.245800101979858,10.896859299927106,12.91500990595632,14.138370840479228,10.965582727979887,10.382456573432503,12.020439326906054,22.183362725094987,12.502901912363729,10.750091764304806,12.30149555485632,25.209555488185796,9.305769092630978,9.257715592376035,9.490743980990468,10.164799077070294,9.901350641167173,11.015903206119276,10.770800680216544,12.172080982469565,9.765791617885196,9.233978917108143,9.614256154175957,9.389779980093971,9.233978917108143,9.614256154175957,9.35338889265991,9.601538059855612,9.449139347642525,9.240895413412423,9.262500823679789,9.263521054797817,9.223371755019446,9.262500823679789,9.263521054797817
AW kernel support pred4 [uv-pixels],11.768883430230131,19.819600651045313,9.998957886404726,12.430290582223211,9.569715871357035,14.18010607535444,11.4112074576759,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,11.522013784560755,12.74807101865683,16.32537420556341,18.390814242701502,12.874874682834694,11.783419856167642,14.77233637843804,31.189704090519555,,,,,9.647165803306795,9.546907409282824,10.028495938515421,11.365928042369882,10.851902117601162,12.967440699840932,11.61925790100358,13.588574464485202,10.58327776642804,9.49719218614422,10.27932823052085,9.821237856740659,9.49719218614422,10.27932823052085,9.746019924166431,10.253632206726492,9.943339756280597,9.511691647369558,9.556914378962501,9.559047239842775,9.474934497139083,9.556914378962501,9.559047239842775
AW kernel support pred5 [uv-pixels],,,10.606537233759548,14.252466208514303,9.927351965495511,16.750960646825632,,,,,,,,,,,,,12.92134460663577,14.71188681026315,19.736703046912556,22.560568060817886,,,,,,,,,10.051020273179725,9.890831902211568,10.652748652595164,12.689478686521403,11.918168558448375,15.027393726962421,,,11.509802084520794,9.811067378396315,11.042707190274706,10.327122495367096,9.811067378396315,11.042707190274706,10.208121937235209,11.002953927282123,10.51935040689756,9.834353927581567,9.906860405975983,9.910275524743652,9.775283304697263,9.906860405975983,9.910275524743652
AW kernel support pred6 [uv-pixels],,,11.968338707024284,17.965209660801282,10.754746104625442,21.826673956158963,,,,,,,,,,,,,13.643585853737054,15.70669463661173,21.41561924032085,24.595124215277337,,,,,,,,,10.979456519473954,10.688031675029073,12.049248882660915,14.767492924886998,13.621212918073198,18.145268797162117,,,13.519254385442046,10.541731332358497,12.72487247413676,11.47488520046634,10.541731332358497,12.72487247413676,11.262367884034534,12.65655093457916,11.815159993552882,10.584527035870675,10.71733282788876,10.72357173857846,10.475829162939968,10.71733282788876,10.72357173857846
AW kernel support pred7 [uv-pixels],,,13.430030903810279,21.62150671423998,11.675447858958432,26.712763390542786,,,,,,,,,,,,,,,,,,,,,,,,,12.004810003871839,11.577208379500913,13.545136713129672,,,,,,15.605919386784171,11.361005419962094,14.498937619715962,12.723371118845945,11.361005419962094,14.498937619715962,12.416344225752418,14.40304334715242,13.211545961609035,11.424360874453768,11.620381912964179,11.6295692025072,11.263256857272,11.620381912964179,11.6295692025072
AW kernel support pred8 [uv-pixels],,,14.554773558397601,24.297990376058998,12.402293117244199,30.250660127530114,,,,,,,,,,,,,,,,,,,,,,,,,12.809720214484802,12.280411051242227,14.694634809022473,,,,,,17.178366640922,12.011558271426033,15.848570291319787,13.692838946868678,12.011558271426033,15.848570291319787,13.316399331466194,15.732927528244348,14.288903366425917,12.090432336658756,12.333995889608012,12.34539441820284,11.889715069384403,12.333995889608012,12.34539441820284
AW kernel support pred9 [uv-pixels],,,16.06730380166558,27.775724214990845,13.399939483204667,34.81741830202031,,,,,,,,,,,,,,,,,,,,,,,,,13.90935252875019,13.24704942920646,16.23887319465569,,,,,,19.26103340493757,12.90892260245148,17.648245229857704,15.00575480753676,12.90892260245148,17.648245229857704,13.62037404853506,16.177057593024585,14.650878906555631,13.008248392885658,13.3142963387505,13.328595037441312,12.755267954862092,13.3142963387505,13.328595037441312
AW kernel support pred10 [uv-pixels],,,17.57934928102304,31.15592864876397,14.415989261733905,39.234220627638315,,,,,,,,,,,,,,,,,,,,,,,,,15.024365144618393,14.232914604448126,17.781237515709083,,,,,,21.316297106928953,13.827171888396384,19.4343005909564,16.32644989297659,13.827171888396384,19.4343005909564,,,,13.946487150019408,14.313466696226637,14.330588600544186,13.642376673451706,14.313466696226637,14.330588600544186
AW kernel support pred11 [uv-pixels],,,19.081921904683703,34.44789292040109,15.440528494801146,43.52168782873459,,,,,,,,,,,,,,,,,,,,,,,,,16.14472165510105,15.22816571453568,19.312902806971238,,,,,,23.339257962665627,14.756692422104182,21.199538861721358,17.64515533694042,14.756692422104182,21.199538861721358,,,,14.895458477653378,15.321631761756148,15.341493051856043,14.541562333450791,15.321631761756148,15.341493051856043
W kernel support bw0 [uv-pixels],0.9426083881751959,2.1858613805307674,1.2991675565331395,2.552745842469703,0.9704585885764164,3.2599918320071235,0.8609520216023301,0.6868503035664192,0.7770563171860849,1.4829515895412348,0.6633524790372731,0.6868503035664192,0.7770563171860849,1.4829515895412348,0.6633524790372731,0.6868503035664192,0.7770563171860849,1.4829515895412348,2.1430050080300673,2.687666865966736,4.048873661730682,4.7643142405764545,2.7405445808090363,2.2652851351370904,3.484171419530587,8.841660963110552,3.7942385020680063,2.5722582651058015,3.6665343776145147,10.262549433947072,1.0363674721592824,0.9502810278721279,1.3192209447381946,2.0679144232657363,1.8068985047993276,2.7788273255441456,2.588759341466235,3.583201094893897,1.659698975583478,0.9049127981146887,1.4806461256087167,1.1726457135388668,0.9049127981146887,1.4806461256087167,1.1155160275578015,1.4647563164945092,1.2607051363781747,0.9183522169092111,0.9591802600687293,0.9610675207502853,0.8839243721925946,0.9591802600687293,0.9610675207502853
W kernel support bw1 [uv-pixels],1.586507009214442,3.681163123073158,1.7618164448716918,3.462827483227643,1.3159294188722095,4.422846327158272,1.4490051467242195,1.1558693583641184,1.3077434074614882,2.496640523629602,1.1163098392162267,1.1558693583641184,1.3077434074614882,2.496640523629602,1.1163098392162267,1.1558693583641184,1.3077434074614882,2.496640523629602,2.906750553232648,3.6459522463106655,5.493934063120272,6.465525546948922,3.71772409765465,3.0726935704990894,4.72719490083104,12.006150079419955,5.148180277105124,3.4893106527879785,4.974788523094436,13.938200593875173,1.4053279811447994,1.2885612236101207,1.7890206159251958,2.8048508955335025,2.45066887512187,3.7696867459830026,3.511706823145901,4.861645450229163,2.2509444124000426,1.227026209124928,2.008016587012706,1.5901841339623524,1.227026209124928,2.008016587012706,1.5126884978755746,1.9864591535143592,1.7096394908969408,1.2452545657944591,1.3006318229600453,1.303191642431094,1.1985591138174096,1.3006318229600453,1.303191642431094
W kernel support bw2 [uv-pixels],2.6711106506860287,6.202819542869153,2.187036032538683,4.299654876409744,1.633406550705424,5.492331466604628,2.4394506078084772,1.9456663951540505,2.2014819881038044,4.2050632223596915,1.8790379570392461,1.9456663951540505,2.2014819881038044,4.2050632223596915,1.8790379570392461,1.9456663951540505,2.2014819881038044,4.2050632223596915,3.608925958532615,4.527141011685068,6.823260942048083,8.030782788421364,4.616301773537206,3.8150424926777458,5.8704861712540195,14.92042509483104,6.393599208815948,4.3325529549273245,6.17813895203333,17.324168150659066,1.7444013049662812,1.5994275625880405,2.2208159694110567,3.482361065498624,3.0424713955926537,4.680854791800991,4.360374203566561,6.037548787742418,2.7944327286141477,1.52302979260293,2.4927564373619897,1.9739227815086375,1.52302979260293,2.4927564373619897,1.8777009963929339,2.4659865747465224,2.1222476208128045,1.5456607536172144,1.614413782700929,1.617591926745662,1.4876874375651814,1.614413782700929,1.617591926745662
W kernel support bw3 [uv-pixels],4.499225044878515,10.460014217883254,2.966502993076991,5.834480287992792,2.2152713557080195,7.454395812672867,4.108646507254958,3.2763265724696353,3.7074931815624614,7.086838837484047,3.1640397384969567,3.2763265724696353,3.7074931815624614,7.086838837484047,3.1640397384969567,3.2763265724696353,3.7074931815624614,7.086838837484047,4.896572242878733,6.143414571914209,9.262692959984687,10.903830979197783,6.264503536926996,5.17642777397809,7.968121586160042,20.27564010809853,8.678856850426133,5.879155801726469,8.386107135384679,23.54828418190843,2.365869481895818,2.169169884845898,3.0123448196889413,4.724737059055146,4.127559147891356,6.352174702146418,5.916937323730341,8.195093376148757,3.790868755833781,2.065518492194554,3.38140819749853,2.6773061226862964,2.065518492194554,3.38140819749853,2.546739833067712,3.34507595053623,2.8785820139725398,2.096222326383045,2.1895025710578087,2.193814562054521,2.0175694613297726,2.1895025710578087,2.193814562054521
W kernel support bw4 [uv-pixels],7.583311756373027,17.65832862891944,4.3565076396231985,8.573921154204012,3.2526084699057685,10.957892512171485,7.015387062886702,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,7.194220016903015,9.028472445365173,13.6204934914883,16.038143549349854,9.206649667425047,7.605851925111733,11.714176116045202,29.862981118002473,,,,,3.4738750749691647,3.1848769334809917,4.423881868768682,6.941492653913138,6.063314239753419,9.335658429049932,7.348955991842254,10.18083277423116,5.568282345694234,3.0325994494095028,4.966345625385219,3.931502643859704,3.0325994494095028,4.966345625385219,3.739639603257115,4.91293938806686,4.227292929148665,3.077706612827125,3.2147492043424184,3.2210843102200477,2.9621586259139217,3.2147492043424184,3.2210843102200477
W kernel support bw5 [uv-pixels],,,5.61236421582987,11.051370640098995,4.1895485492863775,14.127798221644484,,,,,,,,,,,,,9.271523415460662,11.637852616268816,17.56523404802815,20.68765891121555,,,,,,,,,4.474707647642451,4.102262268286379,5.699215196443112,8.945550253376306,7.812985459322666,12.034224620853207,,,7.174645916338953,3.906026510846073,6.398545310470554,5.064529497822785,3.906026510846073,6.398545310470554,4.817235045694024,6.3296915506123295,5.445799572431569,3.964154029921011,4.140758759393577,4.148922869412383,3.8152540789694527,4.140758759393577,4.148922869412383
W kernel support bw6 [uv-pixels],,,7.8893048747057355,15.548271870421734,5.88766199564446,19.884760395550856,,,,,,,,,,,,,10.25414233118957,12.872461163575817,19.432672164331922,22.88930176228453,,,,,,,,,6.288757068214602,5.764895583306325,8.011516625228042,11.708067615391853,10.22435530287774,15.755976000275739,,,10.08812366787273,5.488906947984165,8.995686715478888,7.118496355543174,5.488906947984165,8.995686715478888,6.770593057874067,8.898779779250445,7.654933420563013,5.570656386196985,5.819039692573171,5.830522346448788,5.361249541954144,5.819039692573171,5.830522346448788
W kernel support bw7 [uv-pixels],,,9.968236056459494,19.659337542092423,7.437478249195559,25.150978668018528,,,,,,,,,,,,,,,,,,,,,,,,,7.944524103372171,7.282290426945781,10.122782649912683,,,,,,12.749302722376859,6.933429465452726,11.367461990277986,8.993562843939163,6.933429465452726,11.367461990277986,8.553689492398904,11.244894737611002,9.671863661968567,7.036762138210303,7.350733011281599,7.365248117742129,6.772071694310739,7.350733011281599,7.365248117742129
W kernel support bw8 [uv-pixels],,,11.438594027948977,22.5697216711916,8.53328041060663,28.88083167347056,,,,,,,,,,,,,,,,,,,,,,,,,9.11531304856726,8.355147849527992,11.616035992133241,,,,,,14.632029266302805,7.954717600761397,13.045197594475297,10.319585186667327,7.954717600761397,13.045197594475297,9.814606011199498,12.904456928092278,11.098322369397,8.07332360848515,8.433709421415191,8.450370603766078,7.769512496363369,8.433709421415191,8.450370603766078
W kernel support bw9 [uv-pixels],,,13.310080820754518,26.277192689996944,9.927657233886926,33.634099024916054,,,,,,,,,,,,,,,,,,,,,,,,,10.605191547965992,9.720304448927472,13.516693479993805,,,,,,17.029016642957426,9.254203518190135,15.180927497791272,12.00719273368728,9.254203518190135,15.180927497791272,10.223237707400106,13.442365579318041,11.560633751423696,9.392258847104477,9.81175249362034,9.831146711961184,9.0386315667988,9.81175249362034,9.831146711961184
W kernel support bw10 [uv-pixels],,,15.100778825749524,29.82770339746042,11.26147176857569,38.18800948279708,,,,,,,,,,,,,,,,,,,,,,,,,12.030442552076963,11.0261443005936,15.335332001298836,,,,,,19.323160257858127,10.497174973832685,17.224750780770336,13.621782780087022,10.497174973832685,17.224750780770336,,,,10.653849249245855,11.129929418643634,11.151940173711791,10.252533408886762,11.129929418643634,11.151940173711791
W kernel support bw11 [uv-pixels],,,16.826162473257167,33.25142593416739,12.546311019529455,42.580950100506506,,,,,,,,,,,,,,,,,,,,,,,,,13.403433788424845,12.284015264943296,17.087662649745795,,,,,,21.534181253250626,11.694441895216162,19.19428164713736,15.177335301849169,11.694441895216162,19.19428164713736,,,,11.869064127364714,12.399693538263548,12.424226698678165,11.421778981298615,12.399693538263548,12.424226698678165
AW kernel support bw0 [uv-pixels],9.049227070499349,9.261640782004875,9.093285233618722,9.355025993349583,9.052170450899702,9.572227888258467,9.041086128530196,9.026171023169752,9.033483077976003,9.121356555739002,9.024413361069232,9.026171023169752,9.033483077976003,9.121356555739002,9.024413361069232,9.026171023169752,9.033483077976003,9.121356555739002,9.251619883265954,9.392739386484406,9.86880833376839,10.183255382389248,9.408006409404798,9.280706694184074,9.650878223284852,12.616456261034356,9.767100174083158,9.360369254597016,9.718203246600117,13.64990552656711,9.05947335871958,9.05002950447863,9.096171936646533,9.234515150344953,9.179590524998707,9.419229337116217,9.364917240853156,9.68707025299439,9.151753967931658,9.045378221621899,9.120982016717285,9.076072827466794,9.045378221621899,9.120982016717285,9.068868507577907,9.118416039351931,9.087869796651486,9.046732603227646,9.05096827810735,9.051168475917411,9.043302621042606,9.05096827810735,9.051168475917411
AW kernel support bw1 [uv-pixels],9.138763838194231,9.723731893603079,9.17082314655671,9.643193152612712,9.09569514855535,10.02803917192476,9.115899073335184,9.073920540406174,9.094514435623212,9.339872263806903,9.06896618458416,9.073920540406174,9.094514435623212,9.339872263806903,9.06896618458416,9.073920540406174,9.094514435623212,9.339872263806903,9.457758655131686,9.71045662069389,10.544349742393468,11.081652430853856,9.737631768879027,9.510070755687702,10.165941748330205,15.004920517268852,10.368402006364056,9.652734785109331,10.283409981592298,16.591366302842637,9.109058498801538,9.091775955609092,9.176088205995264,9.42693951111256,9.327688777799734,9.757588747371962,9.660853213444943,10.229154240881009,9.277216756533985,9.08325895908949,9.221286819838008,9.139402911564058,9.08325895908949,9.221286819838008,9.12623835386766,9.216616514132557,9.160942483654962,9.085739316843288,9.093494550440791,9.0938610313168,9.079457249710183,9.093494550440791,9.0938610313168
AW kernel support bw2 [uv-pixels],9.388015344480873,10.930460661902567,9.2619180846962,9.974318626163598,9.14702230017438,10.543514828512139,9.32474767851319,9.207910605627736,9.265339872014707,9.933909437076728,9.194062412448277,9.207910605627736,9.265339872014707,9.933909437076728,9.194062412448277,9.207910605627736,9.265339872014707,9.933909437076728,9.696615212236203,10.074472975777985,11.29410863606681,12.062067492548897,10.114852547830974,9.775200725352745,10.745352850738996,17.424668863724897,11.039841975452905,9.988544193587447,10.916473831353763,19.52246916023457,9.167493436745294,9.141015727366753,9.269952727494957,9.650224794816994,9.500349056376796,10.144476407480393,10.000643139075041,10.837527179406285,9.423844983590822,9.127958136908612,9.338834759005517,9.213922679692878,9.127958136908612,9.338834759005517,9.19378926405511,9.331724909513252,9.246833780491873,9.131761449209705,9.143649810757996,9.144211482761799,9.122127707497262,9.143649810757996,9.144211482761799
AW kernel support bw3 [uv-pixels],10.061959352157118,13.798981753677328,9.476293579661553,10.725724228739821,9.268625959624243,11.68623193899534,9.89348149649952,9.577803287261156,9.733730307098721,11.455273227141824,9.539976282296927,9.577803287261156,9.733730307098721,11.455273227141824,9.539976282296927,9.577803287261156,9.733730307098721,11.455273227141824,10.245800101979858,10.896859299927106,12.91500990595632,14.138370840479228,10.965582727979887,10.382456573432503,12.020439326906054,22.183362725094987,12.502901912363729,10.750091764304806,12.30149555485632,25.209555488185796,9.305769092630978,9.257715592376035,9.490743980990468,10.164799077070294,9.901350641167173,11.015903206119276,10.770800680216544,12.172080982469565,9.765791617885196,9.233978917108143,9.614256154175957,9.389779980093971,9.233978917108143,9.614256154175957,9.35338889265991,9.601538059855612,9.449139347642525,9.240895413412423,9.262500823679789,9.263521054797817,9.223371755019446,9.262500823679789,9.263521054797817
AW kernel support bw4 [uv-pixels],11.768883430230131,19.819600651045313,9.998957886404726,12.430290582223211,9.569715871357035,14.18010607535444,11.4112074576759,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,11.522013784560755,12.74807101865683,16.32537420556341,18.390814242701502,12.874874682834694,11.783419856167642,14.77233637843804,31.189704090519555,,,,,9.647165803306795,9.546907409282824,10.028495938515421,11.365928042369882,10.851902117601162,12.967440699840932,11.61925790100358,13.588574464485202,10.58327776642804,9.49719218614422,10.27932823052085,9.821237856740659,9.49719218614422,10.27932823052085,9.746019924166431,10.253632206726492,9.943339756280597,9.511691647369558,9.556914378962501,9.559047239842775,9.474934497139083,9.556914378962501,9.559047239842775
AW kernel support bw5 [uv-pixels],,,10.606537233759548,14.252466208514303,9.927351965495511,16.750960646825632,,,,,,,,,,,,,12.92134460663577,14.71188681026315,19.736703046912556,22.560568060817886,,,,,,,,,10.051020273179725,9.890831902211568,10.652748652595164,12.689478686521403,11.918168558448375,15.027393726962421,,,11.509802084520794,9.811067378396315,11.042707190274706,10.327122495367096,9.811067378396315,11.042707190274706,10.208121937235209,11.002953927282123,10.51935040689756,9.834353927581567,9.906860405975983,9.910275524743652,9.775283304697263,9.906860405975983,9.910275524743652
AW kernel support bw6 [uv-pixels],,,11.968338707024284,17.965209660801282,10.754746104625442,21.826673956158963,,,,,,,,,,,,,13.643585853737054,15.70669463661173,21.41561924032085,24.595124215277337,,,,,,,,,10.979456519473954,10.688031675029073,12.049248882660915,14.767492924886998,13.621212918073198,18.145268797162117,,,13.519254385442046,10.541731332358497,12.72487247413676,11.47488520046634,10.541731332358497,12.72487247413676,11.262367884034534,12.65655093457916,11.815159993552882,10.584527035870675,10.71733282788876,10.72357173857846,10.475829162939968,10.71733282788876,10.72357173857846
AW kernel support bw7 [uv-pixels],,,13.430030903810279,21.62150671423998,11.675447858958432,26.712763390542786,,,,,,,,,,,,,,,,,,,,,,,,,12.004810003871839,11.577208379500913,13.545136713129672,,,,,,15.605919386784171,11.361005419962094,14.498937619715962,12.723371118845945,11.361005419962094,14.498937619715962,12.416344225752418,14.40304334715242,13.211545961609035,11.424360874453768,11.620381912964179,11.6295692025072,11.263256857272,11.620381912964179,11.6295692025072
AW kernel support bw8 [uv-pixels],,,14.554773558397601,24.297990376058998,12.402293117244199,30.250660127530114,,,,,,,,,,,,,,,,,,,,,,,,,12.809720214484802,12.280411051242227,14.694634809022473,,,,,,17.178366640922,12.011558271426033,15.848570291319787,13.692838946868678,12.011558271426033,15.848570291319787,13.316399331466194,15.732927528244348,14.288903366425917,12.090432336658756,12.333995889608012,12.34539441820284,11.889715069384403,12.333995889608012,12.34539441820284
AW kernel support bw9 [uv-pixels],,,16.06730380166558,27.775724214990845,13.399939483204667,34.81741830202031,,,,,,,,,,,,,,,,,,,,,,,,,13.90935252875019,13.24704942920646,16.23887319465569,,,,,,19.26103340493757,12.90892260245148,17.648245229857704,15.00575480753676,12.90892260245148,17.648245229857704,13.62037404853506,16.177057593024585,14.650878906555631,13.008248392885658,13.3142963387505,13.328595037441312,12.755267954862092,13.3142963387505,13.328595037441312
AW kernel support bw10 [uv-pixels],,,17.57934928102304,31.15592864876397,14.415989261733905,39.234220627638315,,,,,,,,,,,,,,,,,,,,,,,,,15.024365144618393,14.232914604448126,17.781237515709083,,,,,,21.316297106928953,13.827171888396384,19.4343005909564,16.32644989297659,13.827171888396384,19.4343005909564,,,,13.946487150019408,14.313466696226637,14.330588600544186,13.642376673451706,14.313466696226637,14.330588600544186
AW kernel support bw11 [uv-pixels],,,19.081921904683703,34.44789292040109,15.440528494801146,43.52168782873459,,,,,,,,,,,,,,,,,,,,,,,,,16.14472165510105,15.22816571453568,19.312902806971238,,,,,,23.339257962665627,14.756692422104182,21.199538861721358,17.64515533694042,14.756692422104182,21.199538861721358,,,,14.895458477653378,15.321631761756148,15.341493051856043,14.541562333450791,15.321631761756148,15.341493051856043
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.5063606974686099,0.18759203703738184,18.368815055310044,2.20348817779577,44.077306451230164,5.696616295869961,84.61261895693447,13.527814225271756,2.5510904568029713,1.4067901008573838,57.397865880808304,13.527814225271756,2.5510904568029713,1.4067901008573838,57.397865880808304,13.527814225271756,2.5510904568029713,1.4067901008573838,71.99202191329408,7.56623513551688,1.0436780378274224,0.6722897458980699,8.753446657748922,4.4029143052548605,0.3140382482237513,0.06552013511915286,2.7012644616536803,1.63124995306768,0.3484592627262358,0.02608588359133024,2612.9619790834686,36.20519613620647,124.52172967670549,51.02226411316005,21.318440339684866,6.047239951147361,6.524033497691769,0.5743874010970786,370.75658929814296,341.6536978343836,75.21303260128477,1304.034679357868,341.6536978343836,75.21303260128477,564.7462597884631,65.73822589052511,38.4555915597785,2284.9353292111605,348.65373336021094,174.78377097613927,3226.9364065189507,348.65373336021094,174.78377097613927
Snapshot vis size1 [GB],0.13672985450261874,0.05065446836256705,1.5121614688892864,0.18139601871883446,3.628541322196377,0.46895804872133967,22.84749021182545,3.652842884541857,0.6888572290966811,0.3798679612528153,15.498836876316323,3.652842884541857,0.6888572290966811,0.3798679612528153,15.498836876316323,3.652842884541857,0.6888572290966811,0.3798679612528153,5.926542418600173,0.6228692053370894,0.08591788365098572,0.05534437831810764,0.7206030827774701,0.36245764047274104,0.025852322933817614,0.005393762388334439,0.22237406299171378,0.1342881028378217,0.028685936952686494,0.002147447613249164,215.1048073893312,2.980491795790831,10.25090410511422,4.200265592260379,1.7549811439343475,0.49782216325432005,0.5370728621986214,0.047284840831546916,30.52150217557943,28.125687803653353,6.19170314010529,107.35101803152646,28.125687803653353,6.19170314010529,46.491160762413074,5.411716102833521,3.1657493226941074,188.1009283033828,28.701946205250813,14.388586474492449,265.6485397561562,28.701946205250813,14.388586474492449
