,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Frequencies backward grid2,65536.0,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,65536.0,65536.0,26037.867607994198,65536.0,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,65536.0,65536.0,65536.0,65536.0,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,65536.0,57939.42669078791
Frequencies backward fft,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40
Channels out,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712
Averaged rate0 [M/s],4702.156614425932,2883.499700558089,2883.499700558089,1068.006804412988,1068.006804412988,1068.006804412988,4702.156614425932,4702.156614425932,1868.1965850597633,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,3484.141185264127,3484.141185264127,3484.141185264127,5557.019537169209,5557.019537169209,4060.7108579111855,5557.019537169209,5557.019537169209,5557.019537169209,2452.0327412276342,2452.0327412276342,2452.0327412276342,5557.019537169209,5557.019537169209,2857.804980276487,5557.019537169209,3022.5505696250966,3022.5505696250966,1119.4685092054617,1119.4685092054617,1119.4685092054617,5557.019537169209,5557.019537169209,1304.7226481518687,5557.019537169209,5557.019537169209,5557.019537169209,4215.3132755811985,4215.3132755811985,4215.3132755811985,5557.019537169209,5557.019537169209,4912.880341996635
Averaged rate1 [M/s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Averaged rate2 [M/s],624.5514475564056,382.9931794459978,382.9931794459978,141.85516357533257,141.85516357533257,141.85516357533257,624.5514475564056,624.5514475564056,248.1382431923648,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,2.642169756765482,2.642169756765482,2.642169756765482,4.214119973370234,4.214119973370234,3.079406616792653,4.214119973370234,4.214119973370234,4.214119973370234,1.859478823324227,1.859478823324227,1.859478823324227,4.214119973370234,4.214119973370234,2.167192857039143,4.214119973370234,2.2921263171349637,2.2921263171349637,0.8489397189711713,0.8489397189711713,0.8489397189711713,4.214119973370234,4.214119973370234,0.9894256686536957,4.214119973370234,4.214119973370234,4.214119973370234,3.1966480862308573,3.1966480862308573,3.1966480862308573,4.214119973370234,4.214119973370234,3.7256423227427637
Predict rate0 [M/s],423.19409529833393,3.8989097686805114,3.8989097686805114,3.6105665099345465,3.6105665099345465,3.6105665099345465,423.19409529833393,423.19409529833393,10.514494658907426,135.53706188217586,1.3804261272001723,1.3804261272001723,1.1930493754058977,1.1930493754058977,1.1930493754058977,77.79827352036897,241.60954509431352,6.894754097365014,129.2330124923072,0.8783648719142416,0.8783648719142416,0.6507360136811627,0.9759200943043251,2.7014754615029704,77.79827352036897,241.60954509431352,3.65898470843824,129.2330124923072,0.8027562030187273,0.8027562030187273,1.901214226331192,1.901214226331192,1.901214226331192,241.60954509431352,241.60954509431352,2.575079817033035,129.2330124923072,0.3610270064311841,0.3610270064311841,0.8679955239481958,0.8679955239481958,0.8679955239481958,241.60954509431352,241.60954509431352,1.175647178000239,132.3099889802193,1.4012504768138847,1.4012504768138847,3.346204572217697,3.346204572217697,3.346204572217697,241.60954509431352,241.60954509431352,4.549800775197805
Predict rate1 [M/s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Predict rate2 [M/s],624.5514475564058,30.64180320582059,30.64180320582059,28.372268931704053,28.372268931704053,28.372268931704053,624.5514475564058,624.5514475564058,248.1382431923649,4.214119973370235,0.7473977398473688,0.7473977398473688,0.6459008802550613,0.6459008802550613,0.6459008802550613,2.1070599866851176,4.214119973370235,4.214119973370235,4.214119973370235,0.7133904186147975,0.7133904186147975,0.35229328723349124,0.7926549133743501,2.6421697567654823,2.1070599866851176,4.214119973370235,3.079406616792654,4.214119973370235,0.6024735947939167,0.6024735947939167,1.8594788233242272,1.8594788233242272,1.8594788233242272,4.214119973370235,4.214119973370235,2.1671928570391428,4.214119973370235,0.27505759989996786,0.27505759989996786,0.8489397189711714,0.8489397189711714,0.8489397189711714,4.214119973370235,4.214119973370235,0.989425668653696,4.214119973370235,1.0357181429903008,1.0357181429903008,3.1966480862308577,3.1966480862308577,3.1966480862308577,4.214119973370235,4.214119973370235,3.7256423227427646
Backward rate0 [M/s],423.19409529833393,3.8989097686805114,3.8989097686805114,3.6105665099345465,3.6105665099345465,3.6105665099345465,423.19409529833393,423.19409529833393,10.514494658907426,135.53706188217586,1.3804261272001723,1.3804261272001723,1.1930493754058977,1.1930493754058977,1.1930493754058977,77.79827352036897,241.60954509431352,6.894754097365014,129.2330124923072,0.8783648719142416,0.8783648719142416,0.6507360136811627,0.9759200943043251,2.7014754615029704,77.79827352036897,241.60954509431352,3.65898470843824,129.2330124923072,0.8027562030187273,0.8027562030187273,1.901214226331192,1.901214226331192,1.901214226331192,241.60954509431352,241.60954509431352,2.575079817033035,129.2330124923072,0.3610270064311841,0.3610270064311841,0.8679955239481958,0.8679955239481958,0.8679955239481958,241.60954509431352,241.60954509431352,1.175647178000239,132.3099889802193,1.4012504768138847,1.4012504768138847,3.346204572217697,3.346204572217697,3.346204572217697,241.60954509431352,241.60954509431352,4.549800775197805
Backward rate1 [M/s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Backward rate2 [M/s],624.5514475564058,30.64180320582059,30.64180320582059,28.372268931704053,28.372268931704053,28.372268931704053,624.5514475564058,624.5514475564058,248.1382431923649,4.214119973370235,0.7473977398473688,0.7473977398473688,0.6459008802550613,0.6459008802550613,0.6459008802550613,2.1070599866851176,4.214119973370235,4.214119973370235,4.214119973370235,0.7133904186147975,0.7133904186147975,0.35229328723349124,0.7926549133743501,2.6421697567654823,2.1070599866851176,4.214119973370235,3.079406616792654,4.214119973370235,0.6024735947939167,0.6024735947939167,1.8594788233242272,1.8594788233242272,1.8594788233242272,4.214119973370235,4.214119973370235,2.1671928570391428,4.214119973370235,0.27505759989996786,0.27505759989996786,0.8489397189711714,0.8489397189711714,0.8489397189711714,4.214119973370235,4.214119973370235,0.989425668653696,4.214119973370235,1.0357181429903008,1.0357181429903008,3.1966480862308577,3.1966480862308577,3.1966480862308577,4.214119973370235,4.214119973370235,3.7256423227427646
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471
Delta W earth1 [lambda],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Delta W earth2 [lambda],24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],155.63480943310623,1.3725347303590185,1.372534730118698,1.4299630544640594,1.183694541160734,0.9425115916016726,2.3548338663879864,155.63480943310623,0.04323189150919617,1149.3032081213998,27.4678253066419,27.467825306268782,23.861879039572845,25.81755854077346,20.784394378963537,172.83815132845783,1149.3032081213998,0.3192508911448333,2702.64973146789,115.90758190198338,115.9075776752202,119.82228604086461,87.78028905931038,44.38872242695523,743.4961034824157,2702.64973146789,0.7507360365188583,12221.812870083815,1282.7247748787604,1282.7247933137828,478.99446925778864,602.759913357342,465.9523523695826,3234.5589819496367,12221.812870083815,3.3949480194677264,27201.2661391692,6291.875875754082,6291.87536419312,2348.904989650803,2955.636750098822,2285.0217538558145,11901.287805507343,27201.2661391692,7.555907260880334,13615.88991834769,1190.0376045314413,1190.037634777092,461.9867301486582,583.390214340045,450.3677013469693,3783.987598839862,13615.88991834769,3.782191643985469
Delta W snapshot1 [lambda],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Delta W snapshot2 [lambda],2490.1569509296996,21.960555685744296,21.96055568189917,22.87940887142495,18.939112658571744,15.080185465626762,37.67734186220778,2490.1569509296996,0.6917102641471388,34479.096243641994,824.034759199257,824.0347591880634,715.8563711871853,774.5267562232038,623.5318313689062,5185.144539853735,34479.096243641994,9.577526734344998,81079.4919440367,3477.2274570595014,3477.227330256606,3594.6685812259384,2633.408671779311,1331.661672808657,22304.883104472472,81079.4919440367,22.52208109556575,366654.38610251446,38481.743246362814,38481.74379941348,14369.834077733658,18082.79740072026,13978.570571087479,97036.7694584891,366654.38610251446,101.84844058403179,816037.984175076,188756.27627262246,188756.2609257936,70467.1496895241,88669.10250296467,68550.65261567442,357038.6341652203,816037.984175076,226.67721782641,408476.6975504307,35701.12813594324,35701.129043312765,13859.601904459745,17501.70643020135,13511.03104040908,113519.62796519586,408476.6975504307,113.46574931956408
Delta W max0 [lambda],155.63480943310623,1.3725347303590185,1.372534730118698,1.4299630544640594,1.183694541160734,0.9425115916016726,2.3548338663879864,155.63480943310623,0.09440398684029373,1149.3032081213998,27.4678253066419,27.467825306268782,23.861879039572845,25.81755854077346,20.784394378963537,172.83815132845783,1149.3032081213998,0.8580149336490602,2702.64973146789,115.90758190198338,115.9075776752202,119.82228604086461,87.78028905931038,44.38872242695523,743.4961034824157,2702.64973146789,2.0176693266283197,12221.812870083815,1282.7247748787604,1282.7247933137828,478.99446925778864,602.759913357342,465.9523523695826,3234.5589819496367,12221.812870083815,9.124222298080035,27201.2661391692,6291.875875754082,6291.87536419312,2348.904989650803,2955.636750098822,2285.0217538558145,11901.287805507343,27201.2661391692,20.307167331168195,13615.88991834769,1190.0376045314413,1190.037634777092,461.9867301486582,583.390214340045,450.3677013469693,3783.987598839862,13615.88991834769,10.164973700856471
Delta W max1 [lambda],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Delta W max2 [lambda],2490.1569509296996,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,37.67734186220778,2490.1569509296996,24.167420631115196,34479.096243641994,824.034759199257,824.0347591880634,772.2134402841542,774.5267562232038,772.2134402841542,5185.144539853735,34479.096243641994,772.2134402841542,81079.4919440367,3477.2274570595014,3477.227330256606,3594.6685812259384,2633.408671779311,1815.9023939654878,22304.883104472472,81079.4919440367,1815.9023939654878,366654.38610251446,38481.743246362814,38481.74379941348,14369.834077733658,18082.79740072026,13978.570571087479,97036.7694584891,366654.38610251446,8211.800068272032,816037.984175076,188756.27627262246,188756.2609257936,70467.1496895241,88669.10250296467,68550.65261567442,357038.6341652203,816037.984175076,18276.450598051375,408476.6975504307,35701.12813594324,35701.129043312765,13859.601904459745,17501.70643020135,13511.03104040908,113519.62796519586,408476.6975504307,9148.476330770824
W kernel support pred0 [uv-pixels],51.84058969878098,0.7593388491950014,0.7593388490951771,0.6976092380974288,0.6053241387778299,0.5101615242412687,2.1858615053892674,51.84058969878098,0.16675796919282154,66.08516352964814,1.229633099625365,1.2296330996128193,0.8885168830378993,0.9426601401217224,0.8010097719343251,2.55274584204771,66.08516352964814,0.24736096700338506,32.70585475230759,1.2021622684856115,1.2021622355580148,0.7853163128817005,1.1429611192250666,1.475309673242117,2.008260016952841,32.70585475230759,0.12374838575339467,10.52146767644403,1.0046220811175435,1.0046220919603588,0.9198974243114044,1.0931951297463207,0.9010245797286507,3.8648651293421565,10.52146767644403,0.040206558978108056,5.682673970560674,0.9844844392851698,0.9844843791750367,0.9012853283788022,1.0710211524080653,0.8828158202243734,3.050693943661707,5.682673970560674,0.02178140887010416,9.906668245235307,0.8246946675646224,0.8246946833028179,0.7775055804270395,0.9263811437064988,0.762777222429083,3.775969649107835,9.906668245235307,0.037870482843733844
W kernel support pred1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
W kernel support pred2 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,5.842695255920037,5.842695255920037,17.658329644020107,445.32610945220534,10.767336770701792,952.9151270818414,15.919767731747633,15.919767731584145,12.15747220194383,12.18496160704015,12.15747220194383,33.25142592861337,952.9151270818414,41.54727978628811,453.6779515075712,15.561830963324146,15.56183053433897,10.141510906467802,14.79075214396125,24.18810613186736,26.098530047990767,453.6779515075712,20.619586676665016,140.32371531681747,12.990529565323648,12.990529706332477,11.889142910228735,14.142879340191488,11.643925411061915,50.591890928745045,140.32371531681747,6.6506664409638026,74.82635479855996,12.728667989969278,12.728667208396079,11.647313048010158,13.854304093500195,11.407379220331713,39.81571402939747,74.82635479855996,3.5949317551364106,131.93061952868786,10.652623969329255,10.652624173644558,10.04015554322198,11.973397132665854,9.849056306128686,49.4128008992296,131.93061952868786,6.262633157716523
AW kernel support pred0 [uv-pixels],52.61603121024387,9.031976278085367,9.031976278076973,9.026996103304736,9.020333547767905,9.014447558270898,9.26164081147302,52.61603121024387,9.001544768554412,66.69519352052542,9.08361148220763,9.083611482205932,9.043752664212096,9.049232461362362,9.035575059437793,9.355025993234433,66.69519352052542,9.003398660950033,33.92157035101767,9.079933596660851,9.079933592301314,9.034197347372821,9.072285275500336,9.120117248805618,9.221339831916586,33.92157035101767,9.000850718847445,13.8456232097532,9.055896726766981,9.055896727969838,9.046889590972953,9.066149987271393,9.044990065957794,9.794752802802375,13.8456232097532,9.000089808851069,10.643908279184288,9.053684863700228,9.05368485716394,9.045016044383276,9.06350298223074,9.043194334550067,9.502985506560252,10.643908279184288,9.00002635717098,13.384396726081963,9.037705532639881,9.037705534075998,9.03352173449509,9.047551161690933,9.032265999795213,9.760017765915364,13.384396726081963,9.000079675951254
AW kernel support pred1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AW kernel support pred2 [uv-pixels],445.41704475675107,11.137597081823177,11.137597081823177,10.730195145175625,10.730195145175625,10.730195145175625,19.8196015554521,445.41704475675107,14.033372407718215,952.9576272958844,18.287673570817947,18.287673570675622,15.126272850277326,15.148375799571465,15.126272850277326,34.44789291503998,952.9576272958844,42.510898104369716,453.7672130995211,17.976945873286546,17.976945501933432,13.559138743519272,17.313761838032033,25.808225011543886,27.606761321565354,453.7672130995211,22.498163363183703,140.6120374659127,15.803602702787357,15.80360281869633,14.911462676070455,16.763682054704308,14.71669116949776,51.38617934567656,140.6120374659127,11.190682021617901,75.3656644131794,15.589066322229455,15.58906568406515,14.719371631912406,16.52094857794722,14.530254666607043,40.820228853728366,75.3656644131794,9.691415496411665,132.23724274660069,13.945551169886699,13.945551325957553,13.483498186008372,14.97872621074739,13.341810601312448,50.22573934455227,132.23724274660069,10.964514310635488
W kernel support bw0 [uv-pixels],51.84058969878098,0.7593388491950014,0.7593388490951771,0.6976092380974288,0.6053241387778299,0.5101615242412687,2.1858615053892674,51.84058969878098,0.16675796919282154,66.08516352964814,1.229633099625365,1.2296330996128193,0.8885168830378993,0.9426601401217224,0.8010097719343251,2.55274584204771,66.08516352964814,0.24736096700338506,32.70585475230759,1.2021622684856115,1.2021622355580148,0.7853163128817005,1.1429611192250666,1.475309673242117,2.008260016952841,32.70585475230759,0.12374838575339467,10.52146767644403,1.0046220811175435,1.0046220919603588,0.9198974243114044,1.0931951297463207,0.9010245797286507,3.8648651293421565,10.52146767644403,0.040206558978108056,5.682673970560674,0.9844844392851698,0.9844843791750367,0.9012853283788022,1.0710211524080653,0.8828158202243734,3.050693943661707,5.682673970560674,0.02178140887010416,9.906668245235307,0.8246946675646224,0.8246946833028179,0.7775055804270395,0.9263811437064988,0.762777222429083,3.775969649107835,9.906668245235307,0.037870482843733844
W kernel support bw1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
W kernel support bw2 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,5.842695255920037,5.842695255920037,17.658329644020107,445.32610945220534,10.767336770701792,952.9151270818414,15.919767731747633,15.919767731584145,12.15747220194383,12.18496160704015,12.15747220194383,33.25142592861337,952.9151270818414,41.54727978628811,453.6779515075712,15.561830963324146,15.56183053433897,10.141510906467802,14.79075214396125,24.18810613186736,26.098530047990767,453.6779515075712,20.619586676665016,140.32371531681747,12.990529565323648,12.990529706332477,11.889142910228735,14.142879340191488,11.643925411061915,50.591890928745045,140.32371531681747,6.6506664409638026,74.82635479855996,12.728667989969278,12.728667208396079,11.647313048010158,13.854304093500195,11.407379220331713,39.81571402939747,74.82635479855996,3.5949317551364106,131.93061952868786,10.652623969329255,10.652624173644558,10.04015554322198,11.973397132665854,9.849056306128686,49.4128008992296,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.61603121024387,9.031976278085367,9.031976278076973,9.026996103304736,9.020333547767905,9.014447558270898,9.26164081147302,52.61603121024387,9.001544768554412,66.69519352052542,9.08361148220763,9.083611482205932,9.043752664212096,9.049232461362362,9.035575059437793,9.355025993234433,66.69519352052542,9.003398660950033,33.92157035101767,9.079933596660851,9.079933592301314,9.034197347372821,9.072285275500336,9.120117248805618,9.221339831916586,33.92157035101767,9.000850718847445,13.8456232097532,9.055896726766981,9.055896727969838,9.046889590972953,9.066149987271393,9.044990065957794,9.794752802802375,13.8456232097532,9.000089808851069,10.643908279184288,9.053684863700228,9.05368485716394,9.045016044383276,9.06350298223074,9.043194334550067,9.502985506560252,10.643908279184288,9.00002635717098,13.384396726081963,9.037705532639881,9.037705534075998,9.03352173449509,9.047551161690933,9.032265999795213,9.760017765915364,13.384396726081963,9.000079675951254
AW kernel support bw1 [uv-pixels],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AW kernel support bw2 [uv-pixels],445.41704475675107,11.137597081823177,11.137597081823177,10.730195145175625,10.730195145175625,10.730195145175625,19.8196015554521,445.41704475675107,14.033372407718215,952.9576272958844,18.287673570817947,18.287673570675622,15.126272850277326,15.148375799571465,15.126272850277326,34.44789291503998,952.9576272958844,42.510898104369716,453.7672130995211,17.976945873286546,17.976945501933432,13.559138743519272,17.313761838032033,25.808225011543886,27.606761321565354,453.7672130995211,22.498163363183703,140.6120374659127,15.803602702787357,15.80360281869633,14.911462676070455,16.763682054704308,14.71669116949776,51.38617934567656,140.6120374659127,11.190682021617901,75.3656644131794,15.589066322229455,15.58906568406515,14.719371631912406,16.52094857794722,14.530254666607043,40.820228853728366,75.3656644131794,9.691415496411665,132.23724274660069,13.945551169886699,13.945551325957553,13.483498186008372,14.97872621074739,13.341810601312448,50.22573934455227,132.23724274660069,10.964514310635488
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size [GB],25.11667200000001,222.54685350951343,222.5468534705472,8.587703502949966,35.54363773880384,56.60293160372744,0.3800280287680783,25.11667200000001,2.2707797926715796,23.829119999999993,933.0772512092226,933.077251196548,81.0583883302468,438.5089880110209,706.0422643099548,3.583546116882447,23.829119999999993,5.422448639999998,23.829119999999993,1674.3645683093846,1674.3645072508891,108.5249519786195,397.52002609857135,402.035725485548,6.555365892639126,23.829119999999993,3.9623751404211176,23.829119999999993,4097.564481783231,4097.564540672476,67.51606984360221,424.80637064784,656.777344738912,6.306486193764406,23.829119999999993,2.7885992887078097,23.829119999999993,4911.912507252003,4911.912107888963,67.91633347500765,427.29700016632324,660.6921102227701,10.425882891664283,23.829119999999993,1.273126988618121,23.829119999999993,3412.263786528085,3412.2638732531923,100.4845624902328,634.4523189029613,979.5736214115908,6.622343094134612,23.829119999999993,4.7939081643957895
Facet vis size predict [GB],4.9854537725096275,0.4642966611724457,0.464296661091151,0.22395093455511467,0.18538206137087068,1.4760965404615514,30.669211368297987,6.1858464992714355,0.2763834221439654,2.635064191838977,1.4362644274615302,1.4362644274420198,0.5178103967041785,0.5602492665292871,4.510279966124522,60.58929655450053,4.47779535695739,0.31144262221328534,2.5787380638722195,1.980298103085358,1.9802980308704865,0.5561838110061705,0.940075901328163,17.05912995744058,106.52904962608957,4.47779535695739,0.1707959369272175,2.5787380638722195,4.871605139688906,4.871605209702484,2.8648333145109675,3.605066010706927,27.86829301205816,388.32345375722946,4.47779535695739,0.12020098679669187,2.5772525841488574,4.90065460659238,4.900654208144662,2.881605817226527,3.6259363789590466,28.032347018765353,641.9763285873182,4.47779535695739,0.05487741998884857,2.5868511854712066,7.838085679306514,7.838085878517027,4.264888166073236,5.385639584368945,41.57625651364986,407.7724208486165,4.47779535695739,0.20671243551326843
Facet size [GB],3.1779896529421054,1.3344505672290021,1.3344505672290021,1.1440762750591582,1.1440762750591582,1.1440762750591582,3.1779896529421054,3.1779896529421054,0.9267017827979179,113.00063394095704,24.20888683384879,24.20888683384879,18.08010143055313,18.08010143055313,18.08010143055313,10.170057054686135,113.00063394095704,32.95098485718308,98.63054251722187,28.760666198021895,28.760666198021895,15.780886802755495,35.50699530619987,98.63054251722187,8.876748826549967,98.63054251722187,28.760666198021905,100.69798252463274,42.283485654023394,42.283485654023394,100.69798252463274,100.69798252463274,100.69798252463274,100.69798252463274,100.69798252463274,29.363531704182897,97.30194875921865,40.857477491790966,40.857477491790966,97.30194875921865,97.30194875921865,97.30194875921865,97.30194875921865,97.30194875921865,28.373248258188163,106.54404642589141,44.73827127041752,44.73827127041752,106.54404642589141,106.54404642589141,106.54404642589141,106.54404642589141,106.54404642589141,31.06824393778993
