,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Delta W max10 [lambda],,,2842.1342454532396,1677.0325073137913,286441.15109913365,230694.10132264558,,,,,,,,,,,,,,,,,,,,,,,,,136119.9717634606,51362.90598560363,115954.86257869778,,,,,,13785.945714864394,3640.4761701278994,9185.808199462528,3851.4442795131845,3640.4761701278994,9185.808199462528,,,,55431.12867189577,30548.837558931173,67975.3486129558,64901.940422807755,30548.837558931173,67975.3486129558
Delta W max11 [lambda],,,3279.385667830661,1935.03750843899,330509.0204990004,266185.50152612955,,,,,,,,,,,,,,,,,,,,,,,,,157061.50588091608,59264.891521850346,133794.07220618974,,,,,,15906.860440228149,4200.549427070653,10599.009460918302,4443.974168669059,4200.549427070653,10599.009460918302,,,,63958.9946214182,35248.65872184366,78433.09455341054,74886.85433400895,35248.65872184366,78433.09455341054
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],0.9370520659377193,2.171927493283657,1.2937212046601065,7.4456639400672175,0.9673001262628604,3.2583920822489723,0.8518975847664513,0.6792183439556617,1.4913456225990769,1.4646014727487657,0.6633524899218136,0.6792183439556617,1.4913456225990769,1.4646014727487657,0.6633524899218136,0.6792183439556617,1.4913456225990769,1.4646014727487657,2.1177810404403323,2.6642462765727224,4.027277783904078,4.742356267618232,2.7191092438498723,2.2361700276682632,3.46830162453869,8.776787471902724,3.7652675104788957,2.525623514348746,3.61813588564872,10.245279968579744,1.0290431700669274,0.9496680143609263,1.7507075610796958,2.054235828549709,1.7938768401016447,2.7643655681939268,4.912001919133781,3.544634939470342,1.648549884379092,0.8954766515509056,1.1648409301574694,1.163145296495448,0.8954766515509056,1.1648409301574694,1.1058362087359543,1.4604833227402998,1.2482408615024483,0.9139301886688432,0.9569073163570263,1.744989681524644,0.8782816845805009,0.9569073163570263,1.744989681524644
W kernel support pred1 [uv-pixels],1.577150343229641,3.6576764315216526,1.7544280348343366,10.108539670609476,1.3116453641813304,4.42067456781138,1.4337589440227543,1.1430205480603908,2.5107822689959898,2.4657257081827137,1.1163098575405623,1.1430205480603908,2.5107822689959898,2.4657257081827137,1.1163098575405623,1.1430205480603908,2.5107822689959898,2.4657257081827137,2.872520728270503,3.614163483780704,5.46460929816451,6.435702965560481,3.6886293820893585,3.033181579127753,4.705649192803302,11.917952751805089,5.108843986432147,3.426016094771289,4.909076680353702,13.914714946604386,1.395393185174802,1.2877297560148726,2.374426036910198,2.7862890350677163,2.4330002422952464,3.7500571647274388,6.666114725349527,4.809284483976002,2.235817493169162,1.2142277046630428,1.5795969320150975,1.577296807073351,1.2142277046630428,1.5795969320150975,1.499558159518097,1.9806620803757424,1.6927310248997507,1.239256799782013,1.297548878620915,2.366667811453657,1.190905855299462,1.297548878620915,2.366667811453657
W kernel support pred2 [uv-pixels],2.655345975977045,6.163194547090046,2.1778617465689725,12.56014682437983,1.6280876631331662,5.4896331252385435,2.413765669532778,1.9240254371663124,4.228905400280975,4.152943362740564,1.8790379879016348,1.9240254371663124,4.228905400280975,4.152943362740564,1.8790379879016348,1.9240254371663124,4.228905400280975,4.152943362740564,3.566410330224757,4.487650888563141,6.786818545749202,7.993715363445894,4.580157816874328,3.7659642508609945,5.843714779275668,14.810710014017852,6.344718487173957,4.253927129391703,6.096485871558781,17.29494504141721,1.7320663939018401,1.598395258263904,2.9477836430550366,3.4593065513080865,3.02052815249917,4.656468948228141,8.280106316944645,5.972486733790648,2.7756470449584296,1.5071402054349428,1.9607771484061045,1.9579211961559388,1.5071402054349428,1.9607771484061045,1.8613980376761956,2.4587878377088983,2.1012524853496664,1.5382143629170504,1.6105861562230535,2.9381486220048205,1.4781858480273395,1.6105861562230535,2.9381486220048205
W kernel support pred3 [uv-pixels],4.472643991292421,10.393076251437195,2.9540529193779315,17.063562196938314,2.2080548377502405,7.450730280798968,4.06534533199737,3.2398551568319225,7.1270756866393565,6.9988814301413536,3.164039790507147,3.2398551568319225,7.1270756866393565,6.9988814301413536,3.164039790507147,3.2398551568319225,7.1270756866393565,6.9988814301413536,4.838848684038269,6.089784132896985,9.213171633051797,10.853445866120072,6.215416168518471,5.109790003916596,7.931750798799319,20.1262988123881,8.612440343806021,5.772382821801663,8.275167802565603,23.508489314812206,2.3491330933260897,2.167769301461598,3.9990256843658845,4.693437033296208,4.097772034489201,6.319055454325717,11.242743299533501,8.106698708030883,3.765370002590755,2.043960975316453,2.6594681253871775,2.655592746224254,2.043960975316453,2.6594681253871775,2.5246183299671525,3.335305832238685,2.8500910630226888,2.0861196414499075,2.184309393216718,3.9859468938285216,2.0046787608304886,2.184309393216718,3.9859468938285216
W kernel support pred4 [uv-pixels],7.5384462950727915,17.545049785860062,4.338209859382306,25.121345635333736,3.2420059801796994,10.952496707384302,7.015387062886702,6.247242415976737,13.50054431938514,13.50054431938514,5.330491183521604,6.247242415976737,13.50054431938514,13.50054431938514,5.330491183521604,6.247242415976737,13.50054431938514,13.50054431938514,7.109321094164754,8.949559817173192,13.547557952652731,15.963902514986675,9.134418856828027,7.507832547054169,11.66062885635377,29.6424534520114,,,,,3.449284332233343,3.182819242299994,5.8743254281803665,6.895459688255305,6.01951601646372,9.286922780528256,13.970811887501656,10.070933494554714,5.530794467218383,3.000929590856945,3.9052896098732313,3.899594746618495,3.000929590856945,3.9052896098732313,3.7071338684028126,4.898578032166178,4.18542172220317,3.0628646314095236,3.2071194906007823,5.855095587668897,2.9432214748389094,3.2071194906007823,5.855095587668897
W kernel support pred5 [uv-pixels],,,5.588777093724158,32.42799624390208,4.175884916815477,14.120833708657138,,,,,,,,,,,,,9.162017158467147,11.536032624311131,17.471054529001208,20.591759172608864,,,,,,,,,4.443015330442367,4.099610526199459,7.56927805978024,8.886177701907872,7.756505325120952,11.971337988435456,,,7.12630834817356,3.865215445407803,5.030742533136459,5.023402238480928,3.865215445407803,5.030742533136459,4.77533919670605,6.311176375919642,5.391826451695188,3.9450277764069996,4.130926294151738,7.544481079342389,3.790851318251109,4.130926294151738,7.544481079342389
W kernel support pred6 [uv-pixels],,,7.856114963258606,45.732285800175745,5.86844413530558,19.87494007074624,,,,,,,,,,,,,10.13298459423302,12.759790291924409,19.328420884034415,22.783129435749743,,,,,,,,,6.244177899697736,5.761166016564681,10.64369538612838,11.630278662181052,10.15037246143245,15.673536792502864,,,10.020077044586648,5.431512000726614,7.070961988135313,7.060635104565695,5.431512000726614,7.070961988135313,6.711655032417427,8.872721265574459,7.5789908828917945,5.543757409863692,5.805210572382542,10.60878393210656,5.326931500488362,5.805210572382542,10.60878393210656
W kernel support pred7 [uv-pixels],,,9.92626530664295,57.93730416165396,7.413184896212349,25.13853904811707,,,,,,,,,,,,,,,,,,,,,,,,,7.888167269124385,7.277575975930744,13.452146245599762,,,,,,12.663222408442964,6.860882280328364,8.933460882291266,8.92040374581778,6.860882280328364,8.933460882291266,8.479173657110064,11.21193643688079,9.57583378671945,7.002761192984933,7.333251803411857,13.4079786180823,6.728694710113036,7.333251803411857,13.4079786180823
W kernel support pred8 [uv-pixels],,,11.390405931141371,66.59995374250815,8.505395066324745,28.86653326223201,,,,,,,,,,,,,,,,,,,,,,,,,9.050620178937818,8.349736404161472,15.439206762460707,,,,,,14.533173905241625,7.871448161962992,10.250586270170194,10.235596324074239,7.871448161962992,10.250586270170194,9.729063155025813,12.866612055324246,10.988070332982069,8.034296931834486,8.41364362854512,15.388481291942428,7.719725286903919,8.41364362854512,15.388481291942428
W kernel support pred9 [uv-pixels],,,13.253971407894053,77.65996297890538,9.895197418888763,33.61742771588845,,,,,,,,,,,,,,,,,,,,,,,,,10.529881643977374,9.71400539115072,17.969186364670325,,,,,,16.91387813938393,9.15728040451324,11.926860335790018,11.909408274558611,9.15728040451324,11.926860335790018,10.134119377102484,13.402935840283169,11.445769721921826,9.346832278582166,9.788395231269133,17.9101013603149,8.980681826148775,9.788395231269133,17.9101013603149
W kernel support pred10 [uv-pixels],,,15.03708227666061,88.27635179506305,11.224632420236343,38.169060751275325,,,,,,,,,,,,,,,,,,,,,,,,,11.94496712486513,11.018995478580715,20.390774866425375,,,,,,19.192418731774335,10.387181340622444,13.530596851751566,13.510786956219842,10.387181340622444,13.530596851751566,,,,10.602295986771496,11.103420999541184,20.323678627210384,10.186769985455541,11.103420999541184,20.323678627210384
W kernel support pred11 [uv-pixels],,,16.75514868222085,98.53521515107147,12.505249645231789,42.55980089723599,,,,,,,,,,,,,,,,,,,,,,,,,13.30815762139151,12.276047260457988,22.724762763380422,,,,,,21.38838575127567,11.571848972915936,15.075683531500921,15.053600036793474,11.571848972915936,15.075683531500921,,,,11.811604928867814,12.370147335406275,22.64993643334185,11.348483777030117,12.370147335406275,22.64993643334185
AW kernel support pred0 [uv-pixels],10.043807374411267,10.23314560807582,10.083338462800263,12.467474143081962,10.046674551027726,10.517467326389124,10.036220877149471,10.02304033508625,10.110594036259464,10.106683802018239,10.02197767538351,10.02304033508625,10.110594036259464,10.106683802018239,10.02197767538351,10.02304033508625,10.110594036259464,10.106683802018239,10.221790280339766,10.34882641762976,10.780490079246274,11.067517470915414,10.363086175459019,10.246973035616024,10.584380764068237,13.305337212072027,10.685375025026868,10.314008635648475,10.634420872196992,14.316625357764357,10.052807062997946,10.044992251739183,10.152092245661562,10.208814076047096,10.159625687861393,10.37505262611309,11.141263970195391,10.60963886539565,10.134974924551432,10.04001386619923,10.067614136058758,10.067418089101071,10.04001386619923,10.067614136058758,10.060957892792889,10.10608784525459,10.077604142271335,10.04167657265261,10.04567925090671,10.151107771500975,10.03849484322573,10.04567925090671,10.151107771500975
AW kernel support pred1 [uv-pixels],10.123606235188594,10.647938621052855,10.152734495169893,14.219091893376508,10.085653848976692,10.933543050379155,10.102260376250715,10.065112814732295,10.310384454631391,10.299505001115012,10.062114474504959,10.065112814732295,10.310384454631391,10.299505001115012,10.062114474504959,10.065112814732295,10.310384454631391,10.299505001115012,10.404392117483063,10.633070002943358,11.395698959764864,11.891941500904046,10.658610918802362,10.449889496638706,11.05183850432725,15.55755757804735,11.229438404377305,10.57060009089512,11.139974589450036,17.13532293378959,10.096886754897882,10.082571493648143,10.27802991845991,10.380915498497162,10.291719495740677,10.680024753656875,12.018198098364072,11.09636054063729,10.246896108713177,10.073447717577695,10.123987676189236,10.123629053733833,10.073447717577695,10.123987676189236,10.111808674701935,10.194264185150313,10.142255090592927,10.076495294287888,10.083830278838017,10.276240388866487,10.070663173604137,10.083830278838017,10.276240388866487
AW kernel support pred2 [uv-pixels],10.346538660447631,11.746700261149106,10.234406762835278,16.0548213397091,10.131666666390402,11.407719835695314,10.28718934925449,10.18341170153024,10.857423307789265,10.828062549419029,10.175007801470102,10.18341170153024,10.857423307789265,10.828062549419029,10.175007801470102,10.18341170153024,10.857423307789265,10.828062549419029,10.616933768444346,10.960794245747957,12.085566017896113,12.802323434118938,10.99899293696814,10.685620559366827,11.582271039028782,17.87056605481003,11.842949492482308,10.867193566978308,11.711837600569597,19.97786585162794,10.148894225130348,10.126937710958853,10.425422217170047,10.581436661244211,10.446223734921633,11.030988308660874,12.983072079438928,11.647772224133904,10.378064198981738,10.112935854579444,10.19041937437864,10.189870235206959,10.112935854579444,10.19041937437864,10.171764972445283,10.29784626176101,10.218378638863808,10.117613524259774,10.128869027024555,10.422702016511305,10.10866130609332,10.128869027024555,10.422702016511305
AW kernel support pred3 [uv-pixels],10.954658564868382,14.422760968974972,10.427196586354611,19.777895612243032,10.240874287213579,12.470500459773644,10.794768764007536,10.511739220378825,12.279870025496436,12.20591419243874,10.488619918555182,10.511739220378825,12.279870025496436,12.20591419243874,10.488619918555182,10.511739220378825,12.279870025496436,12.20591419243874,11.109205938635709,11.708350472431368,13.597151596568684,14.757956740985485,11.774183544852733,11.229868827556535,12.7637247985944,22.473715845083,13.197504638211631,11.546445489475579,12.979923041398143,25.546997276874624,10.272216230695292,10.232263862135266,10.769967800519092,11.046644340500707,10.807022515320387,11.829220677409126,15.046570270304306,12.873172256393898,10.685411141196688,10.20675151400369,10.347597339960151,10.346601994558352,10.20675151400369,10.347597339960151,10.313762539054608,10.54154945890619,10.398221918555201,10.215277537024782,10.235780748203569,10.765118329141638,10.198957639588707,10.235780748203569,10.765118329141638
AW kernel support pred4 [uv-pixels],12.523105547095605,20.19477090705186,10.90046167756402,27.038528187198008,10.51240233131899,14.830953581117567,12.215386021003106,11.791015130343055,16.800735011292883,16.800735011292883,11.331996128555707,11.791015130343055,16.800735011292883,16.800735011292883,11.331996128555707,11.791015130343055,16.800735011292883,16.800735011292883,12.26957401134758,13.419933715229783,16.838536945960726,18.837361373292115,13.543914052148125,12.504701098171275,15.361323684032902,31.283782486372427,,,,,10.578164415653145,10.494300278206028,11.597745437634266,12.146907602857361,11.671956694250678,13.64723176074528,17.180907566131587,14.192381810384894,11.42758449711108,10.440573662844434,10.73551521525557,10.733444889123648,10.440573662844434,10.73551521525557,10.665028903770454,11.13535211554718,10.840560640146347,10.458543863767048,10.501695835768212,11.588017273923084,10.424133184584361,10.501695835768212,11.588017273923084
AW kernel support pred5 [uv-pixels],,,11.455759660683173,33.93486319987937,10.836882154867562,17.303119505671447,,,,,,,,,,,,,13.56254247595363,15.266959379954177,20.130517786568074,22.891495054336694,,,,,,,,,10.942594995088957,10.80771976258292,12.54168929396158,13.37774847087075,12.655566951291817,15.598491376840194,,,12.279424688202953,10.721002305727717,11.194122137743015,11.190825262221512,10.721002305727717,11.194122137743015,11.081690504773952,11.825013625698965,11.360976739928654,10.750034611880222,10.819637334389459,12.526739190889035,10.69441694142725,10.819637334389459,12.526739190889035
AW kernel support pred6 [uv-pixels],,,12.716860552665338,46.812839739850816,11.594767637568355,22.248893069448528,,,,,,,,,,,,,14.236480491573882,16.21148507367195,21.76207374930932,24.881137170276734,,,,,,,,,11.789391741861564,11.54084199139819,14.60439151326376,15.338297876882686,14.248861747725897,18.591927161699537,,,14.15633935660813,11.379864788917187,12.247387616861586,12.241428351292402,11.379864788917187,12.247387616861586,12.043517479298735,13.368813808882868,12.547553658102322,11.433864010885323,11.562891930209416,14.5789676081032,11.330322114172006,11.562891930209416,14.5789676081032
AW kernel support pred7 [uv-pixels],,,14.090093787404804,58.79397259515643,12.448104687277935,27.0545032383466,,,,,,,,,,,,,,,,,,,,,,,,,12.736686494755427,12.367825681397855,16.76186858953988,,,,,,16.13558805143748,12.127312384222801,13.409202934381605,13.400507564581272,12.127312384222801,13.409202934381605,13.110926203263798,15.023565444482715,13.84545386438732,12.208139265505443,12.400668611500077,16.726442856236712,12.05302171664447,12.400668611500077,16.726442856236712
AW kernel support pred8 [uv-pixels],,,15.157220961514698,67.34652061171552,13.127899498177968,30.549578435381843,,,,,,,,,,,,,,,,,,,,,,,,,13.48753964307043,13.02758987760128,18.39481191678818,,,,,,17.641234190384644,12.726338678758733,14.320423139076642,14.309697135488301,12.726338678758733,14.320423139076642,13.951869762669117,16.295695928134375,14.857243675815534,12.827701555184586,13.068641823393811,18.352257530681673,12.633058161239653,13.068641823393811,18.352257530681673
AW kernel support pred9 [uv-pixels],,,16.603245408090345,78.30114845827585,14.068224193507254,35.073229766204655,,,,,,,,,,,,,,,,,,,,,,,,,14.521653054531074,13.941373703452081,20.56432976316646,,,,,,19.648900063716788,13.55934306693662,15.564382334980118,15.551013003985469,13.55934306693662,15.564382334980118,14.237288209113562,16.72240081862491,15.198869843750305,13.688070486520203,13.99330844380743,20.512721192878182,13.44070854019679,13.99330844380743,20.512721192878182
AW kernel support pred10 [uv-pixels],,,18.058622411331953,88.8409493772198,15.033042704968969,39.45728321406006,,,,,,,,,,,,,,,,,,,,,,,,,15.578261764847475,14.880129749332909,22.71087183824621,,,,,,21.64137095416467,14.418513661365205,16.824893793561653,16.808966778965335,14.418513661365205,16.824893793561653,,,,14.574247156924125,14.942756034047138,22.650649283014562,14.27481287921414,14.942756034047138,22.650649283014562
AW kernel support pred11 [uv-pixels],,,19.51243212322152,99.04134805659676,16.011910213636902,43.71883635702544,,,,,,,,,,,,,,,,,,,,,,,,,16.646532950611697,15.8335509706761,24.82770312880193,,,,,,23.61065532858781,15.294040952344007,18.090777593624,18.072378760632166,15.294040952344007,18.090777593624,,,,15.476240208644166,15.90661953715053,24.75923303405068,15.12574242929965,15.90661953715053,24.75923303405068
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],0.9370520659377193,2.171927493283657,1.2937212046601065,7.4456639400672175,0.9673001262628604,3.2583920822489723,0.8518975847664513,0.6792183439556617,1.4913456225990769,1.4646014727487657,0.6633524899218136,0.6792183439556617,1.4913456225990769,1.4646014727487657,0.6633524899218136,0.6792183439556617,1.4913456225990769,1.4646014727487657,2.1177810404403323,2.6642462765727224,4.027277783904078,4.742356267618232,2.7191092438498723,2.2361700276682632,3.46830162453869,8.776787471902724,3.7652675104788957,2.525623514348746,3.61813588564872,10.245279968579744,1.0290431700669274,0.9496680143609263,1.7507075610796958,2.054235828549709,1.7938768401016447,2.7643655681939268,4.912001919133781,3.544634939470342,1.648549884379092,0.8954766515509056,1.1648409301574694,1.163145296495448,0.8954766515509056,1.1648409301574694,1.1058362087359543,1.4604833227402998,1.2482408615024483,0.9139301886688432,0.9569073163570263,1.744989681524644,0.8782816845805009,0.9569073163570263,1.744989681524644
W kernel support bw1 [uv-pixels],1.577150343229641,3.6576764315216526,1.7544280348343366,10.108539670609476,1.3116453641813304,4.42067456781138,1.4337589440227543,1.1430205480603908,2.5107822689959898,2.4657257081827137,1.1163098575405623,1.1430205480603908,2.5107822689959898,2.4657257081827137,1.1163098575405623,1.1430205480603908,2.5107822689959898,2.4657257081827137,2.872520728270503,3.614163483780704,5.46460929816451,6.435702965560481,3.6886293820893585,3.033181579127753,4.705649192803302,11.917952751805089,5.108843986432147,3.426016094771289,4.909076680353702,13.914714946604386,1.395393185174802,1.2877297560148726,2.374426036910198,2.7862890350677163,2.4330002422952464,3.7500571647274388,6.666114725349527,4.809284483976002,2.235817493169162,1.2142277046630428,1.5795969320150975,1.577296807073351,1.2142277046630428,1.5795969320150975,1.499558159518097,1.9806620803757424,1.6927310248997507,1.239256799782013,1.297548878620915,2.366667811453657,1.190905855299462,1.297548878620915,2.366667811453657
W kernel support bw2 [uv-pixels],2.655345975977045,6.163194547090046,2.1778617465689725,12.56014682437983,1.6280876631331662,5.4896331252385435,2.413765669532778,1.9240254371663124,4.228905400280975,4.152943362740564,1.8790379879016348,1.9240254371663124,4.228905400280975,4.152943362740564,1.8790379879016348,1.9240254371663124,4.228905400280975,4.152943362740564,3.566410330224757,4.487650888563141,6.786818545749202,7.993715363445894,4.580157816874328,3.7659642508609945,5.843714779275668,14.810710014017852,6.344718487173957,4.253927129391703,6.096485871558781,17.29494504141721,1.7320663939018401,1.598395258263904,2.9477836430550366,3.4593065513080865,3.02052815249917,4.656468948228141,8.280106316944645,5.972486733790648,2.7756470449584296,1.5071402054349428,1.9607771484061045,1.9579211961559388,1.5071402054349428,1.9607771484061045,1.8613980376761956,2.4587878377088983,2.1012524853496664,1.5382143629170504,1.6105861562230535,2.9381486220048205,1.4781858480273395,1.6105861562230535,2.9381486220048205
W kernel support bw3 [uv-pixels],4.472643991292421,10.393076251437195,2.9540529193779315,17.063562196938314,2.2080548377502405,7.450730280798968,4.06534533199737,3.2398551568319225,7.1270756866393565,6.9988814301413536,3.164039790507147,3.2398551568319225,7.1270756866393565,6.9988814301413536,3.164039790507147,3.2398551568319225,7.1270756866393565,6.9988814301413536,4.838848684038269,6.089784132896985,9.213171633051797,10.853445866120072,6.215416168518471,5.109790003916596,7.931750798799319,20.1262988123881,8.612440343806021,5.772382821801663,8.275167802565603,23.508489314812206,2.3491330933260897,2.167769301461598,3.9990256843658845,4.693437033296208,4.097772034489201,6.319055454325717,11.242743299533501,8.106698708030883,3.765370002590755,2.043960975316453,2.6594681253871775,2.655592746224254,2.043960975316453,2.6594681253871775,2.5246183299671525,3.335305832238685,2.8500910630226888,2.0861196414499075,2.184309393216718,3.9859468938285216,2.0046787608304886,2.184309393216718,3.9859468938285216
W kernel support bw4 [uv-pixels],7.5384462950727915,17.545049785860062,4.338209859382306,25.121345635333736,3.2420059801796994,10.952496707384302,7.015387062886702,6.247242415976737,13.50054431938514,13.50054431938514,5.330491183521604,6.247242415976737,13.50054431938514,13.50054431938514,5.330491183521604,6.247242415976737,13.50054431938514,13.50054431938514,7.109321094164754,8.949559817173192,13.547557952652731,15.963902514986675,9.134418856828027,7.507832547054169,11.66062885635377,29.6424534520114,,,,,3.449284332233343,3.182819242299994,5.8743254281803665,6.895459688255305,6.01951601646372,9.286922780528256,13.970811887501656,10.070933494554714,5.530794467218383,3.000929590856945,3.9052896098732313,3.899594746618495,3.000929590856945,3.9052896098732313,3.7071338684028126,4.898578032166178,4.18542172220317,3.0628646314095236,3.2071194906007823,5.855095587668897,2.9432214748389094,3.2071194906007823,5.855095587668897
W kernel support bw5 [uv-pixels],,,5.588777093724158,32.42799624390208,4.175884916815477,14.120833708657138,,,,,,,,,,,,,9.162017158467147,11.536032624311131,17.471054529001208,20.591759172608864,,,,,,,,,4.443015330442367,4.099610526199459,7.56927805978024,8.886177701907872,7.756505325120952,11.971337988435456,,,7.12630834817356,3.865215445407803,5.030742533136459,5.023402238480928,3.865215445407803,5.030742533136459,4.77533919670605,6.311176375919642,5.391826451695188,3.9450277764069996,4.130926294151738,7.544481079342389,3.790851318251109,4.130926294151738,7.544481079342389
W kernel support bw6 [uv-pixels],,,7.856114963258606,45.732285800175745,5.86844413530558,19.87494007074624,,,,,,,,,,,,,10.13298459423302,12.759790291924409,19.328420884034415,22.783129435749743,,,,,,,,,6.244177899697736,5.761166016564681,10.64369538612838,11.630278662181052,10.15037246143245,15.673536792502864,,,10.020077044586648,5.431512000726614,7.070961988135313,7.060635104565695,5.431512000726614,7.070961988135313,6.711655032417427,8.872721265574459,7.5789908828917945,5.543757409863692,5.805210572382542,10.60878393210656,5.326931500488362,5.805210572382542,10.60878393210656
W kernel support bw7 [uv-pixels],,,9.92626530664295,57.93730416165396,7.413184896212349,25.13853904811707,,,,,,,,,,,,,,,,,,,,,,,,,7.888167269124385,7.277575975930744,13.452146245599762,,,,,,12.663222408442964,6.860882280328364,8.933460882291266,8.92040374581778,6.860882280328364,8.933460882291266,8.479173657110064,11.21193643688079,9.57583378671945,7.002761192984933,7.333251803411857,13.4079786180823,6.728694710113036,7.333251803411857,13.4079786180823
W kernel support bw8 [uv-pixels],,,11.390405931141371,66.59995374250815,8.505395066324745,28.86653326223201,,,,,,,,,,,,,,,,,,,,,,,,,9.050620178937818,8.349736404161472,15.439206762460707,,,,,,14.533173905241625,7.871448161962992,10.250586270170194,10.235596324074239,7.871448161962992,10.250586270170194,9.729063155025813,12.866612055324246,10.988070332982069,8.034296931834486,8.41364362854512,15.388481291942428,7.719725286903919,8.41364362854512,15.388481291942428
W kernel support bw9 [uv-pixels],,,13.253971407894053,77.65996297890538,9.895197418888763,33.61742771588845,,,,,,,,,,,,,,,,,,,,,,,,,10.529881643977374,9.71400539115072,17.969186364670325,,,,,,16.91387813938393,9.15728040451324,11.926860335790018,11.909408274558611,9.15728040451324,11.926860335790018,10.134119377102484,13.402935840283169,11.445769721921826,9.346832278582166,9.788395231269133,17.9101013603149,8.980681826148775,9.788395231269133,17.9101013603149
W kernel support bw10 [uv-pixels],,,15.03708227666061,88.27635179506305,11.224632420236343,38.169060751275325,,,,,,,,,,,,,,,,,,,,,,,,,11.94496712486513,11.018995478580715,20.390774866425375,,,,,,19.192418731774335,10.387181340622444,13.530596851751566,13.510786956219842,10.387181340622444,13.530596851751566,,,,10.602295986771496,11.103420999541184,20.323678627210384,10.186769985455541,11.103420999541184,20.323678627210384
W kernel support bw11 [uv-pixels],,,16.75514868222085,98.53521515107147,12.505249645231789,42.55980089723599,,,,,,,,,,,,,,,,,,,,,,,,,13.30815762139151,12.276047260457988,22.724762763380422,,,,,,21.38838575127567,11.571848972915936,15.075683531500921,15.053600036793474,11.571848972915936,15.075683531500921,,,,11.811604928867814,12.370147335406275,22.64993643334185,11.348483777030117,12.370147335406275,22.64993643334185
AW kernel support bw0 [uv-pixels],10.043807374411267,10.23314560807582,10.083338462800263,12.467474143081962,10.046674551027726,10.517467326389124,10.036220877149471,10.02304033508625,10.110594036259464,10.106683802018239,10.02197767538351,10.02304033508625,10.110594036259464,10.106683802018239,10.02197767538351,10.02304033508625,10.110594036259464,10.106683802018239,10.221790280339766,10.34882641762976,10.780490079246274,11.067517470915414,10.363086175459019,10.246973035616024,10.584380764068237,13.305337212072027,10.685375025026868,10.314008635648475,10.634420872196992,14.316625357764357,10.052807062997946,10.044992251739183,10.152092245661562,10.208814076047096,10.159625687861393,10.37505262611309,11.141263970195391,10.60963886539565,10.134974924551432,10.04001386619923,10.067614136058758,10.067418089101071,10.04001386619923,10.067614136058758,10.060957892792889,10.10608784525459,10.077604142271335,10.04167657265261,10.04567925090671,10.151107771500975,10.03849484322573,10.04567925090671,10.151107771500975
AW kernel support bw1 [uv-pixels],10.123606235188594,10.647938621052855,10.152734495169893,14.219091893376508,10.085653848976692,10.933543050379155,10.102260376250715,10.065112814732295,10.310384454631391,10.299505001115012,10.062114474504959,10.065112814732295,10.310384454631391,10.299505001115012,10.062114474504959,10.065112814732295,10.310384454631391,10.299505001115012,10.404392117483063,10.633070002943358,11.395698959764864,11.891941500904046,10.658610918802362,10.449889496638706,11.05183850432725,15.55755757804735,11.229438404377305,10.57060009089512,11.139974589450036,17.13532293378959,10.096886754897882,10.082571493648143,10.27802991845991,10.380915498497162,10.291719495740677,10.680024753656875,12.018198098364072,11.09636054063729,10.246896108713177,10.073447717577695,10.123987676189236,10.123629053733833,10.073447717577695,10.123987676189236,10.111808674701935,10.194264185150313,10.142255090592927,10.076495294287888,10.083830278838017,10.276240388866487,10.070663173604137,10.083830278838017,10.276240388866487
