,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Visibilities pred5 [1/s],37761366.43246723,503373794.50238633,2913905.1492237914,16973538.792926878,6253540.054241978,113156925.2861792,19604836.347430743,9681952.711021801,9681952.711021801,3136763.779053475,11617917.392346492,9681952.711021801,9681952.711021801,3136763.779053475,11617917.392346492,9681952.711021801,9681952.711021801,3136763.779053475,420826.65085562196,623460.0989817923,3896434.5606461144,884038.4787982746,,,,,,,,,1753191.5307690816,2404908.193775761,2404908.193775761,5403137.458516027,5403137.458516027,5403137.458516027,,,2363896.7524991715,7295782.519740423,7295782.519740423,2363896.7524991715,7295782.519740423,7295782.519740423,2363896.7524991715,7295782.519740423,7295782.519740423,3509904.0533620194,6093507.554281698,6093507.554281698,4442200.368993479,6093507.554281698,6093507.554281698
Visibilities pred6 [1/s],47650924.91554782,580268544.376171,11652418.744261062,38875256.74824015,30009250.41978592,259168378.32160106,16492684.7059426,12217280.786631925,12217280.786631925,5277348.9325497905,19547158.322984263,12217280.786631925,12217280.786631925,5277348.9325497905,19547158.322984263,12217280.786631925,12217280.786631925,5277348.9325497905,183586.8284112142,271985.52869218454,1699836.622531686,337458.8259395846,,,,,,,,,8413123.003386792,11540578.747011721,11540578.747011721,17678468.09153749,17678468.09153749,17678468.09153749,,,8507752.377023127,35010730.818072766,35010730.818072766,11343669.836030837,35010730.818072766,35010730.818072766,8507752.377023127,35010730.818072766,35010730.818072766,12632338.080090325,29241291.634968936,29241291.634968936,21317003.483198937,29241291.634968936,29241291.634968936
Visibilities pred7 [1/s],14446243.15303855,51678117.2427348,22779186.284571785,74308982.27029818,58665216.05526454,495393215.1353213,2500006.5203597196,3703798.3823860832,3703798.3823860832,799915.1628601787,2962994.9820296336,3703798.3823860832,3703798.3823860832,799915.1628601787,2962994.9820296336,3703798.3823860832,3703798.3823860832,799915.1628601787,,,,,,,,,,,,,10964551.764602104,22560725.281398572,22560725.281398572,,,,,,22175691.60366437,68442638.40578821,68442638.40578821,14783794.402442914,68442638.40578821,68442638.40578821,22175691.60366437,68442638.40578821,68442638.40578821,32926614.554301508,57163929.21354139,57163929.21354139,27781766.969815783,57163929.21354139,57163929.21354139
Visibilities pred8 [1/s],,,8655176.951414868,23528836.456981257,22290508.6912017,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,4166102.025521034,8572200.799852682,8572200.799852682,,,,,,8425886.278057413,26005551.376176804,26005551.376176804,5617257.518704942,26005551.376176804,26005551.376176804,8425886.278057413,26005551.376176804,26005551.376176804,12510825.351227868,21720077.7258466,21720077.7258466,10555988.606277755,21720077.7258466,21720077.7258466
Visibilities pred9 [1/s],,,18504465.218688436,20578952.548825152,47656482.60434576,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,4453501.994461383,18327123.937945276,18327123.937945276,,,,,,9007137.620259706,55599141.81844076,55599141.81844076,6004758.4135064725,55599141.81844076,55599141.81844076,9007137.620259706,55599141.81844076,55599141.81844076,13373885.057410384,46436916.91469366,46436916.91469366,11284197.776350714,46436916.91469366,46436916.91469366
Visibilities pred10 [1/s],,,1567390.535939933,1474941.9947464184,4036673.733039358,9832946.63164279,,,,,,,,,,,,,,,,,,,,,,,,,377227.31697600306,1552372.5816993127,1552372.5816993127,,,,,,762935.6430592999,4709445.368390764,4709445.368390764,508623.76203953335,4709445.368390764,4709445.368390764,762935.6430592999,4709445.368390764,4709445.368390764,1132814.9800410054,3933372.1611527153,3933372.1611527153,955811.3678839239,3933372.1611527153,3933372.1611527153
Visibilities pred11 [1/s],,,775081.0563060734,632117.9960055351,1996155.046750689,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,186540.70986155552,767655.8672308879,767655.8672308879,,,,,,377275.079015664,2328843.9796672305,2328843.9796672305,251516.71934377603,2328843.9796672305,2328843.9796672305,377275.079015664,2328843.9796672305,2328843.9796672305,560182.3360827735,1945071.904603555,1945071.904603555,472653.30112687306,1945071.904603555,1945071.904603555
Visibilities bw0 [1/s],7701555.790609459,449439133.47775793,1193049.3754058974,77798273.52036893,2089549.107053146,241609545.09431344,4443512.166704771,3292721.8591456497,3428948.467084945,10286845.401254835,3950316.362872429,3292721.8591456497,3428948.467084945,10286845.401254835,3950316.362872429,3292721.8591456497,3428948.467084945,10286845.401254835,258423.3333875534,191453.06271726795,1027798.653743713,3798743.8242367646,706611.5744488026,1003773.9138979913,118710.7445073989,5935537.225369944,847933.8893385635,843755.2923568201,843755.2923568201,10599173.616732042,512608.87293377344,784888.6440528558,985969.6387657713,1805401.7523498912,1805401.7523498912,1805401.7523498912,5679324.875936757,5679324.875936757,774193.4141382019,2437794.6726493896,2437794.6726493896,774193.4141382019,2437794.6726493896,2437794.6726493896,774193.4141382019,2437794.6726493896,2437794.6726493896,1070892.8071212347,1988726.47989869,1988726.47989869,1385419.6719108808,1988726.47989869,1988726.47989869
Visibilities bw1 [1/s],1683679.0057166386,83737689.6679494,155867.57801505036,6404525.888544086,387007.8512690362,30497742.32640041,971359.1938680133,719711.2096295292,719711.2096295292,1552448.9280175553,863510.0621728038,719711.2096295292,719711.2096295292,1552448.9280175553,863510.0621728038,719711.2096295292,719711.2096295292,1552448.9280175553,60774.21996861075,25727.079972359224,160757.47395301802,312720.9906515667,87254.74069519159,216895.10759030096,11633.965426025545,872547.4069519157,139607.58511230658,208363.4972450462,208363.4972450462,1745094.8139038319,101268.28636834685,143698.96361727323,143698.96361727323,346764.67949566967,346764.67949566967,346764.67949566967,1168751.2542385615,1168751.2542385615,136552.87053263088,451507.3894423598,451507.3894423598,136552.87053263088,451507.3894423598,451507.3894423598,136552.87053263088,451507.3894423598,451507.3894423598,202742.97647084759,377104.16499675135,377104.16499675135,256590.6646918812,377104.16499675135,377104.16499675135
Visibilities bw2 [1/s],1843600.5216456666,93913314.25963916,157352.89032180523,3592303.1625583977,385893.14797792333,23326643.91271687,1063574.792733812,787972.1844120782,787972.1844120782,1160732.796482967,945459.3914187603,787972.1844120782,787972.1844120782,1160732.796482967,945459.3914187603,787972.1844120782,787972.1844120782,1160732.796482967,45447.862620408305,26934.06331129204,168309.01575143042,222737.05124990057,105117.43583393158,216270.34908607736,8700.666064449242,489412.4661252698,89757.67948724529,155822.36515273715,155822.36515273715,978824.9322505399,94664.6296809231,148402.25252641633,148402.25252641633,333416.9286336285,333416.9286336285,333416.9286336285,1311059.0436306598,1311059.0436306598,139249.83614981308,450207.19000064774,450207.19000064774,145880.78072837563,450207.19000064774,450207.19000064774,139249.83614981308,450207.19000064774,450207.19000064774,206750.51402539833,376017.9501183044,376017.9501183044,274124.29006805224,376017.9501183044,376017.9501183044
Visibilities bw3 [1/s],5750120.047863056,217907711.28810063,650644.8356093522,9853013.835914573,1555837.8622782843,65686758.90609715,2653720.317952742,1769361.9272945041,1769361.9272945041,1795504.2128841297,2358964.911637149,1769361.9272945041,1769361.9272945041,1795504.2128841297,2358964.911637149,1769361.9272945041,1769361.9272945041,1795504.2128841297,244306.47729858314,120651.13730604784,753983.3509658364,598707.4379461979,282531.49569327885,871955.2240604555,23387.009294773357,1754025.6971080017,241251.92036578179,837655.4074840328,837655.4074840328,1754025.6971080021,407107.81898730947,598325.2910600234,598325.2910600234,1568308.4134459987,1568308.4134459987,1568308.4134459987,7047881.653657545,7047881.653657545,588141.8394375303,1815139.3346248912,1815139.3346248912,548932.3834750282,1815139.3346248912,1815139.3346248912,588141.8394375303,1815139.3346248912,1815139.3346248912,873254.6424308975,1516023.046090397,1516023.046090397,1031520.155246334,1516023.046090397,1516023.046090397
Visibilities bw4 [1/s],10882610.385121224,352259039.839726,2472590.3662639125,24196072.185178738,6367602.162721325,161307147.9011916,4708401.684655199,2790395.7394021186,2790395.7394021186,1612513.9152819484,3720328.98753686,2790395.7394021186,2790395.7394021186,1612513.9152819484,3720328.98753686,2790395.7394021186,2790395.7394021186,1612513.9152819484,571343.0206410502,423229.6050271907,2645003.463222028,1680282.790637412,660737.9990732234,4078473.675015472,65636.04650927392,2461351.7440977716,,,,,1586822.311269336,2448773.5479409676,2448773.5479409676,7335586.093021412,7335586.093021412,7335586.093021412,6593213.786908496,6593213.786908496,2407038.525760172,7428853.120970112,7428853.120970112,2139589.800675709,7428853.120970112,7428853.120970112,2407038.525760172,7428853.120970112,7428853.120970112,3573941.2412093366,6204650.944006526,6204650.944006526,4020656.085091352,6204650.944006526,6204650.944006526
Visibilities bw5 [1/s],37761366.43246723,503373794.50238633,2913905.1492237914,16973538.792926878,6253540.054241978,113156925.2861792,19604836.347430743,9681952.711021801,9681952.711021801,3136763.779053475,11617917.392346492,9681952.711021801,9681952.711021801,3136763.779053475,11617917.392346492,9681952.711021801,9681952.711021801,3136763.779053475,420826.65085562196,623460.0989817923,3896434.5606461144,884038.4787982746,,,,,,,,,1753191.5307690816,2404908.193775761,2404908.193775761,5403137.458516027,5403137.458516027,5403137.458516027,,,2363896.7524991715,7295782.519740423,7295782.519740423,2363896.7524991715,7295782.519740423,7295782.519740423,2363896.7524991715,7295782.519740423,7295782.519740423,3509904.0533620194,6093507.554281698,6093507.554281698,4442200.368993479,6093507.554281698,6093507.554281698
Visibilities bw6 [1/s],47650924.91554782,580268544.376171,11652418.744261062,38875256.74824015,30009250.41978592,259168378.32160106,16492684.7059426,12217280.786631925,12217280.786631925,5277348.9325497905,19547158.322984263,12217280.786631925,12217280.786631925,5277348.9325497905,19547158.322984263,12217280.786631925,12217280.786631925,5277348.9325497905,183586.8284112142,271985.52869218454,1699836.622531686,337458.8259395846,,,,,,,,,8413123.003386792,11540578.747011721,11540578.747011721,17678468.09153749,17678468.09153749,17678468.09153749,,,8507752.377023127,35010730.818072766,35010730.818072766,11343669.836030837,35010730.818072766,35010730.818072766,8507752.377023127,35010730.818072766,35010730.818072766,12632338.080090325,29241291.634968936,29241291.634968936,21317003.483198937,29241291.634968936,29241291.634968936
Visibilities bw7 [1/s],14446243.15303855,51678117.2427348,22779186.284571785,74308982.27029818,58665216.05526454,495393215.1353213,2500006.5203597196,3703798.3823860832,3703798.3823860832,799915.1628601787,2962994.9820296336,3703798.3823860832,3703798.3823860832,799915.1628601787,2962994.9820296336,3703798.3823860832,3703798.3823860832,799915.1628601787,,,,,,,,,,,,,10964551.764602104,22560725.281398572,22560725.281398572,,,,,,22175691.60366437,68442638.40578821,68442638.40578821,14783794.402442914,68442638.40578821,68442638.40578821,22175691.60366437,68442638.40578821,68442638.40578821,32926614.554301508,57163929.21354139,57163929.21354139,27781766.969815783,57163929.21354139,57163929.21354139
Visibilities bw8 [1/s],,,8655176.951414868,23528836.456981257,22290508.6912017,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,4166102.025521034,8572200.799852682,8572200.799852682,,,,,,8425886.278057413,26005551.376176804,26005551.376176804,5617257.518704942,26005551.376176804,26005551.376176804,8425886.278057413,26005551.376176804,26005551.376176804,12510825.351227868,21720077.7258466,21720077.7258466,10555988.606277755,21720077.7258466,21720077.7258466
Visibilities bw9 [1/s],,,18504465.218688436,20578952.548825152,47656482.60434576,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,4453501.994461383,18327123.937945276,18327123.937945276,,,,,,9007137.620259706,55599141.81844076,55599141.81844076,6004758.4135064725,55599141.81844076,55599141.81844076,9007137.620259706,55599141.81844076,55599141.81844076,13373885.057410384,46436916.91469366,46436916.91469366,11284197.776350714,46436916.91469366,46436916.91469366
Visibilities bw10 [1/s],,,1567390.535939933,1474941.9947464184,4036673.733039358,9832946.63164279,,,,,,,,,,,,,,,,,,,,,,,,,377227.31697600306,1552372.5816993127,1552372.5816993127,,,,,,762935.6430592999,4709445.368390764,4709445.368390764,508623.76203953335,4709445.368390764,4709445.368390764,762935.6430592999,4709445.368390764,4709445.368390764,1132814.9800410054,3933372.1611527153,3933372.1611527153,955811.3678839239,3933372.1611527153,3933372.1611527153
Visibilities bw11 [1/s],,,775081.0563060734,632117.9960055351,1996155.046750689,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,186540.70986155552,767655.8672308879,767655.8672308879,,,,,,377275.079015664,2328843.9796672305,2328843.9796672305,251516.71934377603,2328843.9796672305,2328843.9796672305,377275.079015664,2328843.9796672305,2328843.9796672305,560182.3360827735,1945071.904603555,1945071.904603555,472653.30112687306,1945071.904603555,1945071.904603555
-- Geometry --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.13733959037942622,0.13733959037942622,0.8580149336490602,0.8580149336490602,17.04886816211769,17.04886816211769,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,1.4098307776762335,1.4098307776762335,1.4098307776762335,1.4098307776762335,2.179085545775391,2.179085545775391,2.179085545775391,2.203297607395118,2.3177546259610975,2.3177546259610975,2.3177546259610975,2.3206973331141834,17.82888173816229,17.82888173816229,17.82888173816229,1.961176991197852,1.961176991197852,1.961176991197852,0.8580149336490602,0.8580149336490602,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093
Delta W earth1 [lambda],0.28835021870166083,0.28835021870166083,1.9305336007103855,1.9305336007103855,38.3599533647648,38.3599533647648,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,3.172119249771525,3.172119249771525,3.172119249771525,3.172119249771525,4.902942477994629,4.902942477994629,4.902942477994629,4.957419616639014,5.214947908412469,5.214947908412469,5.214947908412469,5.221568999506912,40.11498391086515,40.11498391086515,40.11498391086515,4.412648230195167,4.412648230195167,4.412648230195167,1.9305336007103855,1.9305336007103855,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221
Delta W earth2 [lambda],0.618685968156549,0.618685968156549,3.432059734596241,3.432059734596241,68.19547264847075,68.19547264847075,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,5.639323110704934,5.639323110704934,5.639323110704934,5.639323110704934,8.716342183101563,8.716342183101563,8.716342183101563,8.813190429580471,9.27101850384439,9.27101850384439,9.27101850384439,9.282789332456733,71.31552695264917,71.31552695264917,71.31552695264917,7.844707964791408,7.844707964791408,7.844707964791408,3.432059734596241,3.432059734596241,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837
Delta W earth3 [lambda],1.304239900142148,1.304239900142148,7.722134402841542,7.722134402841542,153.4398134590592,153.4398134590592,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,12.6884769990861,12.6884769990861,12.6884769990861,12.6884769990861,19.611769911978516,19.611769911978516,19.611769911978516,19.829678466556057,20.859791633649877,20.859791633649877,20.859791633649877,20.88627599802765,160.4599356434606,160.4599356434606,160.4599356434606,17.650592920780667,17.650592920780667,17.650592920780667,7.722134402841542,7.722134402841542,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884
Delta W earth4 [lambda],2.7937538249569163,2.7937538249569163,21.450373341226506,21.450373341226506,426.22170405294224,426.22170405294224,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,35.245769441905836,35.245769441905836,35.245769441905836,35.245769441905836,54.47713864438477,54.47713864438477,54.47713864438477,55.08244018487794,,,,,445.72204345405726,445.72204345405726,445.72204345405726,49.0294247799463,49.0294247799463,49.0294247799463,13.728238938384964,13.728238938384964,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,349.5616396348023,349.5616396348023,349.5616396348023,349.5616396348023,349.5616396348023,349.5616396348023
Delta W earth5 [lambda],5.93082802536461,5.93082802536461,42.04273174880395,42.04273174880395,835.3945399437669,835.3945399437669,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,69.08170810613544,69.08170810613544,69.08170810613544,69.08170810613544,,,,,,,,,873.6152051699522,873.6152051699522,873.6152051699522,96.09767256869475,96.09767256869475,96.09767256869475,,,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,685.1408136842125,685.1408136842125,685.1408136842125,685.1408136842125,685.1408136842125,685.1408136842125
Delta W earth6 [lambda],12.635699922871826,12.635699922871826,103.81980697153628,103.81980697153628,2062.9130476162404,2062.9130476162404,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,90.22916977127895,90.22916977127895,90.22916977127895,90.22916977127895,,,,,,,,,2157.294690317637,2157.294690317637,2157.294690317637,196.1176991197852,196.1176991197852,196.1176991197852,,,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,1691.8783358324433,1691.8783358324433,1691.8783358324433,1691.8783358324433,1691.8783358324433,1691.8783358324433
Delta W earth7 [lambda],36.608637169026565,36.608637169026565,193.05336007103855,193.05336007103855,3835.99533647648,3835.99533647648,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,,,,,,,,,,,,,4011.4983910865153,4011.4983910865153,4011.4983910865153,,,,,,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,3146.0547567132207,3146.0547567132207,3146.0547567132207,3146.0547567132207,3146.0547567132207,3146.0547567132207
Delta W earth8 [lambda],,,277.99683850229553,277.99683850229553,5523.833284526131,5523.833284526131,,,,,,,,,,,,,,,,,,,,,,,,,5776.557683164582,5776.557683164582,5776.557683164582,,,,,,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,4530.318849667038,4530.318849667038,4530.318849667038,4530.318849667038,4530.318849667038,4530.318849667038
Delta W earth9 [lambda],,,415.2792278861451,415.2792278861451,8251.652190464962,8251.652190464962,,,,,,,,,,,,,,,,,,,,,,,,,8629.178761270548,8629.178761270548,8629.178761270548,,,,,,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,6767.513343329773,6767.513343329773,6767.513343329773,6767.513343329773,6767.513343329773,6767.513343329773
Delta W earth10 [lambda],,,580.0180951467647,580.0180951467647,11525.034877591559,11525.034877591559,,,,,,,,,,,,,,,,,,,,,,,,,12052.324054997707,12052.324054997707,12052.324054997707,,,,,,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,9452.146735725055,9452.146735725055,9452.146735725055,9452.146735725055,9452.146735725055,9452.146735725055
Delta W earth11 [lambda],,,772.2134402841542,772.2134402841542,15343.98134590592,15343.98134590592,,,,,,,,,,,,,,,,,,,,,,,,,16045.993564346061,16045.993564346061,16045.993564346061,,,,,,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883
Delta W snapshot0 [lambda],0.9025173329410238,3.8144770092821036,18.876328601760683,339.40010930533253,965.1049782071539,8927.06476980116,1.3950985099128268,1.2044240038834213,1.0219461219571664,36.397733739823416,1.3588347933082952,1.2044240038834213,1.0219461219571664,36.397733739823416,1.3588347933082952,1.2044240038834213,1.0219461219571664,36.397733739823416,142.77118244682464,112.43775240970993,28.06619495604631,1786.0897753220843,234.80744669036514,64.49626532905393,204.51809293419416,2226.677282395576,210.29063693319475,73.43097130172984,57.975548293325076,1095.0876569854058,3650.3547422799443,1500.6366270924457,1461.0333093061083,49.69553972669312,41.72794662785736,32.46248631016293,9.745896950618457,6.340225869522896,106.91551575080715,45.27655699829263,37.9516422235189,121.40516137407288,45.27655699829263,37.9516422235189,106.91551575080715,45.27655699829263,37.9516422235189,1746.585403703083,905.0244776847634,691.3069386438362,1725.0373332265376,905.0244776847634,691.3069386438362
Delta W snapshot1 [lambda],1.307729196710463,5.52709933998019,28.31449290264102,509.1001639579988,1447.6574673107307,13390.59715470174,2.0214692694655243,1.7451858015453654,1.480779074672629,52.73957337811148,1.9689238841814074,1.7451858015453654,1.480779074672629,52.73957337811148,1.9689238841814074,1.7451858015453654,1.480779074672629,52.73957337811148,214.15677367023696,168.65662861456488,42.09929243406946,2679.1346629831264,352.21117003554775,96.74439799358089,306.7771394012912,3340.0159235933643,315.43595539979214,110.14645695259476,86.96332243998762,1642.6314854781087,5475.532113419917,2250.9549406386686,2191.5499639591626,74.54330959003968,62.59191994178603,48.693729465244395,14.618845425927686,9.510338804284343,160.3732736262107,67.91483549743894,56.927463335278354,182.10774206110932,67.91483549743894,56.927463335278354,160.3732736262107,67.91483549743894,56.927463335278354,2619.8781055546247,1357.536716527145,1036.9604079657545,2587.555999839806,1357.536716527145,1036.9604079657545
Delta W snapshot2 [lambda],1.915546992364622,8.096032836027321,37.752657203521366,678.8002186106651,1930.2099564143077,17854.12953960232,2.961025408794571,2.556328498038282,2.169028503745823,77.25233283554358,2.8840575204910754,2.556328498038282,2.169028503745823,77.25233283554358,2.8840575204910754,2.556328498038282,2.169028503745823,77.25233283554358,285.5423648936493,224.87550481941986,56.13238991209262,3572.1795506441686,469.6148933807303,128.99253065810785,409.0361858683883,4453.354564791152,420.5812738663895,146.86194260345968,115.95109658665015,2190.1753139708117,7300.709484559889,3001.2732541848914,2922.0666186122166,99.39107945338624,83.45589325571471,64.92497262032586,19.491793901236914,12.680451739045791,213.8310315016143,90.55311399658525,75.9032844470378,242.81032274814575,90.55311399658525,75.9032844470378,213.8310315016143,90.55311399658525,75.9032844470378,3493.170807406166,1810.0489553695268,1382.6138772876725,3450.074666453075,1810.0489553695268,1382.6138772876725
Delta W snapshot3 [lambda],2.7812268831447877,11.754816906155053,56.62898580528204,1018.2003279159976,2895.3149346214614,26781.19430940348,4.299181122384425,3.71159233849789,3.1492625390924927,112.16444479006807,4.187429669174542,3.71159233849789,3.1492625390924927,112.16444479006807,4.187429669174542,3.71159233849789,3.1492625390924927,112.16444479006807,428.3135473404739,337.31325722912976,84.19858486813892,5358.269325966253,704.4223400710955,193.48879598716178,613.5542788025824,6680.031847186729,630.8719107995843,220.29291390518952,173.92664487997524,3285.2629709562175,10951.064226839833,4501.909881277337,4383.099927918325,149.08661918007937,125.18383988357206,97.38745893048879,29.237690851855373,19.020677608568686,320.7465472524214,135.8296709948779,113.85492667055671,364.21548412221864,135.8296709948779,113.85492667055671,320.7465472524214,135.8296709948779,113.85492667055671,5239.756211109249,2715.07343305429,2073.920815931509,5175.111999679612,2715.07343305429,2073.920815931509
Delta W snapshot4 [lambda],4.070537358774821,17.204069776558057,94.38164300880341,1697.0005465266627,4825.5248910357695,44635.3238490058,6.292178993688464,5.432198058331349,4.609185570459873,164.1612072755301,6.128622231043535,5.432198058331349,4.609185570459873,164.1612072755301,6.128622231043535,5.432198058331349,4.609185570459873,164.1612072755301,713.8559122341231,562.1887620485496,140.33097478023154,8930.44887661042,1174.0372334518258,322.48132664526963,1022.5904646709707,11133.386411977881,,,,,18251.77371139972,7503.183135462228,7305.166546530542,248.4776986334656,208.6397331392868,162.31243155081464,38.98358780247383,25.360903478091583,534.5775787540357,226.38278499146313,189.7582111175945,607.0258068703644,226.38278499146313,189.7582111175945,534.5775787540357,226.38278499146313,189.7582111175945,8732.927018515416,4525.122388423817,3456.5346932191815,8625.186666132688,4525.122388423817,3456.5346932191815
