,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Visibilities bw7 [1/s],,,,,,,,,,247696607.56766066,17297936.799581412,17297936.799581412,22779186.284571785,22779186.284571785,22779186.284571785,74308982.27029818,495393215.1353213,165926064.0044383,247696607.56766066,16772835.720614238,16772835.720614238,77651019.2539187,77651019.2539187,77651019.2539187,99078643.02706425,495393215.1353213,90500924.76332246,247696607.56766066,26559228.88117517,26559228.88117517,54648426.69824035,54648426.69824035,54648426.69824035,495393215.1353213,495393215.1353213,63691800.25453468,247696607.56766066,12125540.856189523,12125540.856189523,24949583.94794715,24949583.94794715,24949583.94794715,495393215.1353213,495393215.1353213,29078309.918318648,247696607.56766066,45658221.00085358,45658221.00085358,93946630.6707288,93946630.6707288,93946630.6707288,495393215.1353213,495393215.1353213,109493183.52648537
Visibilities bw8 [1/s],,,,,,,,,,78429454.8566042,6572522.532380282,6572522.532380282,8655176.951414868,8655176.951414868,8655176.951414868,23528836.456981257,156858909.7132084,63045499.42439047,78429454.8566042,6373013.74159961,6373013.74159961,29504377.254661195,29504377.254661195,29504377.254661195,31371781.94264168,156858909.7132084,34386855.51206873,78429454.8566042,10091471.643599873,10091471.643599873,20764284.025372215,20764284.025372215,20764284.025372215,156858909.7132084,156858909.7132084,24200424.05979517,78429454.8566042,4607232.725276789,4607232.725276789,9479874.674324946,9479874.674324946,9479874.674324946,156858909.7132084,156858909.7132084,11048634.441927165,78429454.8566042,17348344.883171573,17348344.883171573,35696079.62581659,35696079.62581659,35696079.62581659,156858909.7132084,156858909.7132084,41603181.91831343
Visibilities bw9 [1/s],,,,,,,,,,137193016.99216768,7025911.981671513,7025911.981671513,18504465.218688436,18504465.218688436,18504465.218688436,20578952.548825152,137193016.99216768,134789558.92026702,137193016.99216768,6812648.89034095,6812648.89034095,63079529.56384488,63079529.56384488,63079529.56384488,27438603.398433536,137193016.99216768,73518154.7537825,137193016.99216768,10787635.78641739,10787635.78641739,44393456.34190463,44393456.34190463,44393456.34190463,137193016.99216768,137193016.99216768,51739843.98113254,137193016.99216768,4925064.368860085,4925064.368860085,20267705.533327166,20267705.533327166,20267705.533327166,137193016.99216768,137193016.99216768,23621677.504570484,137193016.99216768,18545128.011757515,18545128.011757515,76317218.59411265,76317218.59411265,76317218.59411265,137193016.99216768,137193016.99216768,88946466.18826613
Visibilities bw10 [1/s],,,,,,,,,,9832946.63164279,595118.439582626,595118.439582626,1567390.535939933,1567390.535939933,1567390.535939933,1474941.9947464184,9832946.63164279,9832946.63164279,9832946.63164279,577054.8248412957,577054.8248412957,5343060.612787654,5343060.612787654,5343060.612787654,1966589.3263285581,9832946.63164279,6227250.709839248,9832946.63164279,913750.8072676935,913750.8072676935,3760283.7501467005,3760283.7501467005,3760283.7501467005,9832946.63164279,9832946.63164279,4382549.908974306,9832946.63164279,417170.3194907546,417170.3194907546,1716746.7689179622,1716746.7689179622,1716746.7689179622,9832946.63164279,9832946.63164279,2000840.579086259,9832946.63164279,1570837.808067772,1570837.808067772,6464340.173397739,6464340.173397739,6464340.173397739,9832946.63164279,9832946.63164279,7534084.076798375
Visibilities bw11 [1/s],,,,,,,,,,4214119.9733702345,294288.52233853773,294288.52233853773,775081.0563060734,775081.0563060734,775081.0563060734,632117.9960055351,4214119.9733702345,4214119.9733702345,4214119.9733702345,285356.16744591895,285356.16744591895,2642169.756765482,2642169.756765482,2642169.756765482,842823.9946740469,4214119.9733702345,3079406.6167926537,4214119.9733702345,451854.1494910509,451854.1494910509,1859478.823324227,1859478.823324227,1859478.823324227,4214119.9733702345,4214119.9733702345,2167192.8570391424,4214119.9733702345,206292.71798403683,206292.71798403683,848939.7189711713,848939.7189711713,848939.7189711713,4214119.9733702345,4214119.9733702345,989425.6686536958,4214119.9733702345,776786.8332222106,776786.8332222106,3196648.086230857,3196648.086230857,3196648.086230857,4214119.9733702345,4214119.9733702345,3725642.322742764
-- Geometry --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471
Delta W earth1 [lambda],0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706
Delta W earth2 [lambda],1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885
Delta W earth3 [lambda],6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823
Delta W earth4 [lambda],24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176
Delta W earth5 [lambda],,,,,,,,,,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705
Delta W earth6 [lambda],,,,,,,,,,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633
Delta W earth7 [lambda],,,,,,,,,,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706
Delta W earth8 [lambda],,,,,,,,,,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965
Delta W earth9 [lambda],,,,,,,,,,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532
Delta W earth10 [lambda],,,,,,,,,,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974
Delta W earth11 [lambda],,,,,,,,,,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],155.63480943310623,1.1405204996034906,1.1405205000546292,1.0182977163862565,0.8551785656220905,0.7552319765056615,2.405732233217524,155.63480943310623,0.04323189150919617,1149.3032081213998,31.44886922703411,31.448870753182952,18.876328710694832,22.078335228687727,18.876328794622918,339.4001112130398,1149.3032081213998,0.3192508911448333,2702.64973146789,110.44855927683248,110.4485635838315,36.31804877941688,44.38872470523496,36.318047144976894,1052.5188569162913,2702.64973146789,0.7507360365188583,12221.812870083815,884.4436614738685,884.4437267583354,363.56883572322215,463.43296623807186,354.2080136383543,3256.407443372694,12221.812870083815,3.3949480194677264,27201.2661391692,4337.112568579132,4337.112194232741,1782.7935132501275,2272.0167993532814,1736.746062783464,11923.60011045939,27201.2661391692,7.555907260880334,13615.88991834769,852.9440735246851,852.9440987822691,350.53064112249047,447.79830834442737,341.9351524041408,3824.5059623841503,13615.88991834769,3.782191643985469
Delta W snapshot1 [lambda],311.26961886621245,2.281040999206981,2.2810410001092585,2.036595432772513,1.710357131244181,1.510463953011323,4.811464466435048,311.26961886621245,0.08646378301839235,1723.9548121820997,47.17330384055116,47.17330612977443,28.314493066042246,33.117502843031595,28.31449319193438,509.1001668195597,1723.9548121820997,0.4788763367172499,4053.974597201835,165.67283891524875,165.67284537574724,54.47707316912532,66.58308705785244,54.477070717465345,1578.7782853744368,4053.974597201835,1.1261040547782875,18332.719305125724,1326.6654922108028,1326.665590137503,545.3532535848333,695.1494493571078,531.3120204575314,4884.611165059041,18332.719305125724,5.09242202920159,40801.8992087538,6505.668852868697,6505.668291349111,2674.190269875191,3408.025199029922,2605.1190941751956,17885.400165689087,40801.8992087538,11.3338608913205,20423.834877521535,1279.4161102870278,1279.4161481734036,525.7959616837356,671.697462516641,512.9027286062112,5736.758943576226,20423.834877521535,5.673287465978204
Delta W snapshot2 [lambda],622.5392377324249,4.562081998413962,4.562082000218517,4.073190865545026,3.420714262488362,3.020927906022646,9.622928932870096,622.5392377324249,0.1729275660367847,2298.6064162427997,62.89773845406822,62.897741506365904,37.752657421389664,44.156670457375455,37.752657589245835,678.8002224260796,2298.6064162427997,0.6385017822896666,5405.29946293578,220.89711855366497,220.897127167663,72.63609755883375,88.77744941046991,72.63609428995379,2105.0377138325825,5405.29946293578,1.5014720730377167,24443.62574016763,1768.887322947737,1768.8874535166708,727.1376714464443,926.8659324761437,708.4160272767086,6512.814886745388,24443.62574016763,6.789896038935453,54402.5322783384,8674.225137158264,8674.224388465482,3565.587026500255,4544.033598706563,3473.492125566928,23847.20022091878,54402.5322783384,15.111814521760667,27231.77983669538,1705.8881470493702,1705.8881975645381,701.0612822449809,895.5966166888547,683.8703048082816,7649.011924768301,27231.77983669538,7.564383287970938
Delta W snapshot3 [lambda],1245.0784754648498,9.124163996827924,9.124164000437034,8.146381731090052,6.841428524976724,6.041855812045292,19.24585786574019,1245.0784754648498,0.3458551320735694,3447.9096243641993,94.34660768110233,94.34661225954886,56.62898613208449,66.23500568606319,56.62898638386876,1018.2003336391194,3447.9096243641993,0.9577526734344998,8107.94919440367,331.3456778304975,331.3456907514945,108.95414633825064,133.16617411570488,108.95414143493069,3157.5565707488736,8107.94919440367,2.252208109556575,36665.43861025145,2653.3309844216055,2653.331180275006,1090.7065071696666,1390.2988987142155,1062.6240409150628,9769.222330118082,36665.43861025145,10.18484405840318,81603.7984175076,13011.337705737395,13011.336582698223,5348.380539750382,6816.050398059844,5210.238188350391,35770.800331378174,81603.7984175076,22.667721782641,40847.66975504307,2558.8322205740556,2558.832296346807,1051.5919233674713,1343.394925033282,1025.8054572124224,11473.517887152451,40847.66975504307,11.346574931956408
Delta W snapshot4 [lambda],2490.1569509296996,18.24832799365585,18.248328000874068,16.292763462180105,13.682857049953448,12.083711624090585,38.49171573148038,2490.1569509296996,0.6917102641471388,5746.516040606999,157.24434613517056,157.24435376591475,94.38164355347415,110.39167614343864,94.38164397311459,1697.000556065199,5746.516040606999,1.5962544557241662,13513.248657339449,552.2427963841625,552.2428179191575,181.5902438970844,221.9436235261748,181.59023572488448,5262.594284581456,13513.248657339449,3.753680182594292,61109.064350419074,4422.218307369342,4422.218633791676,1817.8441786161109,2317.164831190359,1771.0400681917715,16282.037216863471,61109.064350419074,16.974740097338632,136006.330695846,21685.56284289566,21685.560971163704,8913.967566250638,11360.083996766407,8683.73031391732,59618.00055229696,136006.330695846,37.77953630440167,68079.44959173845,4264.720367623426,4264.720493911345,1752.6532056124522,2238.991541722137,1709.6757620207038,19122.52981192075,68079.44959173845,18.910958219927345
Delta W snapshot5 [lambda],,,,,,,,,,8045.122456849799,220.14208458923878,220.14209527228067,132.1343009748638,154.54834660081409,132.13430156236043,2375.8007784912784,8045.122456849799,2.234756238013833,18918.54812027523,773.1399149378274,773.1399450868205,254.22634145591815,310.7210729366447,254.22633001483825,7367.631998414038,18918.54812027523,5.255152255632009,85552.69009058671,6191.10563031708,6191.106087308347,2544.981850062555,3244.030763666503,2479.45609546848,22794.85210360886,85552.69009058671,23.764636136274085,190408.8629741844,30359.787980053923,30359.785359629186,12479.554592750892,15904.11759547297,12157.222439484247,83465.20077321574,190408.8629741844,52.89135082616233,95311.22942843383,5970.608514672796,5970.6086914758835,2453.714487857433,3134.5881584109916,2393.5460668289857,26771.541736689054,95311.22942843383,26.475341507898285
Delta W snapshot6 [lambda],,,,,,,,,,12642.335289335399,345.9375614973752,345.9375782850125,207.63961581764312,242.861687515565,207.6396167408521,3733.401223343438,12642.335289335399,3.511759802593166,29729.147046146787,1214.9341520451574,1214.9341994221465,399.4985365735857,488.27597175758456,399.49851859474586,11577.707426079203,29729.147046146787,8.258096401707443,134439.94157092198,9728.880276212554,9728.880994341689,3999.2571929554438,5097.762628618791,3896.2881500218973,35820.481877099635,134439.94157092198,37.34442821414499,299213.9275308612,47708.23825437045,47708.234136560146,19610.728645751402,24992.184792886095,19104.206690618103,131159.6012150533,299213.9275308612,83.11497986968367,149774.7891018246,9382.384808771536,9382.38508660496,3855.837052347395,4925.781391788701,3761.2866764455484,42069.56558622565,149774.7891018246,41.60410808384016
Delta W snapshot7 [lambda],,,,,,,,,,17239.548121820997,471.73303840551165,471.7330612977443,283.14493066042246,331.17502843031593,283.1449319193438,5091.001668195597,17239.548121820997,4.788763367172499,40539.74597201835,1656.7283891524874,1656.7284537574726,544.7707316912532,665.8308705785244,544.7707071746535,15787.782853744367,40539.74597201835,11.261040547782875,183327.19305125723,13266.654922108028,13266.65590137503,5453.532535848332,6951.494493571078,5313.120204575314,48846.111650590414,183327.19305125723,50.924220292015896,408018.992087538,65056.68852868697,65056.68291349111,26741.90269875191,34080.25199029922,26051.190941751956,178854.00165689088,408018.992087538,113.338608913205,204238.34877521536,12794.161102870277,12794.161481734036,5257.959616837356,6716.97462516641,5129.027286062112,57367.58943576225,204238.34877521536,56.73287465978204
Delta W snapshot8 [lambda],,,,,,,,,,20687.4577461852,566.0796460866139,566.0796735572932,339.77391679250695,397.4100341163791,339.77391830321255,6109.202001834717,20687.4577461852,5.746516040606998,48647.69516642202,1988.0740669829847,1988.074144508967,653.7248780295038,798.9970446942293,653.7248486095841,18945.339424493242,48647.69516642202,13.51324865733945,219992.63166150867,15919.985906529633,15919.987081650037,6544.239043017999,8341.793392285294,6375.744245490378,58615.33398070849,219992.63166150867,61.109064350419075,489622.7905050456,78068.02623442437,78068.01949618933,32090.283238502292,40896.302388359065,31261.429130102348,214624.80198826906,489622.7905050456,136.006330695846,245086.0185302584,15352.993323444332,15352.993778080843,6309.551540204828,8060.369550199693,6154.832743274534,68841.1073229147,245086.0185302584,68.07944959173845
Delta W snapshot9 [lambda],,,,,,,,,,25284.670578670797,691.8751229947504,691.875156570025,415.27923163528624,485.72337503113,415.2792334817042,7466.802446686876,25284.670578670797,7.023519605186332,59458.294092293574,2429.8683040903147,2429.868398844293,798.9970731471714,976.5519435151691,798.9970371894917,23155.414852158407,59458.294092293574,16.516192803414885,268879.88314184395,19457.76055242511,19457.761988683378,7998.5143859108875,10195.525257237581,7792.576300043795,71640.96375419927,268879.88314184395,74.68885642828998,598427.8550617225,95416.4765087409,95416.46827312029,39221.457291502804,49984.36958577219,38208.413381236205,262319.2024301066,598427.8550617225,166.22995973936733,299549.5782036492,18764.769617543072,18764.77017320992,7711.67410469479,9851.562783577401,7522.573352891097,84139.1311724513,299549.5782036492,83.20821616768032
Delta W snapshot10 [lambda],,,,,,,,,,29881.883411156396,817.6705999028869,817.6706395827567,490.7845464780656,574.0367159458809,490.78454866019587,8824.402891539035,29881.883411156396,8.300523169765665,70268.89301816514,2871.6625411976447,2871.662653179619,944.2692682648388,1154.106842336109,944.2692257693993,27365.49027982357,70268.89301816514,19.519136949490317,317767.1346221792,22995.53519832058,22995.53689571672,9452.789728803777,12049.257122189869,9209.408354597212,84666.59352769004,317767.1346221792,88.26864850616089,707232.9196183992,112764.92678305742,112764.91705005126,46352.631344503316,59072.436783185316,45155.39763237006,310013.6028719442,707232.9196183992,196.45358878288866,354013.13787703996,22176.545911641813,22176.546568338996,9113.796669184752,11642.75601695511,8890.31396250766,99437.15502198791,354013.13787703996,98.3369827436222
Delta W snapshot11 [lambda],,,,,,,,,,34479.096243641994,943.4660768110233,943.4661225954886,566.2898613208449,662.3500568606319,566.2898638386876,10182.003336391193,34479.096243641994,9.577526734344998,81079.4919440367,3313.4567783049747,3313.456907514945,1089.5414633825064,1331.6617411570487,1089.541414349307,31575.565707488735,81079.4919440367,22.52208109556575,366654.38610251446,26533.309844216055,26533.31180275006,10907.065071696665,13902.988987142156,10626.240409150629,97692.22330118083,366654.38610251446,101.84844058403179,816037.984175076,130113.37705737395,130113.36582698222,53483.80539750382,68160.50398059844,52102.38188350391,357708.00331378175,816037.984175076,226.67721782641,408476.6975504307,25588.322205740555,25588.322963468072,10515.919233674713,13433.94925033282,10258.054572124223,114735.1788715245,408476.6975504307,113.46574931956408
Delta W max0 [lambda],155.63480943310623,1.1405204996034906,1.1405205000546292,1.0182977163862565,0.8551785656220905,0.7552319765056615,2.405732233217524,155.63480943310623,0.09440398684029373,1149.3032081213998,31.44886922703411,31.448870753182952,18.876328710694832,22.078335228687727,18.876328794622918,339.4001112130398,1149.3032081213998,0.8580149336490602,2702.64973146789,110.44855927683248,110.4485635838315,36.31804877941688,44.38872470523496,36.318047144976894,1052.5188569162913,2702.64973146789,2.0176693266283197,12221.812870083815,884.4436614738685,884.4437267583354,363.56883572322215,463.43296623807186,354.2080136383543,3256.407443372694,12221.812870083815,9.124222298080035,27201.2661391692,4337.112568579132,4337.112194232741,1782.7935132501275,2272.0167993532814,1736.746062783464,11923.60011045939,27201.2661391692,20.307167331168195,13615.88991834769,852.9440735246851,852.9440987822691,350.53064112249047,447.79830834442737,341.9351524041408,3824.5059623841503,13615.88991834769,10.164973700856471
