,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Frequencies backward grid3,,20094.780623893577,20094.780623893577,7443.123906952532,7443.123906952532,7443.123906952532,65536.0,,13019.420263376436,,2712.580953399158,2712.580953399158,3013.917810920462,3013.917810920462,3013.917810920462,65536.0,,8780.640856407961,,1902.165144226012,1902.165144226012,1643.8885107326514,1643.8885107326514,4109.256362339347,65536.0,,4789.226441112072,,1874.0721686334662,1874.0721686334662,2891.968800495013,1735.2680822026339,2891.968800495013,65536.0,,3370.5111076432245,,1069.4788521775574,1069.4788521775574,792.2324638107679,1320.3208222098451,1320.3208222098451,65536.0,,1538.7979247168228,,2684.8369373752475,2684.8369373752475,4971.606919841428,4971.606919841428,4971.606919841428,65536.0,,5794.273729429907
Frequencies backward grid4,,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,,26037.867607994198,,4520.602091119545,4520.602091119545,5022.83018303477,5022.83018303477,5022.83018303477,65536.0,,14634.035235477146,,3170.0686114902282,3170.0686114902282,2739.607558487833,2739.607558487833,6848.5539653768465,65536.0,,7981.837428793979,,3123.308943830835,3123.308943830835,4819.803327119454,2891.968800495013,4819.803327119454,65536.0,,5617.3738382134225,,1782.3981349931155,1782.3981349931155,1320.3208222098451,2200.4680844190366,2200.4680844190366,65536.0,,2564.5965882148244,,4474.4830112811205,4474.4830112811205,8285.76630714385,8285.76630714385,8285.76630714385,65536.0,,9656.87765508817
Frequencies backward grid5,,,,,,,,,,,6328.623220362096,6328.623220362096,7031.742547520076,7031.742547520076,7031.742547520076,65536.0,,20487.429611910986,,4437.972074905572,4437.972074905572,3835.3266017939427,3835.3266017939427,9587.851566631676,65536.0,,11174.448414962055,,4372.54571711229,4372.54571711229,6747.637852514593,4048.669516720438,6747.637852514593,65536.0,,7864.236567728094,,2495.317417100678,2495.317417100678,1848.4091796503994,3080.6153460537075,3080.6153460537075,65536.0,,3590.395251217516,,6264.129081348491,6264.129081348491,11599.925692369377,11599.925692369377,11599.925692369377,65536.0,,13519.481578975125
Frequencies backward grid6,,,,,,,,,,,9944.665471916558,9944.665471916558,11049.567270263373,11049.567270263373,11049.567270263373,65536.0,,32194.218362539585,,6973.778998592241,6973.778998592241,6026.764684762012,6026.764684762012,15066.446767662303,65536.0,,17559.670386028447,,6871.019262117228,6871.019262117228,10603.30690224929,6362.070947466424,10603.30690224929,65536.0,,12357.962025880577,,3921.1559807232757,3921.1559807232757,2904.5858937475905,4840.909868830683,4840.909868830683,65536.0,,5641.992576805486,,9843.421218344438,9843.421218344438,18228.244461150298,18228.244461150298,18228.244461150298,65536.0,,21244.689425282002
Frequencies backward grid7,,,,,,,,,,,13560.707720387763,13560.707720387763,15067.391990198219,15067.391990198219,15067.391990198219,65536.0,,43901.00711260044,,9509.585920875255,9509.585920875255,8218.202766101153,8218.202766101153,20545.041968064605,65536.0,,23944.89235654539,,9369.492806415708,9369.492806415708,14458.975951528024,8675.47237749329,14458.975951528024,65536.0,,16851.68748361234,,5346.994544082644,5346.994544082644,3960.7626074863915,6601.204391408641,6601.204391408641,65536.0,,7693.589902261288,,13422.713353947864,13422.713353947864,24856.56322909094,24856.56322909094,24856.56322909094,65536.0,,28969.89727092497
Frequencies backward grid8,,,,,,,,,,,16272.739405947037,16272.739405947037,18080.76052947859,18080.76052947859,18080.76052947859,65536.0,,52681.09867435777,,11411.441112215982,11411.441112215982,9861.781326708258,9861.781326708258,24653.988368231738,65536.0,,28733.8088344391,,11243.34796445438,11243.34796445438,17350.727738383684,10410.523449761204,17350.727738383684,65536.0,,20221.98157672374,,6416.373466571292,6416.373466571292,4752.895142696825,7921.425283300245,7921.425283300245,65536.0,,9232.287896301332,,16107.182455237864,16107.182455237864,29827.802305074,29827.802305074,29827.802305074,65536.0,,34763.803155122936
Frequencies backward grid9,,,,,,,,,,,19888.781652859445,19888.781652859445,22098.585247986757,22098.585247986757,22098.585247986757,65536.0,,64387.887423621025,,13947.248033770105,13947.248033770105,12053.219407200913,12053.219407200913,30132.583568244918,65536.0,,35119.03080474535,,13741.821508373107,13741.821508373107,21206.396787594203,12723.924879435377,21206.396787594203,65536.0,,24715.707034426418,,7842.212029786747,7842.212029786747,5809.071856281056,9681.719805811686,9681.719805811686,65536.0,,11283.885221562772,,19686.47459016477,19686.47459016477,36456.12107261481,36456.12107261481,36456.12107261481,65536.0,,42489.01100007879
Frequencies backward grid10,,,,,,,,,,,23504.823899465737,23504.823899465737,26116.409966266117,26116.409966266117,26116.409966266117,65536.0,,65536.0,,16483.05495522998,16483.05495522998,14244.657487563067,14244.657487563067,35611.17876840851,65536.0,,41504.25277471908,,16240.295052214517,16240.295052214517,25062.065836560167,15037.326308886926,25062.065836560167,65536.0,,29209.432492013344,,9268.050593015527,9268.050593015527,6865.248569825487,11442.014328212696,11442.014328212696,65536.0,,13335.48254691276,,23265.766724891524,23265.766724891524,43084.43984028982,43084.43984028982,43084.43984028982,65536.0,,50214.21884546187
Frequencies backward grid11,,,,,,,,,,,27120.86614583087,27120.86614583087,30134.234684264968,30134.234684264968,30134.234684264968,65536.0,,65536.0,,19018.861876534043,19018.861876534043,16436.095567779656,16436.095567779656,41089.773967896894,65536.0,,47889.47474523953,,18738.76859601465,18738.76859601465,28917.734885444417,17350.727738383684,28917.734885444417,65536.0,,33703.157949091255,,10693.889156165913,10693.889156165913,7921.425283300245,13202.3088507373,13202.3088507373,65536.0,,15387.079872106855,,26845.05885953878,26845.05885953878,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,,57939.42669078791
Frequencies backward fft,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40
Channels out,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712
Averaged rate0 [M/s],4702.156614425932,2883.499700558089,2883.499700558089,1068.006804412988,1068.006804412988,1068.006804412988,4702.156614425932,4702.156614425932,1868.1965850597633,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,5557.019537169209,3484.141185264127,3484.141185264127,3484.141185264127,5557.019537169209,5557.019537169209,4060.7108579111855,5557.019537169209,5557.019537169209,5557.019537169209,2452.0327412276342,2452.0327412276342,2452.0327412276342,5557.019537169209,5557.019537169209,2857.804980276487,5557.019537169209,3022.5505696250966,3022.5505696250966,1119.4685092054617,1119.4685092054617,1119.4685092054617,5557.019537169209,5557.019537169209,1304.7226481518687,5557.019537169209,5557.019537169209,5557.019537169209,4215.3132755811985,4215.3132755811985,4215.3132755811985,5557.019537169209,5557.019537169209,4912.880341996635
Averaged rate1 [M/s],1269.6980491437928,778.6159085541847,778.6159085541847,288.38813064524464,288.38813064524464,288.38813064524464,1269.6980491437928,1269.6980491437928,504.45907143760047,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,457.46613489600605,286.8222058234302,286.8222058234302,286.8222058234302,457.46613489600605,457.46613489600605,334.28669607398405,457.46613489600605,457.46613489600605,457.46613489600605,201.85675671373988,201.85675671373988,201.85675671373988,457.46613489600605,457.46613489600605,235.26082459656345,457.46613489600605,248.82304576501102,248.82304576501102,92.15712282791327,92.15712282791327,92.15712282791327,457.46613489600605,457.46613489600605,107.40765314375082,457.46613489600605,457.46613489600605,457.46613489600605,347.01390892324946,347.01390892324946,347.01390892324946,457.46613489600605,457.46613489600605,404.4391721546209
Averaged rate2 [M/s],1300.3215644734842,797.3951421110368,797.3951421110368,295.3436885794095,295.3436885794095,295.3436885794095,1300.3215644734842,1300.3215644734842,516.6259879086376,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,256.5930830398855,160.87878088126672,160.87878088126672,160.87878088126672,256.5930830398855,256.5930830398855,187.50164749209208,256.5930830398855,256.5930830398855,256.5930830398855,113.22159956033683,113.22159956033683,113.22159956033683,256.5930830398855,256.5930830398855,131.957965184594,256.5930830398855,139.5650247613031,139.5650247613031,51.690996265494555,51.690996265494555,51.690996265494555,256.5930830398855,256.5930830398855,60.245029653394546,256.5930830398855,256.5930830398855,256.5930830398855,194.6403503039193,194.6403503039193,194.6403503039193,256.5930830398855,256.5930830398855,226.85022162098235
Averaged rate3 [M/s],1629.0027421781633,998.9520350870972,998.9520350870972,369.9974619552519,369.9974619552519,369.9974619552519,1629.0027421781633,1629.0027421781633,647.2131001875996,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,459.80731234268006,288.2900777122024,288.2900777122024,288.2900777122024,459.80731234268006,459.80731234268006,335.99747729661925,459.80731234268006,459.80731234268006,459.80731234268006,202.88980036490415,202.88980036490415,202.88980036490415,459.80731234268006,459.80731234268006,236.4648204655836,459.80731234268006,250.09644910248477,250.09644910248477,92.62875594139855,92.62875594139855,92.62875594139855,459.80731234268006,459.80731234268006,107.95733399651492,459.80731234268006,459.80731234268006,459.80731234268006,348.78982428677244,348.78982428677244,348.78982428677244,459.80731234268006,459.80731234268006,406.50897316538897
Averaged rate4 [M/s],624.5514475564056,382.9931794459978,382.9931794459978,141.85516357533257,141.85516357533257,141.85516357533257,624.5514475564056,624.5514475564056,248.1382431923648,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,645.2285916047664,404.5455472818651,404.5455472818651,404.5455472818651,645.2285916047664,645.2285916047664,471.49136875248604,645.2285916047664,645.2285916047664,645.2285916047664,284.70686878258243,284.70686878258243,284.70686878258243,645.2285916047664,645.2285916047664,331.8213063983939,645.2285916047664,350.95000729237165,350.95000729237165,129.9821036635188,129.9821036635188,129.9821036635188,645.2285916047664,645.2285916047664,151.49206351912773,645.2285916047664,645.2285916047664,645.2285916047664,489.44234040998896,489.44234040998896,489.44234040998896,645.2285916047664,645.2285916047664,570.4372357495832
Averaged rate5 [M/s],,,,,,,,,,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,339.4707758585375,212.84145276998743,212.84145276998743,212.84145276998743,339.4707758585375,339.4707758585375,248.06331096228482,339.4707758585375,339.4707758585375,339.4707758585375,149.7913497563677,149.7913497563677,149.7913497563677,339.4707758585375,339.4707758585375,174.57942471101146,339.4707758585375,184.64350900320628,184.64350900320628,68.38681074041484,68.38681074041484,68.38681074041484,339.4707758585375,339.4707758585375,79.70373447237243,339.4707758585375,339.4707758585375,339.4707758585375,257.50776267331486,257.50776267331486,257.50776267331486,339.4707758585375,339.4707758585375,300.12118730957985
Averaged rate6 [M/s],,,,,,,,,,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,518.336756643202,324.9868800311577,324.9868800311577,324.9868800311577,518.336756643202,518.336756643202,378.7670138060606,518.336756643202,518.336756643202,518.336756643202,228.71589523299008,228.71589523299008,228.71589523299008,518.336756643202,518.336756643202,266.56472137398555,518.336756643202,281.93153696336014,281.93153696336014,104.41958541706865,104.41958541706865,104.41958541706865,518.336756643202,518.336756643202,121.69935722530764,518.336756643202,518.336756643202,518.336756643202,393.18771454469686,393.18771454469686,393.18771454469686,518.336756643202,518.336756643202,458.2540056254512
Averaged rate7 [M/s],,,,,,,,,,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,495.39321513532116,310.60173393463236,310.60173393463236,310.60173393463236,495.39321513532116,495.39321513532116,362.00135597512775,495.39321513532116,495.39321513532116,495.39321513532116,218.592066335009,218.592066335009,218.592066335009,495.39321513532116,495.39321513532116,254.76556055624204,495.39321513532116,269.4521828797521,269.4521828797521,99.79758039514553,99.79758039514553,99.79758039514553,495.39321513532116,495.39321513532116,116.31248427409363,495.39321513532116,495.39321513532116,495.39321513532116,375.78374206266284,375.78374206266284,375.78374206266284,495.39321513532116,495.39321513532116,437.96995348276766
Averaged rate8 [M/s],,,,,,,,,,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,156.8589097132084,98.347429580177,98.347429580177,98.347429580177,156.8589097132084,156.8589097132084,114.62235710565949,156.8589097132084,156.8589097132084,156.8589097132084,69.21393379984166,69.21393379984166,69.21393379984166,156.8589097132084,156.8589097132084,80.6677339139787,156.8589097132084,85.31803491659977,85.31803491659977,31.599422790888887,31.599422790888887,31.599422790888887,156.8589097132084,156.8589097132084,36.82862201551414,156.8589097132084,156.8589097132084,156.8589097132084,118.98634512343381,118.98634512343381,118.98634512343381,156.8589097132084,156.8589097132084,138.6766860981042
Averaged rate9 [M/s],,,,,,,,,,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,137.19301699216768,86.01730435458387,86.01730435458387,86.01730435458387,137.19301699216768,137.19301699216768,100.25179325057421,137.19301699216768,137.19301699216768,137.19301699216768,60.536366173000744,60.536366173000744,60.536366173000744,137.19301699216768,137.19301699216768,70.55416749876997,137.19301699216768,74.62144570207859,74.62144570207859,27.63770420066907,27.63770420066907,27.63770420066907,137.19301699216768,137.19301699216768,32.211302343045,137.19301699216768,137.19301699216768,137.19301699216768,104.06865442454752,104.06865442454752,104.06865442454752,137.19301699216768,137.19301699216768,121.29035569008971
Averaged rate10 [M/s],,,,,,,,,,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,9.832946631642793,6.165062782784966,6.165062782784966,6.165062782784966,9.832946631642793,9.832946631642793,7.1852821256614,9.832946631642793,9.832946631642793,9.832946631642793,4.338783933053131,4.338783933053131,4.338783933053131,9.832946631642793,9.832946631642793,5.056783347034331,9.832946631642793,5.34829475472836,5.34829475472836,1.9808593497278617,1.9808593497278617,1.9808593497278617,9.832946631642793,9.832946631642793,2.3086598998909253,9.832946631642793,9.832946631642793,9.832946631642793,7.458845555104837,7.458845555104837,7.458845555104837,9.832946631642793,9.832946631642793,8.693165443702659
Averaged rate11 [M/s],,,,,,,,,,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,4.214119973370234,2.642169756765482,2.642169756765482,2.642169756765482,4.214119973370234,4.214119973370234,3.079406616792653,4.214119973370234,4.214119973370234,4.214119973370234,1.859478823324227,1.859478823324227,1.859478823324227,4.214119973370234,4.214119973370234,2.167192857039143,4.214119973370234,2.2921263171349637,2.2921263171349637,0.8489397189711713,0.8489397189711713,0.8489397189711713,4.214119973370234,4.214119973370234,0.9894256686536957,4.214119973370234,4.214119973370234,4.214119973370234,3.1966480862308573,3.1966480862308573,3.1966480862308573,4.214119973370234,4.214119973370234,3.7256423227427637
Predict rate0 [M/s],(undefined),16.389469820536025,16.389469820536025,6.0134262097460445,6.0134262097460445,6.0134262097460445,423.19409529833393,(undefined),10.514494658907426,(undefined),1.0738096213339796,1.0738096213339796,1.1930493754058977,1.1930493754058977,1.1930493754058977,77.79827352036897,(undefined),6.894754097365014,(undefined),0.752936726885225,0.752936726885225,0.6507360136811627,0.6507360136811627,2.7014754615029704,94.18677181642728,(undefined),3.65898470843824,(undefined),0.8027562030187273,0.8027562030187273,1.901214226331192,0.6868216079996664,1.901214226331192,241.60954509431352,(undefined),2.575079817033035,(undefined),0.5704508268074975,0.5704508268074975,0.3135674261278502,0.8679955239481958,0.8679955239481958,241.60954509431352,(undefined),1.175647178000239,(undefined),1.0626877068946328,1.0626877068946328,3.346204572217697,3.346204572217697,3.346204572217697,241.60954509431352,(undefined),4.549800775197805
Predict rate1 [M/s],,19.468696239167233,19.468696239167233,3.2458506229901856,3.2458506229901856,3.2458506229901856,158.71225614297413,,7.88423448819067,,0.13257074183666756,0.13257074183666756,0.1524791524060275,0.1524791524060275,0.1524791524060275,8.969924213647179,,1.2770007793841718,,0.10709675379863418,0.10709675379863418,0.08033989992703366,0.08033989992703366,0.5122559181162916,11.729900894769386,,0.6965162597907599,,0.1486732862575111,0.1486732862575111,0.36050988903182196,0.1261910834491343,0.36050988903182196,30.497742326400406,,0.4901866790763638,,0.10665807855228843,0.10665807855228843,0.057612297268791586,0.1589144412948062,0.1589144412948062,30.497742326400406,,0.22379355493236341,,0.18022834102739185,0.18022834102739185,0.6197548102962133,0.6197548102962133,0.6197548102962133,30.497742326400406,,0.8426832444894243
Predict rate2 [M/s],,99.68163174383058,99.68163174383058,10.550057015961482,10.550057015961482,10.550057015961482,325.0803911183712,,32.29274365489807,,0.12208784642993412,0.12208784642993412,0.15130085607865892,0.15130085607865892,0.15130085607865892,6.752449553681201,,1.2733302243926348,,0.10794425224011187,0.10794425224011187,0.07946818467283613,0.07946818467283613,0.5107802253009373,8.848037346202952,,0.6945134728711679,,0.14824200122568143,0.14824200122568143,0.3594714121263834,0.12582443435936674,0.3594714121263834,23.326643912716875,,0.48877726115698383,,0.10737245842475192,0.10737245842475192,0.05744487340731681,0.16411578980170996,0.16411578980170996,23.326643912716875,,0.2231500266941738,,0.17970361332082668,0.17970361332082668,0.6179698828480858,0.6179698828480858,0.6179698828480858,23.326643912716875,,0.8402606834318144
Predict rate3 [M/s],,499.48810943285025,499.48810943285025,61.670274123115654,61.670274123115654,61.670274123115654,814.501371089082,,161.80932091224798,,0.5008354418681945,0.5008354418681945,0.6219399163912929,0.6219399163912929,0.6219399163912929,18.39229249370721,,5.133823233071995,,0.4305092313697516,0.4305092313697516,0.32038029900063053,0.32038029900063053,2.059354644442219,24.200384860141064,,2.800142082326561,,0.5976674076396403,0.5976674076396403,1.4493107403722454,0.507284134592457,1.4493107403722454,65.68675890609717,,1.9706543650647246,,0.441386679819531,0.441386679819531,0.23159934993454545,0.661679043023667,0.661679043023667,65.68675890609717,,0.8996970342032578,,0.7245035354924512,0.7245035354924512,2.4915217980919513,2.4915217980919513,2.4915217980919513,65.68675890609717,,3.3877683391659597
Predict rate4 [M/s],,382.99317944599795,382.99317944599795,141.85516357533263,141.85516357533263,141.85516357533263,624.5514475564058,,248.1382431923649,,1.9350942332781094,1.9350942332781094,2.472590366263913,2.472590366263913,2.472590366263913,43.015239440317764,,20.582576085731386,,1.733923090178017,1.733923090178017,1.284407208043327,1.284407208043327,8.42835012361401,58.65714469134241,,11.22634827226682,,2.365403666539753,2.365403666539753,5.931615662706857,2.033757843135641,5.931615662706857,161.30714790119163,,7.900761653677602,,1.7548435032967686,1.7548435032967686,0.9285068452899449,2.7080629787081403,2.7080629787081403,161.30714790119163,,3.607071020177002,,2.936873750334037,2.936873750334037,10.197092675637537,10.197092675637537,10.197092675637537,161.30714790119163,,13.582270090794328
Predict rate5 [M/s],,,,,,,,,,,2.048857340557744,2.048857340557744,2.6017010260926705,2.6017010260926705,2.6017010260926705,33.947077585853755,,21.224620439766234,,1.7683314672695671,1.7683314672695671,1.3244438651345602,1.3244438651345602,8.27737276748899,42.4338469823172,,11.576534036921307,,2.5166006928592846,2.5166006928592846,5.825362795526035,2.097175570733486,5.825362795526035,113.1569252861792,,8.147212186223568,,1.8465038617738758,1.8465038617738758,0.9574598668212342,2.6595532268436926,2.6595532268436926,113.1569252861792,,3.719586979887753,,2.9497857656630093,2.9497857656630093,10.014434241460206,10.014434241460206,10.014434241460206,113.1569252861792,,14.005947573302892
Predict rate6 [M/s],,,,,,,,,,,7.8654260965192675,7.8654260965192675,9.710348953550882,9.710348953550882,9.710348953550882,86.38945944053368,,84.87674320832208,,6.894618964532432,6.894618964532432,5.296314934202967,5.296314934202967,39.721136228879466,103.66735132864041,,46.29426369027542,,9.057367551571685,9.057367551571685,27.95452733054797,8.386472626860783,27.95452733054797,259.16837832160104,,32.58049497077837,,7.753293126450336,7.753293126450336,3.8288208810341455,12.762560631366807,12.762560631366807,259.16837832160104,,14.874532741629935,,11.121928686064654,11.121928686064654,48.05689042812123,48.05689042812123,48.05689042812123,259.16837832160104,,56.00943711645918
Predict rate7 [M/s],,,,,,,,,,,14.643821927998713,14.643821927998713,18.982655237143156,18.982655237143156,18.982655237143156,99.07864302706423,,165.9260640044383,,11.98065273017369,11.98065273017369,8.874603033736832,8.874603033736832,77.6510192539187,165.13107171177376,,90.50092476332244,,17.706234609823387,17.706234609823387,54.64842669824034,16.394692054382592,54.64842669824034,495.3932151353212,,63.69180025453466,,13.472823173543917,13.472823173543917,7.484950723687904,24.949583947947144,24.949583947947144,495.3932151353212,,29.078309918318645,,20.292728040319954,20.292728040319954,93.94663067072878,93.94663067072878,93.94663067072878,495.3932151353212,,109.49318352648535
Predict rate8 [M/s],,,,,,,,,,,6.491404625610391,6.491404625610391,8.655176951414871,8.655176951414871,8.655176951414871,39.21472742830211,,63.04549942439049,,5.462604404048711,5.462604404048711,3.933991156864257,3.933991156864257,29.504377254661204,52.28630323773615,,34.38685551206874,,8.970231644849322,8.970231644849322,20.76428402537222,6.22933715009053,20.76428402537222,156.85890971320845,,24.200424059795182,,7.678721208794651,7.678721208794651,2.8439863207421427,9.479874674324948,9.479874674324948,156.85890971320845,,11.048634441927168,,9.638042749329877,9.638042749329877,35.6960796258166,35.6960796258166,35.6960796258166,156.85890971320845,,41.603181918313446
Predict rate9 [M/s],,,,,,,,,,,8.327032346356992,8.327032346356992,11.565290761680275,11.565290761680275,11.565290761680275,45.73100566405591,,134.78955892026704,,7.299289842571258,7.299289842571258,6.3080502889344805,6.3080502889344805,63.079529563844886,68.59650849608386,,73.51815475378251,,9.589039874784177,9.589039874784177,44.39345634190464,8.878751842200945,44.39345634190464,137.1930169921677,,51.739843981132545,,8.20844061476681,8.20844061476681,4.053568999671886,20.26770553332717,20.26770553332717,137.1930169921677,,23.62167750457049,,13.737217422304044,13.737217422304044,76.31721859411266,76.31721859411266,76.31721859411266,137.1930169921677,,88.94646618826614
Predict rate10 [M/s],,,,,,,,,,,0.8816592368683194,0.8816592368683194,0.9796190849624588,0.9796190849624588,0.9796190849624588,4.916473315821398,,9.832946631642796,,0.8243662501078886,0.8243662501078886,0.5343130373429817,0.5343130373429817,5.343060612787657,4.916473315821398,,6.227250709839252,,1.2183376657909997,1.2183376657909997,3.7602837501467024,1.1280916372519174,3.7602837501467024,9.832946631642796,,4.382549908974308,,0.6952838658179249,0.6952838658179249,0.515027029419373,1.7167467689179632,1.7167467689179632,9.832946631642796,,2.00084057908626,,1.1635896939601091,1.1635896939601091,6.464340173397743,6.464340173397743,6.464340173397743,9.832946631642796,,7.534084076798379
Predict rate11 [M/s],,,,,,,,,,,0.5813119696057459,0.5813119696057459,0.6459008802550613,0.6459008802550613,0.6459008802550613,2.1070599866851176,,4.214119973370235,,0.40765261690608634,0.40765261690608634,0.35229328723349124,0.35229328723349124,2.6421697567654823,4.214119973370235,,3.079406616792654,,0.6024735947939167,0.6024735947939167,1.8594788233242272,0.5578464379488499,1.8594788233242272,4.214119973370235,,2.1671928570391428,,0.6876423932801231,0.6876423932801231,0.2546832008660548,0.8489397189711714,0.8489397189711714,4.214119973370235,,0.989425668653696,,0.863100423631912,0.863100423631912,3.1966480862308577,3.1966480862308577,3.1966480862308577,4.214119973370235,,3.7256423227427646
Backward rate0 [M/s],(undefined),16.389469820536025,16.389469820536025,6.0134262097460445,6.0134262097460445,6.0134262097460445,423.19409529833393,(undefined),10.514494658907426,(undefined),1.0738096213339796,1.0738096213339796,1.1930493754058977,1.1930493754058977,1.1930493754058977,77.79827352036897,(undefined),6.894754097365014,(undefined),0.752936726885225,0.752936726885225,0.6507360136811627,0.6507360136811627,2.7014754615029704,94.18677181642728,(undefined),3.65898470843824,(undefined),0.8027562030187273,0.8027562030187273,1.901214226331192,0.6868216079996664,1.901214226331192,241.60954509431352,(undefined),2.575079817033035,(undefined),0.5704508268074975,0.5704508268074975,0.3135674261278502,0.8679955239481958,0.8679955239481958,241.60954509431352,(undefined),1.175647178000239,(undefined),1.0626877068946328,1.0626877068946328,3.346204572217697,3.346204572217697,3.346204572217697,241.60954509431352,(undefined),4.549800775197805
