Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Frequencies backward kernels2,4396.476566121454,271.0698354255623,271.0698354270691,269.9278596796784,268.39393496249494,274.7055637697162,621.0852808847926,8544.296427523572,517.1639104623827,2791.925047078827,228.963937964792,228.9639384266625,226.20438994328768,226.58496555131464,225.6357421142177,697.2311010642977,5087.507632509843,289.6880148983652,784.1922092141796,129.05980860607232,129.05980826554074,127.27083206547552,128.76168321682076,130.61934712018981,338.63385114002335,1428.844414070504,163.10081686167197,194.79559046834092,89.70158272361513,89.70158272228788,89.45466133257344,89.98217096004193,89.40253593371322,198.05016784450086,354.8139823300776,114.11456480794305,59.25068345011694,41.27784462674243,41.27784465973515,41.1683723667166,41.40162152729521,41.1453453183675,85.0866847626643,107.89538139388038,52.54446998855441,314.9091436119873,151.20056755526306,151.20056755523558,151.005597541139,151.65880076539443,150.94705029828935,333.06633501773706,573.5830269974892,193.42548968516314
Frequencies backward kernels3,7531.543413681641,284.1538789907144,284.1538789947774,281.051929049762,276.8525937400078,293.89850463667153,783.8238950459454,14637.771043244453,554.9690891386834,3812.95805477542,233.73219627155007,233.73219710429453,228.73416994638663,229.42619345129154,227.69850436505473,870.4057190545483,6948.221760912077,291.75085044892313,1062.7562328206395,131.6354087798429,131.63540816538017,128.39028873546755,131.0969921259768,134.43707353171834,408.80157050051423,1936.4949992968218,163.39318262363977,252.01415781237364,90.97309924284866,90.9730992404384,90.52462015201445,91.48159172649001,90.42982518161764,224.8788185754876,459.0881564049226,114.13617815983763,71.2907887161529,41.840614216014295,41.84061427590861,41.64168696150573,42.06505303210692,41.5997920896961,93.47007989671123,129.8370636149499,52.5473901155124,405.26650833860833,152.66358806884466,152.66358806879566,152.30815459282314,153.49757691583383,152.20135344971854,376.89020918861274,738.2487953737736,193.45799064186784
Frequencies backward kernels4,13002.096150122974,326.06343529137104,326.06343529137104,314.17188521272897,314.17188521272897,453.5038780607427,1125.3890593030342,25270.614299491142,797.1214537087989,5666.982335121535,245.39837947798367,245.39838118949692,235.0188235750599,236.46920502246945,232.83988511734674,1203.8248619872259,10326.965796040908,302.2003712012526,1567.2983293799693,137.9454861530875,137.94548488785784,131.18206992492046,136.8346877787034,143.65858897643358,548.2375965043148,2855.964393482155,164.89602180172287,358.8381185432897,94.11677980290922,94.11677979788881,93.17936402789707,95.1741256008566,92.98062692726927,281.7721493077191,653.7624016930653,114.24770181822453,95.29209529175084,43.23320082580178,43.23320095083327,42.81693452590927,43.70049889036686,42.72901228890296,111.96712787212724,173.57664393863797,52.56245907040039,574.6893603594515,156.30697847144108,156.30697847133098,155.55745958402923,158.05868494969073,155.3318914595673,470.1914540752331,1047.0022357417097,193.62569834441504
Frequencies backward kernels5,,,,,,,,,,7373.251139634957,259.0246041996181,259.02460689181316,242.5202785096814,244.8490253780613,239.00689209384348,1518.09590481664,13436.442632850449,324.322509997919,2029.4707843127526,145.32942521725678,145.32942322334839,134.53359201693686,143.57541677324087,154.2471546398316,682.2122258513838,3698.2200402642598,168.1990560662571,457.8647443326163,97.84300220936925,97.84300220134857,96.34228580054622,99.52632823275768,96.0230857574994,339.0336092004518,834.2269206852274,114.49569045416695,118.40007350138889,44.88590014023181,44.88590034012345,44.21868510911035,45.63087699029776,44.0773105682119,131.22209524106248,215.6882432997146,52.595990921695055,732.0920318152205,160.67151762718476,160.67151762700638,159.45985652778526,163.49080219480467,159.09456286012485,564.3930877264736,1333.850312555066,193.99866895368956
Frequencies backward kernels6,,,,,,,,,,10531.67237205842,289.77032168633013,289.77032644470097,260.00950660398377,264.287054253639,253.50036081076254,2102.341732559054,19192.298711746473,410.3554571004519,2879.6343624142464,162.03451078800626,162.03450725217485,142.4212351173147,158.91296737618788,177.59128559597346,934.0305224226421,5247.544473154149,182.47543956953018,640.4062810701034,106.43553707398324,106.43553705940936,103.69484587789998,109.47698849684554,103.10814118115336,450.03069416147935,1166.8876705371285,115.61509050800326,161.88684081077875,48.70431969071817,48.70432005479271,47.482899721535205,50.05387584072282,47.2224599789182,169.5432698782649,294.937819402574,52.747889877364884,1022.543270116856,170.90704204221015,170.90704204188532,168.65030776423134,176.11065347874793,167.9674302405444,747.4194161305321,1863.1639581102465,195.68322318568656
Frequencies backward kernels7,,,,,,,,,,13479.852638856239,323.0106059921324,323.0106128105136,279.65722266804585,285.9869161322252,269.9494280828075,2644.508880689532,24565.015036947727,547.8555565167954,3667.6768925302827,180.14784136316177,180.14783628349466,151.38945794831548,175.65062961123735,202.22281686715536,1169.1006733841475,6683.660509662291,209.05689626443834,809.1299613754979,115.95952488504265,115.95952486368779,111.92470250603623,120.39609243065092,111.05602399644296,555.5896610199541,1474.36698687693,117.90254837572208,202.50927048250114,52.946479857297206,52.94648039201853,51.14452344727777,54.91944086906616,50.75812778031977,206.6381596643232,368.96747700108966,53.061256683286665,1291.1220742895916,182.49169809664997,182.4916980961594,179.1092664503994,190.2256365735074,178.08215163949907,921.738450137102,2352.617641894637,199.13080116991173
Frequencies backward kernels8,,,,,,,,,,15598.453581308664,348.7135011514725,348.7135094707711,295.28191784600966,303.1597594635236,283.1369430332235,3031.1159991510303,28425.919337807634,677.9086961683905,4231.108313914286,194.18206006615208,194.1820538588637,158.5900853086268,188.67727998367167,220.96721025073288,1337.0853578428125,7710.4488736763005,237.2066008616891,929.3124221374054,123.45604322131,123.45604319489267,118.45088796286139,128.92774563486378,117.3693401982274,631.6067153949107,1693.385568308736,120.60018827518213,231.5463688026008,56.29135871414691,56.29135937645669,54.05302664812809,58.72800279996639,53.571302843289565,233.56701126704863,421.88421559947767,53.43601798551624,1482.4450930562894,191.75873276403104,191.758732763423,187.51301319825268,201.41216257801733,186.22065077627835,1047.3543291982144,2701.281630144329,203.20543910291894
Frequencies backward kernels9,,,,,,,,,,18332.038012903482,383.40768118605496,383.4076914354058,316.86211522008506,326.77943211660846,301.4815137890406,3526.0084223119516,33407.5596639521,879.875782818756,4954.958456612745,213.15524718570694,213.15523952623462,168.6198709678481,206.35054715654957,245.96762609333658,1552.3364730052376,9029.58173680564,284.59880109886785,1083.1200591905263,133.72020074986645,133.7202007168413,127.44260451704689,140.53911537892006,126.08048556840562,729.4211527386225,1973.6821306485035,125.73058700991348,268.7587058129798,60.87775005642076,60.877750885692684,58.06611231706578,63.91891322212075,57.4584978180335,268.3802790577148,489.6993778649176,54.16409619926854,1727.289759974122,204.6242226625254,204.62422266175727,199.22642632193484,216.8172023200774,197.57870293399785,1209.0499023831737,3147.4826099023744,210.97940441882346
Frequencies backward kernels10,,,,,,,,,,20983.95482873725,418.20511051791124,418.205122617715,338.97196961048263,350.88201320632857,329.5683955945382,4001.9520382489477,38240.37024011283,1109.1785383338067,5654.152175403162,232.2113196694877,232.2113106161782,178.9818555873148,224.15734631028107,299.73908149590073,1759.4572763577519,10303.78112979429,341.6771633983876,1231.059654358032,144.14947498153205,144.14947494208573,136.6333510874862,152.27173809785162,134.99697387513123,823.8081427531654,2243.2848686169,132.7795710791666,304.5684271680081,65.54424322296107,65.54424421445947,62.173715589250314,69.17104156736278,61.44283865742768,302.08836327469413,554.9584365867427,55.19623872654049,1962.7739038265192,217.8722019458767,217.87220194493437,211.33588217517325,232.55573998264555,209.33572862881582,1365.1209969602278,3576.6251243948245,221.70839988462018
Frequencies backward kernels11,,,,,,,,,,23570.747185110456,452.8714741703061,452.87148804839455,374.6782057842293,375.22489458319876,374.6782057842293,4462.437325207453,42954.49904857615,1362.1638200002951,6333.584777718674,251.21589677109318,251.21588637752646,189.556072740067,241.95974860298463,360.5178839110209,1959.8886597773183,11541.968181981736,406.94658348919813,1374.246078622398,154.64615503618518,154.64615499054375,145.9283569751344,164.02784107268462,144.02509236338096,915.298171667021,2504.225504864283,141.82701620515334,339.2230035357383,70.24604467652743,70.24604582524222,66.3326764560509,74.43924655136655,65.48170760091178,334.83339762317934,618.1123780843099,56.57215208788933,2190.6685135186717,231.3536494296486,231.35364942855364,223.7004550568546,248.46657876638082,221.35363084520117,1516.4270280426838,3991.9365947733036,235.54941793398865
Frequencies backward grid0,65536.0,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,931.2414905129898,65536.0,65536.0,1628.2786778496668,65536.0,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,65536.0,65536.0,2927.246459022404,65536.0,739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,65536.0,65536.0,1596.6154427183094,65536.0,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,65536.0,65536.0,1123.6483696216517,65536.0,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,65536.0,65536.0,512.9992577598294,65536.0,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,65536.0,65536.0,1931.6697913193286
Frequencies backward grid1,65536.0,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1861.5105341316757,65536.0,65536.0,3255.584691283069,65536.0,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,65536.0,65536.0,4390.595064095621,65536.0,1109.7254693717287,1109.7254693717287,822.0992112836918,1232.9938642529864,2054.7831546141115,65536.0,65536.0,2394.7681956579695,65536.0,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,65536.0,65536.0,1685.3640564542193,65536.0,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,65536.0,65536.0,769.4489255803708,65536.0,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,65536.0,65536.0,2897.3207797379746
Frequencies backward grid2,65536.0,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,3722.048367432926,65536.0,65536.0,6510.1965728741225,65536.0,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,65536.0,65536.0,5853.943663441757,65536.0,1479.5306525735034,1479.5306525735034,1096.0289810115794,1643.8885107326514,2739.607558487833,65536.0,65536.0,3192.9209452546934,65536.0,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,65536.0,65536.0,2247.0797409596876,65536.0,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,65536.0,65536.0,1025.8985923202388,65536.0,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,65536.0,65536.0,3862.9717642657424
Frequencies backward grid3,65536.0,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,7443.123906952532,65536.0,65536.0,13019.420263376436,65536.0,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,65536.0,65536.0,8780.640856407961,65536.0,2219.14101176475,2219.14101176475,1643.8885107326514,2465.6777971987854,4109.256362339347,65536.0,65536.0,4789.226441112072,65536.0,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,65536.0,65536.0,3370.5111076432245,65536.0,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,65536.0,65536.0,1538.7979247168228,65536.0,3221.730760331539,3221.730760331539,4971.606919841428,4971.606919841428,4971.606919841428,65536.0,65536.0,5794.273729429907
Frequencies backward grid4,65536.0,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,65536.0,65536.0,14634.035235477146,65536.0,3698.3617214896512,3698.3617214896512,2739.607558487833,4109.256362339347,6848.5539653768465,65536.0,65536.0,7981.837428793979,65536.0,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,65536.0,65536.0,5617.3738382134225,65536.0,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,65536.0,65536.0,2564.5965882148244,65536.0,5369.306046552494,5369.306046552494,8285.76630714385,8285.76630714385,8285.76630714385,65536.0,65536.0,9656.87765508817
Frequencies backward grid5,,,,,,,,,,65536.0,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,65536.0,65536.0,20487.429611910986,65536.0,5177.5824279175995,5177.5824279175995,3835.3266017939427,5752.834924515444,9587.851566631676,65536.0,65536.0,11174.448414962055,65536.0,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,65536.0,65536.0,7864.236567728094,65536.0,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,65536.0,65536.0,3590.395251217516,65536.0,7516.881329584529,7516.881329584529,11599.925692369377,11599.925692369377,11599.925692369377,65536.0,65536.0,13519.481578975125
Frequencies backward grid6,,,,,,,,,,65536.0,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,65536.0,65536.0,32194.218362539585,65536.0,8136.023838057545,8136.023838057545,6026.764684762012,9039.99204641778,15066.446767662303,65536.0,65536.0,17559.670386028447,65536.0,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,65536.0,65536.0,12357.962025880577,65536.0,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,65536.0,65536.0,5641.992576805486,65536.0,11812.031892985902,11812.031892985902,18228.244461150298,18228.244461150298,18228.244461150298,65536.0,65536.0,21244.689425282002
Frequencies backward grid7,,,,,,,,,,65536.0,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,65536.0,65536.0,43901.00711260044,65536.0,11094.465247025146,11094.465247025146,8218.202766101153,12327.14916724701,20545.041968064605,65536.0,65536.0,23944.89235654539,65536.0,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,65536.0,65536.0,16851.68748361234,65536.0,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,65536.0,65536.0,7693.589902261288,65536.0,16107.182455237864,16107.182455237864,24856.56322909094,24856.56322909094,24856.56322909094,65536.0,65536.0,28969.89727092497
Frequencies backward grid8,,,,,,,,,,65536.0,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,65536.0,65536.0,52681.09867435777,65536.0,13313.296303445573,13313.296303445573,9861.781326708258,14792.517007608449,24653.988368231738,65536.0,65536.0,28733.8088344391,65536.0,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,65536.0,65536.0,20221.98157672374,65536.0,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,65536.0,65536.0,9232.287896301332,65536.0,19328.54537663272,19328.54537663272,29827.802305074,29827.802305074,29827.802305074,65536.0,65536.0,34763.803155122936
Frequencies backward grid9,,,,,,,,,,65536.0,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,65536.0,65536.0,64387.887423621025,65536.0,16271.737711798904,16271.737711798904,12053.219407200913,18079.674127881513,30132.583568244918,65536.0,65536.0,35119.03080474535,65536.0,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,65536.0,65536.0,24715.707034426418,65536.0,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,65536.0,65536.0,11283.885221562772,65536.0,23623.695938386394,23623.695938386394,36456.12107261481,36456.12107261481,36456.12107261481,65536.0,65536.0,42489.01100007879
Frequencies backward grid10,,,,,,,,,,65536.0,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,65536.0,65536.0,65536.0,65536.0,19230.1791200106,19230.1791200106,14244.657487563067,21366.831248029586,35611.17876840851,65536.0,65536.0,41504.25277471908,65536.0,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,65536.0,65536.0,29209.432492013344,65536.0,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,65536.0,65536.0,13335.48254691276,65536.0,27918.846499861975,27918.846499861975,43084.43984028982,43084.43984028982,43084.43984028982,65536.0,65536.0,50214.21884546187
Frequencies backward grid11,,,,,,,,,,65536.0,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,65536.0,65536.0,65536.0,65536.0,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,65536.0,57939.42669078791
Frequencies backward fft,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40
Channels out,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40
-- Visibilities --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibilities ingest [1/s],9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711
Visibilities averaged0 [1/s],4702156614.425933,2883499700.5580893,2883499700.5580893,1068006804.4129881,1068006804.4129881,1068006804.4129881,4702156614.425933,4702156614.425933,1868196585.0597634,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,3484141185.264127,3484141185.264127,3484141185.264127,5557019537.1692095,5557019537.1692095,4060710857.911186,5557019537.1692095,5557019537.1692095,5557019537.1692095,2452032741.2276344,2452032741.2276344,2452032741.2276344,5557019537.1692095,5557019537.1692095,2857804980.2764874,5557019537.1692095,3022550569.625097,3022550569.625097,1119468509.2054617,1119468509.2054617,1119468509.2054617,5557019537.1692095,5557019537.1692095,1304722648.151869,5557019537.1692095,5557019537.1692095,5557019537.1692095,4215313275.5811987,4215313275.5811987,4215313275.5811987,5557019537.1692095,5557019537.1692095,4912880341.996635
Visibilities averaged1 [1/s],1269698049.1437929,778615908.5541847,778615908.5541847,288388130.64524466,288388130.64524466,288388130.64524466,1269698049.1437929,1269698049.1437929,504459071.4376005,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,286822205.8234302,286822205.8234302,286822205.8234302,457466134.8960061,457466134.8960061,334286696.0739841,457466134.8960061,457466134.8960061,457466134.8960061,201856756.7137399,201856756.7137399,201856756.7137399,457466134.8960061,457466134.8960061,235260824.59656346,457466134.8960061,248823045.76501104,248823045.76501104,92157122.82791327,92157122.82791327,92157122.82791327,457466134.8960061,457466134.8960061,107407653.14375083,457466134.8960061,457466134.8960061,457466134.8960061,347013908.9232495,347013908.9232495,347013908.9232495,457466134.8960061,457466134.8960061,404439172.1546209
Visibilities averaged2 [1/s],1300321564.4734845,797395142.1110368,797395142.1110368,295343688.57940954,295343688.57940954,295343688.57940954,1300321564.4734845,1300321564.4734845,516625987.90863764,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,160878780.8812667,160878780.8812667,160878780.8812667,256593083.03988552,256593083.03988552,187501647.49209207,256593083.03988552,256593083.03988552,256593083.03988552,113221599.56033683,113221599.56033683,113221599.56033683,256593083.03988552,256593083.03988552,131957965.184594,256593083.03988552,139565024.7613031,139565024.7613031,51690996.26549456,51690996.26549456,51690996.26549456,256593083.03988552,256593083.03988552,60245029.65339455,256593083.03988552,256593083.03988552,256593083.03988552,194640350.30391932,194640350.30391932,194640350.30391932,256593083.03988552,256593083.03988552,226850221.62098238
Visibilities averaged3 [1/s],1629002742.1781635,998952035.0870973,998952035.0870973,369997461.95525193,369997461.95525193,369997461.95525193,1629002742.1781635,1629002742.1781635,647213100.1875995,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,288290077.71220237,288290077.71220237,288290077.71220237,459807312.3426801,459807312.3426801,335997477.2966193,459807312.3426801,459807312.3426801,459807312.3426801,202889800.36490417,202889800.36490417,202889800.36490417,459807312.3426801,459807312.3426801,236464820.46558362,459807312.3426801,250096449.10248476,250096449.10248476,92628755.94139855,92628755.94139855,92628755.94139855,459807312.3426801,459807312.3426801,107957333.99651493,459807312.3426801,459807312.3426801,459807312.3426801,348789824.2867725,348789824.2867725,348789824.2867725,459807312.3426801,459807312.3426801,406508973.16538894
Visibilities averaged4 [1/s],624551447.5564057,382993179.4459978,382993179.4459978,141855163.57533255,141855163.57533255,141855163.57533255,624551447.5564057,624551447.5564057,248138243.1923648,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,404545547.28186506,404545547.28186506,404545547.28186506,645228591.6047664,645228591.6047664,471491368.7524861,645228591.6047664,645228591.6047664,645228591.6047664,284706868.78258246,284706868.78258246,284706868.78258246,645228591.6047664,645228591.6047664,331821306.3983939,645228591.6047664,350950007.29237163,350950007.29237163,129982103.66351883,129982103.66351883,129982103.66351883,645228591.6047664,645228591.6047664,151492063.51912773,645228591.6047664,645228591.6047664,645228591.6047664,489442340.409989,489442340.409989,489442340.409989,645228591.6047664,645228591.6047664,570437235.7495832
Visibilities averaged5 [1/s],,,,,,,,,,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,212841452.76998743,212841452.76998743,212841452.76998743,339470775.8585375,339470775.8585375,248063310.96228486,339470775.8585375,339470775.8585375,339470775.8585375,149791349.75636768,149791349.75636768,149791349.75636768,339470775.8585375,339470775.8585375,174579424.71101147,339470775.8585375,184643509.00320628,184643509.00320628,68386810.74041484,68386810.74041484,68386810.74041484,339470775.8585375,339470775.8585375,79703734.47237243,339470775.8585375,339470775.8585375,339470775.8585375,257507762.67331487,257507762.67331487,257507762.67331487,339470775.8585375,339470775.8585375,300121187.30957985
Visibilities averaged6 [1/s],,,,,,,,,,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,324986880.0311577,324986880.0311577,324986880.0311577,518336756.643202,518336756.643202,378767013.8060606,518336756.643202,518336756.643202,518336756.643202,228715895.23299006,228715895.23299006,228715895.23299006,518336756.643202,518336756.643202,266564721.37398556,518336756.643202,281931536.96336013,281931536.96336013,104419585.41706866,104419585.41706866,104419585.41706866,518336756.643202,518336756.643202,121699357.22530766,518336756.643202,518336756.643202,518336756.643202,393187714.54469687,393187714.54469687,393187714.54469687,518336756.643202,518336756.643202,458254005.62545127
Visibilities averaged7 [1/s],,,,,,,,,,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,310601733.93463236,310601733.93463236,310601733.93463236,495393215.1353212,495393215.1353212,362001355.9751278,495393215.1353212,495393215.1353212,495393215.1353212,218592066.335009,218592066.335009,218592066.335009,495393215.1353212,495393215.1353212,254765560.55624205,495393215.1353212,269452182.8797521,269452182.8797521,99797580.39514554,99797580.39514554,99797580.39514554,495393215.1353212,495393215.1353212,116312484.27409364,495393215.1353212,495393215.1353212,495393215.1353212,375783742.0626629,375783742.0626629,375783742.0626629,495393215.1353212,495393215.1353212,437969953.4827677
Visibilities averaged8 [1/s],,,,,,,,,,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,98347429.580177,98347429.580177,98347429.580177,156858909.7132084,156858909.7132084,114622357.1056595,156858909.7132084,156858909.7132084,156858909.7132084,69213933.79984166,69213933.79984166,69213933.79984166,156858909.7132084,156858909.7132084,80667733.9139787,156858909.7132084,85318034.91659977,85318034.91659977,31599422.790888887,31599422.790888887,31599422.790888887,156858909.7132084,156858909.7132084,36828622.01551415,156858909.7132084,156858909.7132084,156858909.7132084,118986345.12343383,118986345.12343383,118986345.12343383,156858909.7132084,156858909.7132084,138676686.0981042
