Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Combined samples full2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet0,31.0,48.0,48.0,52.0,52.0,52.0,16.0,16.0,17.0,41.0,90.0,90.0,104.0,104.0,104.0,76.0,23.0,36.0,43.0,80.0,80.0,108.0,72.0,43.0,79.0,23.0,37.0,43.0,66.0,66.0,43.0,43.0,43.0,23.0,23.0,37.0,43.0,67.0,67.0,43.0,43.0,43.0,23.0,23.0,37.0,42.0,65.0,65.0,42.0,42.0,42.0,23.0,23.0,36.0
Combined samples facet1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Combined samples facet2,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,42.64546091227627,2.2818589176519057,2.281858917654026,2.1142659169993414,2.115821810487434,2.1171982604432595,124.4964028808924,21.947652789187288,3.182389488871669,69.1893558985527,5.16315652058151,5.163156520578005,4.481937037554625,4.479229619191908,4.4859834694662295,155.21735603623063,67.68940001845682,20.102145582743407,229.78839297538528,5.824343047356807,5.824343050121729,4.336751863242835,6.476663456718753,17.834458476624228,279.0470828378948,235.80718580389242,18.91042689058334,803.3444891618594,7.622998976635766,7.622998976961087,18.0719227537955,18.03362387940169,18.075708724612472,1165.406651498628,824.7385141964622,19.01033979904867,2268.265591288553,7.446930726740688,7.446930729228729,17.921325357078356,17.884860247682766,17.924926692849787,2608.458628433384,2329.1769012943396,18.84815524877729,501.91967303764085,7.865975169407471,7.865975169407471,18.792730566967204,18.763661182349388,18.795336868355516,689.9885922419636,503.3154917582791,19.815978410387455
Visibilities kernel pred1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Visibilities kernel pred2,56.00464489496109,109.56741640388661,109.56741640388661,105.2921397638322,105.2921397638322,105.2921397638322,647.0453972453556,28.81519891633345,362.9429853414958,198.59968037415103,1833.2504506713162,1833.2504506216003,1914.9279758480807,1912.1379963063102,1914.9279758480807,1506.871180750053,108.97910488605794,3436.54910548266,739.0984760496063,3154.460937631614,3154.461002133309,2064.4847141120285,3639.033135270099,8141.021529944846,3331.805999684747,405.5757894438341,8405.714426173348,3406.3352480768444,4327.567895330478,4327.56790553795,14154.565273296887,12592.694038534766,14341.614879464949,5114.336510134263,1869.2976523280608,16973.97639285326,13799.603235485421,4349.574282593543,4349.574365077355,14216.553168230319,12668.346378537637,14401.30493964217,13980.51414657333,7573.28767893458,19427.88268005811,2136.855863064359,4972.905756550865,4972.905756559171,15873.509653704466,14291.304426674591,16041.80295860596,3086.955483461329,1172.6496015172036,17569.69095577736
Visibilities kernel bw0,42.64546091227627,2.2818589176519057,2.281858917654026,2.1142659169993414,2.115821810487434,2.1171982604432595,124.4964028808924,21.947652789187288,3.182389488871669,69.1893558985527,5.16315652058151,5.163156520578005,4.481937037554625,4.479229619191908,4.4859834694662295,155.21735603623063,67.68940001845682,20.102145582743407,229.78839297538528,5.824343047356807,5.824343050121729,4.336751863242835,6.476663456718753,17.834458476624228,279.0470828378948,235.80718580389242,18.91042689058334,803.3444891618594,7.622998976635766,7.622998976961087,18.0719227537955,18.03362387940169,18.075708724612472,1165.406651498628,824.7385141964622,19.01033979904867,2268.265591288553,7.446930726740688,7.446930729228729,17.921325357078356,17.884860247682766,17.924926692849787,2608.458628433384,2329.1769012943396,18.84815524877729,501.91967303764085,7.865975169407471,7.865975169407471,18.792730566967204,18.763661182349388,18.795336868355516,689.9885922419636,503.3154917582791,19.815978410387455
Visibilities kernel bw1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Visibilities kernel bw2,56.00464489496109,109.56741640388661,109.56741640388661,105.2921397638322,105.2921397638322,105.2921397638322,647.0453972453556,28.81519891633345,362.9429853414958,198.59968037415103,1833.2504506713162,1833.2504506216003,1914.9279758480807,1912.1379963063102,1914.9279758480807,1506.871180750053,108.97910488605794,3436.54910548266,739.0984760496063,3154.460937631614,3154.461002133309,2064.4847141120285,3639.033135270099,8141.021529944846,3331.805999684747,405.5757894438341,8405.714426173348,3406.3352480768444,4327.567895330478,4327.56790553795,14154.565273296887,12592.694038534766,14341.614879464949,5114.336510134263,1869.2976523280608,16973.97639285326,13799.603235485421,4349.574282593543,4349.574365077355,14216.553168230319,12668.346378537637,14401.30493964217,13980.51414657333,7573.28767893458,19427.88268005811,2136.855863064359,4972.905756550865,4972.905756559171,15873.509653704466,14291.304426674591,16041.80295860596,3086.955483461329,1172.6496015172036,17569.69095577736
Oversampling used pred0,31.302875382764277,2.2590408308075425,2.259040830809603,2.0958717957522737,2.097388599540473,2.0987304370870703,54.990592677030044,18.702872828841286,3.128463915733235,42.473937543694234,4.997969923433182,4.99796992342992,4.361583475429882,4.359040594745039,4.365383791811212,58.44629788654541,41.959399079470145,17.367052514222813,62.283832780381424,5.609147053112949,5.609147055655463,4.225068526577068,6.205924219356881,15.671586209064678,63.20994284504155,62.439030120555664,16.483599255988892,63.999794994284834,7.239913610305507,7.239913610596311,15.851981115639298,15.822932150826652,15.854851750719085,63.99999931534918,63.999853633007596,16.558305819550007,63.99999999999998,7.082311660027237,7.082311662257418,15.737654791880615,15.70993142967577,15.740391919023878,64.0,63.99999999999999,16.436978203736665,63.97637682593797,7.456689699599991,7.456689699599991,16.395444807266472,16.37364668858679,16.39739869445168,63.998778045400094,63.976890441252316,17.156419275342806
Oversampling used pred1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oversampling used pred2,37.506433135794055,52.602702136869866,52.602702136869866,51.80891581065491,51.80891581065491,51.80891581065491,63.99759695550762,23.346251542572297,63.78920572241831,61.195390192973164,63.999999999981476,63.999999999981476,63.999999999994884,63.99999999999465,63.999999999994884,63.999999996837374,52.496616177230095,64.0,63.999436139429285,64.0,64.0,63.99999999999952,64.0,64.0,64.0,63.89228530135221,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.9999999999895,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999999999844,64.0,64.0,64.0,64.0,64.0,64.0,63.9999993891543,64.0
Oversampling used bw0,31.302875382764277,2.2590408308075425,2.259040830809603,2.0958717957522737,2.097388599540473,2.0987304370870703,54.990592677030044,18.702872828841286,3.128463915733235,42.473937543694234,4.997969923433182,4.99796992342992,4.361583475429882,4.359040594745039,4.365383791811212,58.44629788654541,41.959399079470145,17.367052514222813,62.283832780381424,5.609147053112949,5.609147055655463,4.225068526577068,6.205924219356881,15.671586209064678,63.20994284504155,62.439030120555664,16.483599255988892,63.999794994284834,7.239913610305507,7.239913610596311,15.851981115639298,15.822932150826652,15.854851750719085,63.99999931534918,63.999853633007596,16.558305819550007,63.99999999999998,7.082311660027237,7.082311662257418,15.737654791880615,15.70993142967577,15.740391919023878,64.0,63.99999999999999,16.436978203736665,63.97637682593797,7.456689699599991,7.456689699599991,16.395444807266472,16.37364668858679,16.39739869445168,63.998778045400094,63.976890441252316,17.156419275342806
Oversampling used bw1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oversampling used bw2,37.506433135794055,52.602702136869866,52.602702136869866,51.80891581065491,51.80891581065491,51.80891581065491,63.99759695550762,23.346251542572297,63.78920572241831,61.195390192973164,63.999999999981476,63.999999999981476,63.999999999994884,63.99999999999465,63.999999999994884,63.999999996837374,52.496616177230095,64.0,63.999436139429285,64.0,64.0,63.99999999999952,64.0,64.0,64.0,63.89228530135221,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.9999999999895,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999999999844,64.0,64.0,64.0,64.0,64.0,64.0,63.9999993891543,64.0
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,1373.4278293411337,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,749.1177145263865,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels predict, no-smear1",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Channels predict, no-smear2",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,28930.855905350065,26037.867607994198,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,41186.9071966738,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,22464.543579104262,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
"Channels backward, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,1373.4278293411337,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,749.1177145263865,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels backward, no-smear1",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Channels backward, no-smear2",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,28930.855905350065,26037.867607994198,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,41186.9071966738,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,22464.543579104262,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
Frequencies predict ifft,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0
Frequencies predict kernels0,1536.763786767615,264.60297712813247,264.60297712788656,264.4576118828813,264.26313998824173,264.09133511093796,526.4087835750506,2986.014068542533,511.6528581883233,1650.1702399900912,225.22046509749472,225.22046509764772,224.23460593665177,224.37014194201046,224.03234258206655,422.2208242273028,3006.792056881331,288.9258096669238,473.7566852955739,127.03926828201757,127.03926822170972,126.40092149862417,126.9325196187033,127.60011661997189,234.85642398946507,863.1117394353781,162.99310492941547,135.51320615766517,88.70901968477492,88.70901968098914,88.62100382683126,88.8092125150525,88.60244209078148,174.6411435431889,246.77876297417134,114.10660565196727,47.99428593966904,40.838741251997966,40.83874123835362,40.799734079469694,40.88291989953846,40.79153691669614,78.02613700367407,87.38192028156261,52.54339453277017,222.0590032631908,150.0628441942898,150.0628441942898,149.9935459571516,150.2259217198157,149.97274673499325,294.9729207105301,404.3744999772523,193.4135210487788
Frequencies predict kernels1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Frequencies predict kernels2,13002.096150122974,326.06343529137104,326.06343529137104,314.17188521272897,314.17188521272897,314.17188521272897,1125.3890080631504,25270.614299491142,797.1214537087989,23570.747185110456,452.87148805190947,452.8714880641909,374.6782057842293,375.2248946377036,374.6782057842293,1553.2657724639716,42954.49904857615,1362.1638200002951,6333.584777718674,251.2158967289956,251.21589159219047,189.556069890776,241.9597601477602,360.5178839110209,702.4933110730011,11541.968181981736,406.94658348919813,1374.246078622398,154.64615501332176,154.64615464855655,145.92835964479954,164.02784705930944,144.02509823179125,915.2981716918673,2504.225504864283,141.82701620515334,339.2230035357383,70.24604803292286,70.24604670080129,66.33267920907284,74.43923876004779,65.48170910339608,334.8333836699575,618.1123780843099,56.57215208788933,2190.6685135186717,231.35364942922996,231.35364942884348,223.70045481900743,248.46656561873039,221.3536307776822,1516.4270693965448,3991.9365947733036,235.54941793398865
Frequencies predict de-grid0,65536.0,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,65536.0,65536.0,1628.2786778496668,65536.0,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,65536.0,65536.0,2927.246459022404,65536.0,739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,65536.0,65536.0,1596.6154427183094,65536.0,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,65536.0,65536.0,1123.6483696216517,65536.0,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,65536.0,65536.0,512.9992577598294,65536.0,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,65536.0,65536.0,1931.6697913193286
Frequencies predict de-grid1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Frequencies predict de-grid2,65536.0,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,65536.0,65536.0,26037.867607994198,65536.0,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,65536.0,65536.0,65536.0,65536.0,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,65536.0,57939.42669078791
Frequencies total0,65536.0,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies total1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Frequencies total2,65536.0,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,65536.0,65536.0,26037.867607994198,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,41089.773967896894,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,65536.0,65536.0,28917.73488544442,28917.73488544442,28917.73488544442,65536.0,65536.0,33703.15794909126,65536.0,35646.06401075511,35646.06401075511,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,65536.0,65536.0,49712.75860750633,49712.75860750633,49712.75860750633,65536.0,65536.0,57939.42669078791
Frequencies backward kernels0,1536.763786767615,264.60297712813247,264.60297712788656,264.4576118828813,264.26313998824173,264.09133511093796,526.4087835750506,2986.014068542533,511.6528581883233,1650.1702399900912,225.22046509749472,225.22046509764772,224.23460593665177,224.37014194201046,224.03234258206655,422.2208242273028,3006.792056881331,288.9258096669238,473.7566852955739,127.03926828201757,127.03926822170972,126.40092149862417,126.9325196187033,127.60011661997189,234.85642398946507,863.1117394353781,162.99310492941547,135.51320615766517,88.70901968477492,88.70901968098914,88.62100382683126,88.8092125150525,88.60244209078148,174.6411435431889,246.77876297417134,114.10660565196727,47.99428593966904,40.838741251997966,40.83874123835362,40.799734079469694,40.88291989953846,40.79153691669614,78.02613700367407,87.38192028156261,52.54339453277017,222.0590032631908,150.0628441942898,150.0628441942898,149.9935459571516,150.2259217198157,149.97274673499325,294.9729207105301,404.3744999772523,193.4135210487788
Frequencies backward kernels1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Frequencies backward kernels2,13002.096150122974,326.06343529137104,326.06343529137104,314.17188521272897,314.17188521272897,314.17188521272897,1125.3890080631504,25270.614299491142,797.1214537087989,23570.747185110456,452.87148805190947,452.8714880641909,374.6782057842293,375.2248946377036,374.6782057842293,1553.2657724639716,42954.49904857615,1362.1638200002951,6333.584777718674,251.2158967289956,251.21589159219047,189.556069890776,241.9597601477602,360.5178839110209,702.4933110730011,11541.968181981736,406.94658348919813,1374.246078622398,154.64615501332176,154.64615464855655,145.92835964479954,164.02784705930944,144.02509823179125,915.2981716918673,2504.225504864283,141.82701620515334,339.2230035357383,70.24604803292286,70.24604670080129,66.33267920907284,74.43923876004779,65.48170910339608,334.8333836699575,618.1123780843099,56.57215208788933,2190.6685135186717,231.35364942922996,231.35364942884348,223.70045481900743,248.46656561873039,221.3536307776822,1516.4270693965448,3991.9365947733036,235.54941793398865
Frequencies backward grid0,65536.0,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,65536.0,65536.0,1628.2786778496668,65536.0,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,65536.0,65536.0,2927.246459022404,65536.0,739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,65536.0,65536.0,1596.6154427183094,65536.0,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,65536.0,65536.0,1123.6483696216517,65536.0,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,65536.0,65536.0,512.9992577598294,65536.0,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,65536.0,65536.0,1931.6697913193286
Frequencies backward grid1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Frequencies backward grid2,65536.0,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,65536.0,65536.0,26037.867607994198,65536.0,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,65536.0,65536.0,65536.0,65536.0,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,65536.0,57939.42669078791
Frequencies backward fft,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40
