,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Delta W max9 [lambda],,,2418.3703253181075,1419.8574200423477,243427.71340197208,195330.13473161584,,,,,,,,,,,,,,,,,,,,,,,,,116271.32755660659,43498.28507817293,98358.77942280284,,,,,,11770.144111627178,3123.7059902750543,7878.083857628014,3294.4019948338378,3123.7059902750543,7878.083857628014,1955.8420811491328,819.593903448373,4195.15743916636,47205.71729152684,25930.81130442369,57655.59340645406,55387.39369978077,25930.81130442369,57655.59340645406
Delta W max10 [lambda],,,2858.0740208304906,1678.013314595502,287687.2976568761,230844.7046828187,,,,,,,,,,,,,,,,,,,,,,,,,137411.56893053505,51407.06418329528,116242.19386331244,,,,,,13910.17031374121,3691.6525339614277,9310.462740833107,3893.384175712717,3691.6525339614277,9310.462740833107,,,,55788.574980895355,30645.504268864363,68138.4285712639,65457.82891792272,30645.504268864363,68138.4285712639
Delta W max11 [lambda],,,3297.7777163428736,1936.1692091486561,331946.8819117801,266359.27463402157,,,,,,,,,,,,,,,,,,,,,,,,,158551.81030446352,59315.843288417636,134125.60830382205,,,,,,16050.196515855243,4259.599077647801,10742.841624038201,4492.366356591597,4259.599077647801,10742.841624038201,,,,64371.43267026387,35360.19723330503,78621.26373607373,75528.26413606468,35360.19723330503,78621.26373607373
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],0.9426083881769681,2.185861505220423,1.2991676044574032,7.4489456465830965,0.9704585887979119,3.2599918742407072,0.8609520217942036,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,2.1430050076807396,2.6876668659649585,4.048873771661645,4.764314368176701,2.7405445807817927,2.2652851351348895,3.4841715028648315,8.841660836666716,3.794238463737794,2.5722582572097186,3.66653429476859,10.262548991953615,1.0363674867638892,0.9502810638945576,1.7539663475210807,2.067914423111366,1.806898665714058,2.7788273257734355,2.5887593915630753,3.5832012520285885,1.6596989750709266,0.9049128745923748,1.1766936253775886,1.172645657406489,0.9049128745923748,1.1766936253775886,1.1155159945206437,1.4647563973544,1.260705150741618,0.9183521773041361,0.9591802813545297,1.748134479957366,0.8839243432703484,0.9591802813545297,1.748134479957366
W kernel support pred1 [uv-pixels],1.5865070092174267,3.6811633332486293,1.7618165098848504,10.112999849205808,1.31592941917264,4.422846384492993,1.449005147047305,1.155869358370939,1.3077434074614815,2.496640285424637,1.1163098392162225,1.155869358370939,1.3077434074614815,2.496640285424637,1.1163098392162225,1.155869358370939,1.3077434074614815,2.496640285424637,2.9067505527585955,3.6459522463082523,5.49393421239459,6.465525720251825,3.717724097617671,3.072693570496102,4.727195013970481,12.006149907514779,5.148180225060822,3.4893106420710094,4.974788410611617,13.938199992784115,1.4053280009547469,1.2885612724695457,2.37884768393485,2.804850895324022,2.450669093461894,3.7696867462942287,3.5117068911402893,4.861645663570974,2.250944411704619,1.227026312853957,1.5956751481608267,1.5901840578185504,1.227026312853957,1.5956751481608267,1.512688453061715,1.9864592632152271,1.7096395103817867,1.245254512076522,1.3006318518314046,2.370934785340587,1.1985590745896946,1.3006318518314046,2.370934785340587
W kernel support pred2 [uv-pixels],2.6711106506910576,6.2028198974638915,2.187036113266459,12.565693718932208,1.6334065510784255,5.492331537841196,2.439450608352775,1.9456663951655384,2.2014819881037933,4.20506282076151,1.8790379570392395,1.9456663951655384,2.2014819881037933,4.20506282076151,1.8790379570392395,1.9456663951655384,2.2014819881037933,4.20506282076151,3.608925957943809,4.527141011682072,6.823261127554377,8.030783003825547,4.6163017734912675,3.815042492674036,5.87048631183453,14.920424880984386,6.393599144143547,4.332552941614391,6.178138812262087,17.324167402722424,1.7444013295620864,1.5994276232492164,2.9532749408229155,3.4823610652384405,3.0424716667567338,4.680854792187629,4.360374288031597,6.0375490528354225,2.7944327277505194,1.523029921384752,1.9807407323708688,1.9739226869643005,1.523029921384752,1.9807407323708688,1.8777009407508123,2.4659867109718707,2.1222476450070715,1.5456606869248635,1.6144138185461534,2.9434478190633273,1.4876873888635604,1.6144138185461534,2.9434478190633273
W kernel support pred3 [uv-pixels],4.499225044886995,10.46001481690085,2.9665031026297637,17.071109221900755,2.2152713562140978,7.4543959094434245,4.108646508172575,3.276326572488996,3.7074931815624423,7.0868381597379875,3.164039738496945,3.276326572488996,3.7074931815624423,7.0868381597379875,3.164039738496945,3.276326572488996,3.7074931815624423,7.0868381597379875,4.896572242079303,6.14341457191014,9.262693212069063,10.903831271994235,6.2645035368646065,5.176427773973052,7.96812177714905,20.275639817013158,8.6788567625522,5.879155783647451,8.386106945480154,23.54828316339553,2.365869515268248,2.16916996714823,4.006479712025147,4.724737058701906,4.12755951598755,6.352174702671525,5.916937438435128,8.195093736312666,3.7908687546615307,2.065518666914356,2.6865577921849217,2.677305994393817,2.065518666914356,2.6865577921849217,2.546739757566614,3.3450761354213627,2.878582046804925,2.0962222358998988,2.189502619691282,3.9931401358712253,2.0175693952566944,2.189502619691282,3.9931401358712253
W kernel support pred4 [uv-pixels],7.583311756387336,17.658329642647402,4.356507800632519,25.132482602550034,3.252608470649298,10.95789265462157,7.015387062886702,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,7.194220015727215,9.028472445359183,13.620493862763457,16.03814398078,9.206649667333242,7.605851925104323,11.714176397232228,29.862980688159066,,,,,3.473875124003402,3.184877054396919,5.885285182348244,6.941492653393625,6.063314780995883,9.335658429822642,7.348956134399136,10.180833222018686,5.568282343970801,3.0325997060893655,3.945098104235721,3.931502455332461,3.0325997060893655,3.945098104235721,3.7396394923138874,4.912939659834964,4.227292977400479,3.077706479896874,3.21474927579384,5.865671851598513,2.9621585288486134,3.21474927579384,5.865671851598513
W kernel support pred5 [uv-pixels],,,5.612364423382623,32.44239944451476,4.189548550244582,14.127798405508795,,,,,,,,,,,,,9.271523413944053,11.637852616261087,17.56523452744754,20.687659468511924,,,,,,,,,4.474707710837512,4.102262424110511,7.583410765408171,8.945550252706242,7.812986157286749,12.034224621850285,,,7.174645914116719,3.9060268416155686,5.082053282814462,5.064529254822158,3.9060268416155686,5.082053282814462,4.817234902701426,6.329691900986074,5.445799634629774,3.964153858618902,4.140758851473614,7.5581192148278555,3.8152539538889942,4.140758851473614,7.5581192148278555
W kernel support pred6 [uv-pixels],,,7.88930516675839,45.752659619085314,5.887661996992172,19.884760654809266,,,,,,,,,,,,,10.254142329511586,12.872461163567266,19.432672695022767,22.889302379278835,,,,,,,,,6.288757157106732,5.764895802466686,10.663592802807807,11.708067614513944,10.224356217140107,15.755976001582836,,,10.088123664744387,5.488907413167534,7.1431504972416136,7.118496013667505,5.488907413167534,7.1431504972416136,6.770592856714359,8.898780272372608,7.654933508079314,5.570656145278595,5.819039822081686,10.627984916502513,5.361249366050512,5.819039822081686,10.627984916502513
W kernel support pred7 [uv-pixels],,,9.968236425779674,57.96317872283045,7.437478250899209,25.15097899642701,,,,,,,,,,,,,,,,,,,,,,,,,7.944524215749775,7.282290703980952,13.477319227926422,,,,,,12.749302718419422,6.933430053447623,9.024735487854304,8.993562411673258,6.933430053447623,9.024735487854304,8.553689238069637,11.244895361303659,9.671863772634284,7.0367618336829265,7.350733174991816,13.432270384761054,6.772071471973014,7.350733174991816,13.432270384761054
W kernel support pred8 [uv-pixels],,,11.438594451979293,66.6297447882925,8.533280412562183,28.88083205095166,,,,,,,,,,,,,,,,,,,,,,,,,9.115313177567582,8.355148167520705,15.468117415219252,,,,,,14.63202926175803,7.954718275662692,10.355372502541105,10.319584690411256,7.954718275662692,10.355372502541105,9.814605719232969,12.904457644257928,11.098322496453026,8.073323258944507,8.433709609330023,15.416379786292163,7.769512241168126,8.433709609330023,15.416379786292163
W kernel support pred9 [uv-pixels],,,13.310081314489446,77.69476803437284,9.927657236163283,33.63409946504236,,,,,,,,,,,,,,,,,,,,,,,,,10.605191698137636,9.720304819079049,18.00286159273467,,,,,,17.02901663766403,9.254204303758437,12.048858543984457,12.007192155916234,9.254204303758437,12.048858543984457,10.22323740322978,13.442366325475582,11.560633883794834,9.392258440242633,9.811752712359802,17.942597482159442,9.038631269763906,9.811752712359802,17.942597482159442
W kernel support pred10 [uv-pixels],,,15.100779386248641,88.31598320799367,11.26147177115918,38.18800998304807,,,,,,,,,,,,,,,,,,,,,,,,,12.030442722519677,11.026144720679989,20.429016177667044,,,,,,19.32316025184737,10.497175865342093,13.669078186677467,13.621782124252599,10.497175865342093,13.669078186677467,,,,10.653848787509558,11.129929666893748,20.36058081049339,10.252533071800178,11.129929666893748,20.36058081049339
W kernel support pred11 [uv-pixels],,,16.826163098145706,98.57952213702886,12.546311022409032,42.580950658850675,,,,,,,,,,,,,,,,,,,,,,,,,13.403433978411302,12.284015733167436,22.767409937426375,,,,,,21.534181246547753,11.694442888847842,15.230059254688847,15.177334570739434,11.694442888847842,15.230059254688847,,,,11.869063612731049,12.399693814962607,22.691090047309686,11.421778605605178,12.399693814962607,22.691090047309686
AW kernel support pred0 [uv-pixels],9.049227070499535,9.261640811433171,9.093285240465715,11.682756149374567,9.052170450923448,9.572227902641863,9.041086128548468,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.251619883185038,9.392739386483896,9.86880837886974,10.183255442088004,9.408006409396863,9.280706694183536,9.65087825337028,12.61645617242203,9.76710015919297,9.360369252427148,9.718203215343575,13.649905194258608,9.059473360390287,9.050029508261096,9.169318292448814,9.234515150310385,9.179590556672952,9.419229337183863,9.364917254701508,9.687070311117767,9.151753967838706,9.045378229272838,9.07659671286569,9.076072820214385,9.045378229272838,9.07659671286569,9.068868503514173,9.118416052341033,9.08786979864404,9.046732599207255,9.05096828036312,9.168204522152404,9.043302618215643,9.05096828036312,9.168204522152404
AW kernel support pred1 [uv-pixels],9.13876383819475,9.72373197317029,9.170823159046456,13.537827224116752,9.095695148598816,10.028039197212122,9.11589907338654,9.073920540407043,9.09451443562321,9.339872200132355,9.06896618458416,9.073920540407043,9.09451443562321,9.339872200132355,9.06896618458416,9.073920540407043,9.09451443562321,9.339872200132355,9.457758654985989,9.710456620692984,10.54434982017003,11.081652531966425,9.737631768864908,9.510070755686737,10.165941800940402,15.004920379719351,10.368401980522712,9.652734781235315,10.283409927176669,16.591365797873515,9.109058501857778,9.091775962533852,9.309077091922818,9.426939511050232,9.327688835164333,9.757588747492198,9.66085323816081,10.22915434227671,9.277216756365254,9.08325897310189,9.140359904208262,9.139402898315637,9.08325897310189,9.140359904208262,9.12623834643969,9.216616537776407,9.160942487291276,9.085739309480926,9.093494554570228,9.307058168741507,9.079457244531817,9.093494554570228,9.307058168741507
AW kernel support pred2 [uv-pixels],9.388015344482305,10.930460863128049,9.26191810375862,15.456282173860966,9.147022300240987,10.543514865620716,9.324747678655585,9.207910605630165,9.265339872014703,9.933909267078633,9.194062412448275,9.207910605630165,9.265339872014703,9.933909267078633,9.194062412448275,9.207910605630165,9.265339872014703,9.933909267078633,9.69661521201706,10.074472975776638,11.29410874813921,12.062067635962471,10.114852547810008,9.775200725351297,10.745352927542054,17.42466868061192,11.039841937998618,9.988544187812932,10.916473752250733,19.522468496518318,9.167493441425414,9.141015737980798,9.472160940149434,9.650224794723105,9.500349143216658,10.144476407658795,10.00064317590259,10.83752732708868,9.423844983334734,9.127958158396282,9.215385713515907,9.213922659438397,9.127958158396282,9.215385713515907,9.193789252690998,9.331724945511942,9.246833786044716,9.131761437921222,9.143649817086871,9.46910159748794,9.12212769955473,9.143649817086871,9.46910159748794
AW kernel support pred3 [uv-pixels],10.06195935216091,13.79898220774943,9.476293613956463,19.29825821327057,9.2686259597452,11.686232000723196,9.893481496880595,9.57780328726778,9.733730307098712,11.45527280785222,9.539976282296923,9.57780328726778,9.733730307098712,11.45527280785222,9.539976282296923,9.57780328726778,9.733730307098712,11.45527280785222,10.245800101597803,10.896859299924811,12.91501008675217,14.138371066290466,10.965582727944247,10.382456573429991,12.02043945350905,22.183362459042346,12.502901851366268,10.750091754417507,12.301495425395666,25.209554536791348,9.30576910111548,9.257715611660245,9.851491241577039,10.164799076906101,9.901350794614812,11.015903206422072,10.770800743229598,12.172081224957015,9.765791617430155,9.233978956190644,9.392422092876231,9.389779943513963,9.233978956190644,9.392422092876231,9.353388872102478,9.60153812426767,9.449139357644569,9.240895392887053,9.26250083517594,9.846073742599415,9.22337174056627,9.26250083517594,9.846073742599415
AW kernel support pred4 [uv-pixels],11.768883430239354,19.819601554229084,9.998957956555872,26.695349440819843,9.56971587160975,14.18010618543491,11.4112074576759,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,11.522013783826598,12.748071018652588,16.325374515323592,18.39081461894034,12.874874682769043,11.78341985616286,14.772336601413894,31.189703678960488,,,,,9.64716582096367,9.546907449620742,10.753445107386181,11.365928042052602,10.851902420011118,12.96744070039723,11.619257991168054,13.588574799976609,10.583277765521274,9.49719226810605,9.826688101901082,9.821237781272032,9.49719226810605,9.826688101901082,9.74601988159647,10.253632336941836,9.943339776794284,9.511691604357198,9.556914402997288,10.742723410319897,9.474934466793455,9.556914402997288,10.742723410319897
AW kernel support pred5 [uv-pixels],,,10.606537343584426,33.6676295826934,9.927351965899893,16.75096080189721,,,,,,,,,,,,,12.921344605547551,14.711886810257038,19.73670347358533,22.560568571849227,,,,,,,,,10.051020301314125,9.890831966840254,11.768947227212319,12.689478686049036,11.918169016000503,15.027393727760902,,,11.509802083135561,9.811067510083767,10.335727626508222,10.327122376197035,9.811067510083767,10.335727626508222,10.20812186975669,11.00295412884234,10.519350439097167,9.834353858530978,9.906860444462568,11.752666338561223,9.775283255878861,9.906860444462568,11.752666338561223
AW kernel support pred6 [uv-pixels],,,11.968338899539928,46.62945273343747,10.754746105363242,21.826674192351216,,,,,,,,,,,,,13.643585852475928,15.706694636604723,21.41561972187318,24.59512478947931,,,,,,,,,10.979456570389136,10.688031793239483,13.953931756465433,14.767492924190966,13.62121360433686,18.145268798297103,,,13.519254383107663,10.54173157457187,11.49019577841227,11.474884988382245,10.54173157457187,11.49019577841227,11.262367763103438,12.656551281291753,11.815160050253889,10.584526909074876,10.717332898206179,13.926739151194186,10.47582907291719,10.717332898206179,13.926739151194186
AW kernel support pred7 [uv-pixels],,,13.430031177932564,58.65773680985983,11.675447860043688,26.712763699750585,,,,,,,,,,,,,,,,,,,,,,,,,12.004810078240912,11.577208553761455,16.206114079921665,,,,,,15.60591938355113,11.361005778805444,12.745424693816087,12.723370813297164,11.361005778805444,12.745424693816087,12.416344050543554,14.403043834088285,13.211546042624818,11.424360686882077,11.620382016522747,16.16866994187614,11.263256723590684,11.620382016522747,16.16866994187614
AW kernel support pred8 [uv-pixels],,,14.554773891642958,67.23483390738011,12.4022931185897,30.250660487917894,,,,,,,,,,,,,,,,,,,,,,,,,12.809720306280589,12.280411267592978,17.895883782898487,,,,,,17.178366637050893,12.011558718382974,13.71983016171791,13.692838572866124,12.011558718382974,13.71983016171791,13.316399116277664,15.732928115657522,14.288903465111497,12.090432103254802,12.333996018099956,17.85118387433163,11.889714902623249,12.333996018099956,17.85118387433163
AW kernel support pred9 [uv-pixels],,,16.067304210673335,78.21430163285359,13.39993948489116,34.817418727188304,,,,,,,,,,,,,,,,,,,,,,,,,13.909352643248623,13.24704970081306,20.12717132453443,,,,,,19.26103340025759,12.908923165613047,15.039115406597134,15.005754345220248,12.908923165613047,15.039115406597134,13.620373820229618,16.177058213046028,14.650879011006309,13.008248099121918,13.314296499946963,20.073285839811938,12.755267744377374,13.314296499946963,20.073285839811938
AW kernel support pred10 [uv-pixels],,,17.57934976249554,88.77337939942704,14.415989263752072,39.23422111454972,,,,,,,,,,,,,,,,,,,,,,,,,15.024365281096792,14.23291492988626,22.323635501131573,,,,,,21.316297101480224,13.82717256520365,16.365931029840674,16.326449345788802,13.82717256520365,16.365931029840674,,,,13.946486797294824,14.313466889262068,22.26102537936273,13.642376420124041,14.313466889262068,22.26102537936273
AW kernel support pred11 [uv-pixels],,,19.08192245570137,98.98950542741873,15.440528497140969,43.52168837500995,,,,,,,,,,,,,,,,,,,,,,,,,16.14472181282882,15.228166092235305,24.481726966429907,,,,,,23.33925795648116,14.756693209541352,17.69052585146449,17.645154708082398,14.756693209541352,17.69052585146449,,,,14.89545806758074,15.321631985686837,24.410767450760673,14.541562038359574,15.321631985686837,24.410767450760673
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],0.9426083881769681,2.185861505220423,1.2991676044574032,7.4489456465830965,0.9704585887979119,3.2599918742407072,0.8609520217942036,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,0.6633524790372708,0.6868503035704705,0.7770563171860809,1.4829514481508468,2.1430050076807396,2.6876668659649585,4.048873771661645,4.764314368176701,2.7405445807817927,2.2652851351348895,3.4841715028648315,8.841660836666716,3.794238463737794,2.5722582572097186,3.66653429476859,10.262548991953615,1.0363674867638892,0.9502810638945576,1.7539663475210807,2.067914423111366,1.806898665714058,2.7788273257734355,2.5887593915630753,3.5832012520285885,1.6596989750709266,0.9049128745923748,1.1766936253775886,1.172645657406489,0.9049128745923748,1.1766936253775886,1.1155159945206437,1.4647563973544,1.260705150741618,0.9183521773041361,0.9591802813545297,1.748134479957366,0.8839243432703484,0.9591802813545297,1.748134479957366
W kernel support bw1 [uv-pixels],1.5865070092174267,3.6811633332486293,1.7618165098848504,10.112999849205808,1.31592941917264,4.422846384492993,1.449005147047305,1.155869358370939,1.3077434074614815,2.496640285424637,1.1163098392162225,1.155869358370939,1.3077434074614815,2.496640285424637,1.1163098392162225,1.155869358370939,1.3077434074614815,2.496640285424637,2.9067505527585955,3.6459522463082523,5.49393421239459,6.465525720251825,3.717724097617671,3.072693570496102,4.727195013970481,12.006149907514779,5.148180225060822,3.4893106420710094,4.974788410611617,13.938199992784115,1.4053280009547469,1.2885612724695457,2.37884768393485,2.804850895324022,2.450669093461894,3.7696867462942287,3.5117068911402893,4.861645663570974,2.250944411704619,1.227026312853957,1.5956751481608267,1.5901840578185504,1.227026312853957,1.5956751481608267,1.512688453061715,1.9864592632152271,1.7096395103817867,1.245254512076522,1.3006318518314046,2.370934785340587,1.1985590745896946,1.3006318518314046,2.370934785340587
W kernel support bw2 [uv-pixels],2.6711106506910576,6.2028198974638915,2.187036113266459,12.565693718932208,1.6334065510784255,5.492331537841196,2.439450608352775,1.9456663951655384,2.2014819881037933,4.20506282076151,1.8790379570392395,1.9456663951655384,2.2014819881037933,4.20506282076151,1.8790379570392395,1.9456663951655384,2.2014819881037933,4.20506282076151,3.608925957943809,4.527141011682072,6.823261127554377,8.030783003825547,4.6163017734912675,3.815042492674036,5.87048631183453,14.920424880984386,6.393599144143547,4.332552941614391,6.178138812262087,17.324167402722424,1.7444013295620864,1.5994276232492164,2.9532749408229155,3.4823610652384405,3.0424716667567338,4.680854792187629,4.360374288031597,6.0375490528354225,2.7944327277505194,1.523029921384752,1.9807407323708688,1.9739226869643005,1.523029921384752,1.9807407323708688,1.8777009407508123,2.4659867109718707,2.1222476450070715,1.5456606869248635,1.6144138185461534,2.9434478190633273,1.4876873888635604,1.6144138185461534,2.9434478190633273
W kernel support bw3 [uv-pixels],4.499225044886995,10.46001481690085,2.9665031026297637,17.071109221900755,2.2152713562140978,7.4543959094434245,4.108646508172575,3.276326572488996,3.7074931815624423,7.0868381597379875,3.164039738496945,3.276326572488996,3.7074931815624423,7.0868381597379875,3.164039738496945,3.276326572488996,3.7074931815624423,7.0868381597379875,4.896572242079303,6.14341457191014,9.262693212069063,10.903831271994235,6.2645035368646065,5.176427773973052,7.96812177714905,20.275639817013158,8.6788567625522,5.879155783647451,8.386106945480154,23.54828316339553,2.365869515268248,2.16916996714823,4.006479712025147,4.724737058701906,4.12755951598755,6.352174702671525,5.916937438435128,8.195093736312666,3.7908687546615307,2.065518666914356,2.6865577921849217,2.677305994393817,2.065518666914356,2.6865577921849217,2.546739757566614,3.3450761354213627,2.878582046804925,2.0962222358998988,2.189502619691282,3.9931401358712253,2.0175693952566944,2.189502619691282,3.9931401358712253
W kernel support bw4 [uv-pixels],7.583311756387336,17.658329642647402,4.356507800632519,25.132482602550034,3.252608470649298,10.95789265462157,7.015387062886702,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,5.330491183521604,6.247242415976737,6.247242415976737,13.50054431938514,7.194220015727215,9.028472445359183,13.620493862763457,16.03814398078,9.206649667333242,7.605851925104323,11.714176397232228,29.862980688159066,,,,,3.473875124003402,3.184877054396919,5.885285182348244,6.941492653393625,6.063314780995883,9.335658429822642,7.348956134399136,10.180833222018686,5.568282343970801,3.0325997060893655,3.945098104235721,3.931502455332461,3.0325997060893655,3.945098104235721,3.7396394923138874,4.912939659834964,4.227292977400479,3.077706479896874,3.21474927579384,5.865671851598513,2.9621585288486134,3.21474927579384,5.865671851598513
W kernel support bw5 [uv-pixels],,,5.612364423382623,32.44239944451476,4.189548550244582,14.127798405508795,,,,,,,,,,,,,9.271523413944053,11.637852616261087,17.56523452744754,20.687659468511924,,,,,,,,,4.474707710837512,4.102262424110511,7.583410765408171,8.945550252706242,7.812986157286749,12.034224621850285,,,7.174645914116719,3.9060268416155686,5.082053282814462,5.064529254822158,3.9060268416155686,5.082053282814462,4.817234902701426,6.329691900986074,5.445799634629774,3.964153858618902,4.140758851473614,7.5581192148278555,3.8152539538889942,4.140758851473614,7.5581192148278555
W kernel support bw6 [uv-pixels],,,7.88930516675839,45.752659619085314,5.887661996992172,19.884760654809266,,,,,,,,,,,,,10.254142329511586,12.872461163567266,19.432672695022767,22.889302379278835,,,,,,,,,6.288757157106732,5.764895802466686,10.663592802807807,11.708067614513944,10.224356217140107,15.755976001582836,,,10.088123664744387,5.488907413167534,7.1431504972416136,7.118496013667505,5.488907413167534,7.1431504972416136,6.770592856714359,8.898780272372608,7.654933508079314,5.570656145278595,5.819039822081686,10.627984916502513,5.361249366050512,5.819039822081686,10.627984916502513
W kernel support bw7 [uv-pixels],,,9.968236425779674,57.96317872283045,7.437478250899209,25.15097899642701,,,,,,,,,,,,,,,,,,,,,,,,,7.944524215749775,7.282290703980952,13.477319227926422,,,,,,12.749302718419422,6.933430053447623,9.024735487854304,8.993562411673258,6.933430053447623,9.024735487854304,8.553689238069637,11.244895361303659,9.671863772634284,7.0367618336829265,7.350733174991816,13.432270384761054,6.772071471973014,7.350733174991816,13.432270384761054
W kernel support bw8 [uv-pixels],,,11.438594451979293,66.6297447882925,8.533280412562183,28.88083205095166,,,,,,,,,,,,,,,,,,,,,,,,,9.115313177567582,8.355148167520705,15.468117415219252,,,,,,14.63202926175803,7.954718275662692,10.355372502541105,10.319584690411256,7.954718275662692,10.355372502541105,9.814605719232969,12.904457644257928,11.098322496453026,8.073323258944507,8.433709609330023,15.416379786292163,7.769512241168126,8.433709609330023,15.416379786292163
W kernel support bw9 [uv-pixels],,,13.310081314489446,77.69476803437284,9.927657236163283,33.63409946504236,,,,,,,,,,,,,,,,,,,,,,,,,10.605191698137636,9.720304819079049,18.00286159273467,,,,,,17.02901663766403,9.254204303758437,12.048858543984457,12.007192155916234,9.254204303758437,12.048858543984457,10.22323740322978,13.442366325475582,11.560633883794834,9.392258440242633,9.811752712359802,17.942597482159442,9.038631269763906,9.811752712359802,17.942597482159442
W kernel support bw10 [uv-pixels],,,15.100779386248641,88.31598320799367,11.26147177115918,38.18800998304807,,,,,,,,,,,,,,,,,,,,,,,,,12.030442722519677,11.026144720679989,20.429016177667044,,,,,,19.32316025184737,10.497175865342093,13.669078186677467,13.621782124252599,10.497175865342093,13.669078186677467,,,,10.653848787509558,11.129929666893748,20.36058081049339,10.252533071800178,11.129929666893748,20.36058081049339
W kernel support bw11 [uv-pixels],,,16.826163098145706,98.57952213702886,12.546311022409032,42.580950658850675,,,,,,,,,,,,,,,,,,,,,,,,,13.403433978411302,12.284015733167436,22.767409937426375,,,,,,21.534181246547753,11.694442888847842,15.230059254688847,15.177334570739434,11.694442888847842,15.230059254688847,,,,11.869063612731049,12.399693814962607,22.691090047309686,11.421778605605178,12.399693814962607,22.691090047309686
AW kernel support bw0 [uv-pixels],9.049227070499535,9.261640811433171,9.093285240465715,11.682756149374567,9.052170450923448,9.572227902641863,9.041086128548468,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.024413361069232,9.02617102317006,9.033483077976003,9.121356532751733,9.251619883185038,9.392739386483896,9.86880837886974,10.183255442088004,9.408006409396863,9.280706694183536,9.65087825337028,12.61645617242203,9.76710015919297,9.360369252427148,9.718203215343575,13.649905194258608,9.059473360390287,9.050029508261096,9.169318292448814,9.234515150310385,9.179590556672952,9.419229337183863,9.364917254701508,9.687070311117767,9.151753967838706,9.045378229272838,9.07659671286569,9.076072820214385,9.045378229272838,9.07659671286569,9.068868503514173,9.118416052341033,9.08786979864404,9.046732599207255,9.05096828036312,9.168204522152404,9.043302618215643,9.05096828036312,9.168204522152404
